日期,banana_平均價,banana_交易量,scarletbanana_平均價,guava_平均價,banana_前日平均價,banana_5日平均價
2011-05-20,32.6,8089.0,39.6,32.5,32.0,31.3
2011-05-21,31.6,14332.0,39.9,36.4,32.6,31.5
2011-05-22,29.1,14543.0,35.9,35.2,31.6,31.3
2011-05-23,27.9,14490.0,35.1,35.2,29.1,30.6
2011-05-24,26.6,14437.0,34.3,35.2,27.9,29.6
2011-05-25,28.5,8665.0,37.7,38.7,26.6,28.7
2011-05-26,27.3,11273.0,31.7,43.4,28.5,27.9
2011-05-27,26.0,13320.0,29.9,41.2,27.3,27.3
2011-05-28,26.5,13632.0,28.2,44.4,26.0,27.0
2011-05-29,26.9,12214.0,32.8,61.8,26.5,27.0
2011-05-30,27.1,12173.0,31.9,60.0,26.9,26.8
2011-05-31,27.4,12132.0,31.0,58.1,27.1,26.8
2011-06-01,30.1,18721.0,32.8,57.2,27.4,27.6
2011-06-02,29.8,12769.0,36.6,61.2,30.1,28.3
2011-06-03,30.9,11524.0,35.5,63.9,29.8,29.1
2011-06-04,32.5,10082.0,33.8,65.8,30.9,30.1
2011-06-05,32.2,9926.0,31.9,59.6,32.5,31.1
2011-06-06,29.8,11805.0,34.7,56.5,32.2,31.0
2011-06-07,28.6,13668.0,33.2,51.2,29.8,30.8
2011-06-08,27.4,15531.0,31.6,45.9,28.6,30.1
2011-06-09,26.2,17394.0,30.1,40.6,27.4,28.8
2011-06-10,24.8,14490.0,33.3,32.5,26.2,27.4
2011-06-11,25.6,13415.0,30.7,36.1,24.8,26.5
2011-06-12,25.0,10389.0,25.1,33.3,25.6,25.8
2011-06-13,24.7,12279.5,25.5,32.1,25.0,25.3
2011-06-14,24.4,14170.0,25.8,31.0,24.7,24.9
2011-06-15,21.3,19719.0,27.0,29.1,24.4,24.2
2011-06-16,19.8,15907.0,28.3,29.8,21.3,23.0
2011-06-17,19.5,14356.0,27.0,28.1,19.8,21.9
2011-06-18,19.1,14685.0,27.2,25.6,19.5,20.8
2011-06-19,19.3,14349.0,26.5,23.8,19.1,19.8
2011-06-20,18.7,15229.5,24.4,22.6,19.3,19.3
2011-06-21,18.1,16110.0,22.2,21.3,18.7,18.9
2011-06-22,15.2,17780.0,21.2,20.3,18.1,18.1
2011-06-23,15.9,15837.0,20.1,19.6,15.2,17.4
2011-06-24,15.5,12886.0,19.7,18.7,15.9,16.7
2011-06-25,16.0,11784.0,19.8,16.6,15.5,16.1
2011-06-26,13.9,16683.0,22.3,19.1,16.0,15.3
2011-06-27,13.9,16045.5,22.1,19.5,13.9,15.0
2011-06-28,13.9,15408.0,21.9,19.8,13.9,14.6
2011-06-29,14.3,14631.0,24.2,24.7,13.9,14.4
2011-06-30,15.4,16891.0,26.6,22.0,14.3,14.3
2011-07-01,15.6,17285.0,22.7,19.7,15.4,14.6
2011-07-02,15.9,12137.0,26.1,19.6,15.6,15.0
2011-07-03,16.4,13681.0,21.4,17.2,15.9,15.5
2011-07-04,15.9,13305.5,23.1,18.0,16.4,15.8
2011-07-05,15.5,12930.0,24.9,18.8,15.9,15.9
2011-07-06,16.6,9687.0,19.7,16.3,15.5,16.1
2011-07-07,16.8,8776.0,16.9,15.9,16.6,16.2
2011-07-08,16.6,7635.0,16.3,14.6,16.8,16.3
2011-07-09,15.3,14849.0,16.8,17.4,16.6,16.2
2011-07-10,16.5,10472.0,16.0,18.0,15.3,16.4
2011-07-11,17.1,11196.0,17.6,18.5,16.5,16.5
2011-07-12,17.7,11920.0,19.3,19.0,17.1,16.6
2011-07-13,17.6,10878.0,19.9,17.5,17.7,16.8
2011-07-14,18.8,14754.0,21.1,16.8,17.6,17.5
2011-07-15,20.7,11073.0,20.3,17.1,18.8,18.4
2011-07-16,20.8,10722.0,21.9,20.5,20.7,19.1
2011-07-17,22.1,8246.0,23.2,20.8,20.8,20.0
2011-07-18,22.4,10066.0,22.5,21.7,22.1,21.0
2011-07-19,22.6,11886.0,21.9,22.6,22.4,21.7
2011-07-20,23.7,9862.0,21.0,19.7,22.6,22.3
2011-07-21,22.7,9101.0,21.7,18.3,23.7,22.7
2011-07-22,23.4,11436.0,18.2,18.6,22.7,23.0
2011-07-23,23.0,8685.0,16.7,19.9,23.4,23.1
2011-07-24,24.8,8928.0,18.3,16.8,23.0,23.5
2011-07-25,24.8,20321.5,17.9,16.9,24.8,23.7
2011-07-26,24.8,31715.0,17.4,17.0,24.8,24.2
2011-07-27,26.1,8760.0,18.4,17.6,24.8,24.7
2011-07-28,22.4,12781.0,17.1,17.8,26.1,24.6
2011-07-29,22.5,8645.0,16.5,18.0,22.4,24.1
2011-07-30,22.8,16766.0,17.0,17.4,22.5,23.7
2011-07-31,21.6,15236.0,19.3,18.4,22.8,23.1
2011-08-01,21.6,13445.5,18.7,17.8,21.6,22.2
2011-08-02,21.6,11655.0,18.1,17.1,21.6,22.0
2011-08-03,21.1,11459.0,18.0,15.3,21.6,21.7
2011-08-04,18.4,14040.0,16.5,12.2,21.1,20.9
2011-08-05,17.9,12825.0,15.7,11.7,18.4,20.1
2011-08-06,17.2,16387.0,15.7,14.6,17.9,19.2
2011-08-07,16.7,16080.0,17.5,17.5,17.2,18.3
2011-08-08,16.4,15645.0,16.9,17.1,16.7,17.3
2011-08-09,16.2,15210.0,16.2,16.8,16.4,16.9
2011-08-10,17.7,12726.0,15.2,15.1,16.2,16.8
2011-08-11,16.6,13292.0,13.6,12.0,17.7,16.7
2011-08-12,17.0,11955.0,14.4,13.4,16.6,16.8
2011-08-13,14.0,20310.0,15.7,14.1,17.0,16.3
2011-08-14,16.3,15795.0,23.1,19.1,14.0,16.3
2011-08-15,15.7,17155.0,21.6,17.0,16.3,15.9
2011-08-16,15.1,18515.0,20.1,15.0,15.7,15.6
2011-08-17,14.5,19875.0,18.6,12.9,15.1,15.1
2011-08-18,16.6,11219.0,16.7,12.0,14.5,15.6
2011-08-19,16.0,10031.0,14.5,12.1,16.6,15.6
2011-08-20,16.6,11955.0,16.3,10.9,16.0,15.8
2011-08-21,16.0,12390.0,16.4,11.0,16.6,15.9
2011-08-22,15.4,14220.0,15.0,11.3,16.0,16.1
2011-08-23,14.8,16050.0,13.7,11.6,15.4,15.8
2011-08-24,14.8,11580.0,12.7,15.0,14.8,15.5
2011-08-25,14.9,12960.0,12.5,15.3,14.8,15.2
2011-08-26,15.6,10789.0,12.9,18.6,14.9,15.1
2011-08-27,16.7,11052.0,12.9,17.6,15.6,15.4
2011-08-28,16.4,13278.0,15.1,21.3,16.7,15.7
2011-08-29,17.1,18931.5,17.1,21.6,16.4,16.1
2011-08-30,17.8,24585.0,19.0,22.0,17.1,16.7
2011-08-31,16.5,12885.0,17.5,23.8,17.8,16.9
2011-09-01,18.0,11400.0,16.7,21.3,16.5,17.2
2011-09-02,17.5,10535.0,14.8,16.9,18.0,17.4
2011-09-03,16.4,11800.0,14.1,17.2,17.5,17.2
2011-09-04,17.1,14520.0,17.8,18.7,16.4,17.1
2011-09-05,17.0,13993.5,15.5,18.1,17.1,17.2
2011-09-06,16.8,13467.0,13.2,17.6,17.0,17.0
2011-09-07,17.8,10106.0,11.8,17.6,16.8,17.0
2011-09-08,17.8,8505.0,13.5,19.3,17.8,17.3
2011-09-09,16.6,10504.0,11.3,20.1,17.8,17.2
2011-09-10,15.1,12743.0,10.6,18.2,16.6,16.8
2011-09-11,15.7,13476.0,12.7,15.9,15.1,16.6
2011-09-12,15.2,13500.0,20.1,16.2,15.7,16.1
2011-09-13,14.8,11565.0,18.2,16.1,15.2,15.5
2011-09-14,14.3,9630.0,16.4,16.1,14.8,15.0
2011-09-15,13.9,7695.0,14.5,16.0,14.3,14.8
2011-09-16,17.1,20235.0,14.0,14.2,13.9,15.1
2011-09-17,16.1,10831.0,13.7,16.1,17.1,15.2
2011-09-18,15.8,12135.0,14.3,14.9,16.1,15.4
2011-09-19,15.9,12174.0,13.6,15.6,15.8,15.8
2011-09-20,15.9,12213.0,12.8,16.4,15.9,16.2
2011-09-21,15.3,12376.0,13.5,18.0,15.9,15.8
2011-09-22,14.6,13938.0,12.8,19.1,15.3,15.5
2011-09-23,14.8,11840.0,12.8,17.3,14.6,15.3
2011-09-24,15.4,12118.0,13.8,17.7,14.8,15.2
2011-09-25,16.0,13905.0,16.6,19.1,15.4,15.2
2011-09-26,16.1,15867.0,16.1,20.0,16.0,15.4
2011-09-27,16.2,17829.0,15.7,20.8,16.1,15.7
2011-09-28,15.6,14980.0,15.0,20.8,16.2,15.9
2011-09-29,14.6,13757.0,15.9,18.6,15.6,15.7
2011-09-30,15.0,11442.0,18.4,19.4,14.6,15.5
2011-10-01,15.0,12878.0,15.3,17.1,15.0,15.3
2011-10-02,14.9,14235.0,14.7,16.6,15.0,15.0
2011-10-03,15.2,14949.5,15.6,16.6,14.9,14.9
2011-10-04,15.4,15664.0,16.5,16.7,15.2,15.1
2011-10-05,15.7,13275.0,16.4,18.7,15.4,15.2
2011-10-06,15.6,12990.0,15.5,19.0,15.7,15.4
2011-10-07,17.3,12975.0,17.5,19.3,15.6,15.8
2011-10-08,17.6,13185.0,15.4,21.5,17.3,16.3
2011-10-09,18.3,19287.0,15.9,22.6,17.6,16.9
2011-10-10,19.1,17676.0,16.0,22.8,18.3,17.6
2011-10-11,19.9,16065.0,16.1,22.9,19.1,18.4
2011-10-12,19.6,12687.0,15.4,22.6,19.9,18.9
2011-10-13,18.1,15385.0,15.1,19.8,19.6,19.0
2011-10-14,18.2,10663.0,15.4,20.1,18.1,19.0
2011-10-15,18.0,13303.0,13.6,21.7,18.2,18.8
2011-10-16,23.5,17426.0,13.9,25.7,18.0,19.5
2011-10-17,21.5,16212.5,14.9,25.7,23.5,19.9
2011-10-18,19.5,14999.0,16.0,25.7,21.5,20.1
2011-10-19,19.3,13887.0,14.6,28.1,19.5,20.4
2011-10-20,18.0,14948.0,13.6,28.5,19.3,20.4
2011-10-21,17.2,12364.0,15.3,29.0,18.0,19.1
2011-10-22,19.1,11040.0,13.3,29.7,17.2,18.6
2011-10-23,17.8,14127.0,14.3,32.2,19.1,18.3
2011-10-24,18.5,14193.5,14.2,33.1,17.8,18.1
2011-10-25,19.2,14260.0,14.1,34.0,18.5,18.4
2011-10-26,20.8,13904.0,15.8,35.5,19.2,19.1
2011-10-27,20.9,16046.0,15.7,34.8,20.8,19.4
2011-10-28,22.5,13763.0,15.9,32.4,20.9,20.4
2011-10-29,21.4,12206.0,17.1,31.1,22.5,21.0
2011-10-30,19.8,14010.0,15.7,29.1,21.4,21.1
2011-10-31,20.6,13515.0,15.6,30.1,19.8,21.0
2011-11-01,21.3,13020.0,15.5,31.0,20.6,21.1
2011-11-02,19.8,11618.0,12.4,28.7,21.3,20.6
2011-11-03,19.0,12082.0,14.7,32.2,19.8,20.1
2011-11-04,19.6,13167.0,13.9,31.3,19.0,20.1
2011-11-05,18.5,13933.0,14.9,34.7,19.6,19.6
2011-11-06,20.3,12975.0,15.7,31.9,18.5,19.4
2011-11-07,18.6,15389.0,15.8,31.0,20.3,19.2
2011-11-08,17.0,17803.0,16.0,30.2,18.6,18.8
2011-11-09,18.4,19185.0,16.1,32.2,17.0,18.6
2011-11-10,17.9,17910.0,16.7,30.2,18.4,18.4
2011-11-11,19.8,14160.0,21.8,33.2,17.9,18.3
2011-11-12,18.2,13033.0,18.8,28.8,19.8,18.3
2011-11-13,19.0,13844.0,16.4,29.7,18.2,18.7
2011-11-14,19.9,14970.5,15.4,29.9,19.0,19.0
2011-11-15,20.7,16097.0,14.4,30.0,19.9,19.5
2011-11-16,18.3,15177.0,13.8,24.9,20.7,19.2
2011-11-17,17.4,13245.0,15.0,25.6,18.3,19.1
2011-11-18,16.8,12660.0,13.0,24.0,17.4,18.6
2011-11-19,18.8,12809.0,15.1,23.4,16.8,18.4
2011-11-20,17.3,11989.0,14.1,23.2,18.8,17.7
2011-11-21,18.8,12818.0,15.8,23.0,17.3,17.8
2011-11-22,20.3,13647.0,17.4,22.9,18.8,18.4
2011-11-23,20.0,12049.0,16.6,20.6,20.3,19.0
2011-11-24,21.4,14835.0,17.7,20.5,20.0,19.6
2011-11-25,19.2,15660.0,15.9,22.4,21.4,19.9
2011-11-26,22.8,11580.0,16.3,21.8,19.2,20.7
2011-11-27,21.8,12224.0,14.9,24.7,22.8,21.0
2011-11-28,20.2,14803.0,16.0,25.0,21.8,21.1
2011-11-29,18.6,17382.0,17.1,25.4,20.2,20.5
2011-11-30,20.8,11476.0,14.8,22.5,18.6,20.8
2011-12-01,20.1,10319.0,15.5,21.9,20.8,20.3
2011-12-02,21.2,8485.0,16.8,20.4,20.1,20.2
2011-12-03,20.4,10925.0,17.1,21.5,21.2,20.2
2011-12-04,20.5,12345.0,18.9,25.5,20.4,20.6
2011-12-05,20.4,12479.0,17.0,25.4,20.5,20.5
2011-12-06,20.4,12613.0,15.2,25.3,20.4,20.6
2011-12-07,20.8,13131.0,18.8,26.5,20.4,20.5
2011-12-08,22.2,15305.0,18.6,28.0,20.8,20.9
2011-12-09,19.4,17563.0,17.8,28.8,22.2,20.6
2011-12-10,21.8,11818.0,17.2,28.9,19.4,20.9
2011-12-11,21.5,11410.0,16.7,28.9,21.8,21.1
2011-12-12,21.6,12135.0,17.4,28.9,21.5,21.3
2011-12-13,21.8,12860.0,18.1,29.0,21.6,21.2
2011-12-14,21.0,10625.0,17.7,26.8,21.8,21.5
2011-12-15,19.8,10865.0,16.2,27.3,21.0,21.1
2011-12-16,20.9,11396.0,14.8,27.6,19.8,21.0
2011-12-17,20.7,11317.0,16.3,30.2,20.9,20.8
2011-12-18,20.8,13302.0,14.6,33.1,20.7,20.6
2011-12-19,20.9,13851.0,16.1,33.9,20.8,20.6
2011-12-20,21.0,14400.0,17.7,34.7,20.9,20.9
2011-12-21,21.6,11877.0,16.3,37.8,21.0,21.0
2011-12-22,20.3,11775.0,14.8,36.8,21.6,20.9
2011-12-23,20.8,9897.0,14.3,35.6,20.3,20.9
2011-12-24,18.4,18282.0,15.9,35.6,20.8,20.4
2011-12-25,17.8,20870.0,16.5,34.2,18.4,19.8
2011-12-26,18.8,18067.5,15.8,34.7,17.8,19.2
2011-12-27,19.7,15265.0,15.0,35.1,18.8,19.1
2011-12-28,20.1,10647.0,15.5,32.5,19.7,19.0
2011-12-29,19.9,10875.0,14.5,32.2,20.1,19.3
2011-12-30,18.0,11717.0,16.3,35.8,19.9,19.3
2011-12-31,21.9,10875.0,14.6,34.5,18.0,19.9
2012-01-01,21.9,9045.0,14.1,35.5,21.9,20.4
2012-01-02,22.3,11460.0,15.4,35.4,21.9,20.8
2012-01-03,22.7,13875.0,16.8,35.2,22.3,21.4
2012-01-04,22.0,11175.0,11.5,33.0,22.7,22.2
2012-01-05,21.2,9150.0,18.3,26.9,22.0,22.0
2012-01-06,20.5,8244.0,15.2,26.2,21.2,21.7
2012-01-07,20.6,12630.0,13.6,28.1,20.5,21.4
2012-01-08,23.8,11190.0,19.0,28.7,20.6,21.6
2012-01-09,23.1,13667.5,18.6,29.0,23.8,21.8
2012-01-10,22.4,16145.0,18.3,29.3,23.1,22.1
2012-01-11,20.1,12060.0,16.4,28.1,22.4,22.0
2012-01-12,21.1,8448.0,18.4,25.3,20.1,22.1
2012-01-13,21.1,10138.0,15.0,24.5,21.1,21.6
2012-01-14,21.0,10488.0,14.5,23.1,21.1,21.1
2012-01-15,19.8,10425.0,15.6,23.1,21.0,20.6
2012-01-16,19.0,13027.5,14.2,22.4,19.8,20.4
2012-01-17,18.1,15630.0,12.8,21.6,19.0,19.8
2012-01-18,15.6,14161.0,14.4,20.3,18.1,18.7
2012-01-19,17.0,11640.0,15.2,17.2,15.6,17.9
2012-01-20,18.4,12450.0,14.9,11.9,17.0,17.6
2012-01-21,20.1,10932.0,17.0,12.1,18.4,17.8
2012-01-22,21.1,5535.0,16.3,12.5,20.1,18.4
2012-01-23,20.2,7220.0,16.6,13.6,21.1,19.4
2012-01-24,19.4,8905.0,17.0,14.6,20.2,19.8
2012-01-25,18.6,10590.0,17.3,15.7,19.4,19.9
2012-01-26,17.7,12275.0,17.6,16.8,18.6,19.4
2012-01-27,16.9,13960.0,18.0,17.8,17.7,18.6
2012-01-28,16.0,15645.0,18.3,18.9,16.9,17.7
2012-01-29,21.7,11730.0,24.4,13.4,16.0,18.2
2012-01-30,19.8,14379.0,27.0,13.7,21.7,18.4
2012-01-31,20.3,13339.5,22.9,13.6,19.8,18.9
2012-02-01,20.8,12300.0,18.7,13.6,20.3,19.7
2012-02-02,17.9,11325.0,14.0,12.5,20.8,20.1
2012-02-03,19.0,8634.0,14.0,11.1,17.9,19.6
2012-02-04,18.1,11949.0,11.1,11.0,19.0,19.2
2012-02-05,20.6,12510.0,15.6,13.1,18.1,19.3
2012-02-06,21.9,13665.0,20.5,20.0,20.6,19.5
2012-02-07,21.5,14015.0,20.8,20.2,21.9,20.2
2012-02-08,21.0,14365.0,21.0,20.3,21.5,20.6
2012-02-09,20.6,14715.0,21.3,20.5,21.0,21.1
2012-02-10,18.5,11713.0,21.0,17.7,20.6,20.7
2012-02-11,20.8,11412.0,18.9,13.4,18.5,20.5
2012-02-12,21.5,12915.0,17.3,14.2,20.8,20.5
2012-02-13,21.2,12337.5,16.6,15.7,21.5,20.5
2012-02-14,21.0,11760.0,15.8,17.1,21.2,20.6
2012-02-15,21.4,12091.0,14.7,16.6,21.0,21.2
2012-02-16,18.3,11267.0,13.5,13.6,21.4,20.7
2012-02-17,21.1,9045.0,18.2,18.1,18.3,20.6
2012-02-18,20.6,11819.0,17.1,17.9,21.1,20.5
2012-02-19,21.3,12565.0,19.4,18.4,20.6,20.5
2012-02-20,22.4,14912.5,18.9,18.9,21.3,20.7
2012-02-21,23.4,17260.0,18.4,19.4,22.4,21.8
2012-02-22,24.5,12192.0,23.3,26.4,23.4,22.4
2012-02-23,24.3,14499.0,24.7,23.7,24.5,23.2
2012-02-24,24.9,8595.0,23.9,19.5,24.3,23.9
2012-02-25,24.8,9909.0,20.4,19.8,24.9,24.4
2012-02-26,23.5,10368.0,19.5,16.7,24.8,24.4
2012-02-27,24.5,10177.5,19.6,18.0,23.5,24.4
2012-02-28,25.5,9987.0,19.6,19.3,24.5,24.6
2012-02-29,26.1,9762.0,24.3,20.5,25.5,24.9
2012-03-01,26.6,9147.0,22.1,23.3,26.1,25.2
2012-03-02,29.0,9780.0,21.2,26.8,26.6,26.3
2012-03-03,31.3,8772.0,20.5,27.4,29.0,27.7
2012-03-04,31.0,9922.0,22.0,30.9,31.3,28.8
2012-03-05,31.1,11370.5,21.3,30.5,31.0,29.8
2012-03-06,31.3,12819.0,20.6,30.1,31.1,30.7
2012-03-07,28.7,17462.0,21.6,29.8,31.3,30.7
2012-03-08,31.5,11136.0,20.4,27.5,28.7,30.7
2012-03-09,30.4,9147.0,19.3,21.9,31.5,30.6
