日期,市場,產品,上價,中價,下價,平均價(元/公斤),價格跟前一交易日比較%,交易量(公斤),交易量跟前一交易日比較%
105/04/13,241 三重區,P1 番石榴 珍珠芭 ,21.4,12.8,9.5,13.9, -  5,84019, + 17
105/04/13,600 嘉義市,P1 番石榴 珍珠芭 ,19.0,12.0,10.0,12.0, -  8,4000, -  5
105/04/13,104 台北二,P1 番石榴 珍珠芭 ,22.3,15.8,10.5,16.0, -  7,53660, + 23
105/04/13,800 高雄市,P1 番石榴 珍珠芭 ,21.1,16.9,10.0,16.3, - 18,1106, - 87
105/04/13,830 鳳山區,P1 番石榴 珍珠芭 ,25.0,19.0,13.0,19.0, +  9,13260, -  4
105/04/13,260 宜蘭市,P1 番石榴 珍珠芭 ,23.0,15.0,8.0,13.0, +  8,3560, -  9
105/04/13,338 桃　農,P1 番石榴 珍珠芭 ,13.0,12.8,12.0,12.8, - 28,350, - 22
105/04/13,420 豐原區,P1 番石榴 珍珠芭 ,16.3,11.9,10.0,12.4, - 13,14125, + 59
105/04/14,241 三重區,P1 番石榴 珍珠芭 ,20.1,12.7,9.4,13.5, -  3,86649, +  3
105/04/14,830 鳳山區,P1 番石榴 珍珠芭 ,20.0,16.8,15.0,16.8, - 12,7840, - 41
105/04/14,930 台東市,P1 番石榴 珍珠芭 ,29.0,20.0,13.0,18.6,    0,650, + 27
105/04/14,400 台中市,P1 番石榴 珍珠芭 ,20.4,12.8,6.3,14.6, -  4,57687, +  5
105/04/14,109 台北一,P1 番石榴 珍珠芭 ,19.5,14.2,7.1,13.8, - 17,73069, + 18
105/04/14,338 桃　農,P1 番石榴 珍珠芭 ,16.3,13.4,11.0,13.4, +  5,968, +177
105/04/14,800 高雄市,P1 番石榴 珍珠芭 ,18.7,14.5,10.1,14.5, - 11,2764, +150
105/04/14,420 豐原區,P1 番石榴 珍珠芭 ,18.9,13.8,10.0,14.0, + 13,9545, - 32
105/04/14,600 嘉義市,P1 番石榴 珍珠芭 ,19.0,12.0,10.0,12.0,    0,3600, - 10
105/04/14,104 台北二,P1 番石榴 珍珠芭 ,21.0,14.2,9.6,14.6, -  9,52588, -  2
105/04/14,260 宜蘭市,P1 番石榴 珍珠芭 ,20.0,15.0,8.0,13.0,    0,3420, -  4
105/04/15,241 三重區,P1 番石榴 珍珠芭 ,20.0,12.7,9.4,13.5,    0,67745, - 22
105/04/15,830 鳳山區,P1 番石榴 珍珠芭 ,17.1,14.7,13.0,14.7, - 13,9010, + 15
105/04/15,109 台北一,P1 番石榴 珍珠芭 ,20.7,16.2,7.8,15.4, + 12,56456, - 23
105/04/15,338 桃　農,P1 番石榴 珍珠芭 ,20.0,16.9,12.7,16.9, + 26,552, - 43
105/04/15,420 豐原區,P1 番石榴 珍珠芭 ,18.7,13.4,12.0,14.2, +  1,5825, - 39
105/04/15,104 台北二,P1 番石榴 珍珠芭 ,21.8,15.9,11.0,16.1, + 10,45221, - 14
105/04/15,400 台中市,P1 番石榴 珍珠芭 ,17.4,12.2,5.8,12.8, - 12,37138, - 36
105/04/15,800 高雄市,P1 番石榴 珍珠芭 ,28.2,17.9,9.2,18.2, + 26,2321, - 16
105/04/15,260 宜蘭市,P1 番石榴 珍珠芭 ,20.0,15.0,8.0,13.0,    0,3630, +  6
105/04/15,600 嘉義市,P1 番石榴 珍珠芭 ,20.0,12.0,8.0,12.0,    0,3800, +  6
105/04/15,930 台東市,P1 番石榴 珍珠芭 ,29.0,20.0,13.0,18.6,    0,670, +  3
105/04/16,420 豐原區,P1 番石榴 珍珠芭 ,16.8,10.4,6.0,10.8, - 24,19795, +240
105/04/16,800 高雄市,P1 番石榴 珍珠芭 ,19.7,14.4,10.0,14.6, - 20,3020, + 30
105/04/16,241 三重區,P1 番石榴 珍珠芭 ,23.1,14.1,9.8,15.0, + 11,64822, -  4
105/04/16,830 鳳山區,P1 番石榴 珍珠芭 ,17.1,14.7,13.0,14.7,    0,9010,    0
105/04/16,104 台北二,P1 番石榴 珍珠芭 ,25.3,19.9,14.0,19.8, + 23,40787, - 10
105/04/16,109 台北一,P1 番石榴 珍珠芭 ,25.8,19.3,9.4,18.6, + 21,61682, +  9
105/04/16,338 桃　農,P1 番石榴 珍珠芭 ,20.0,17.9,15.0,17.9, +  6,454, - 18
105/04/16,400 台中市,P1 番石榴 珍珠芭 ,17.9,12.6,8.0,13.4, +  5,57106, + 54
105/04/16,600 嘉義市,P1 番石榴 珍珠芭 ,19.0,12.0,10.0,12.0,    0,4200, + 11
105/04/16,260 宜蘭市,P1 番石榴 珍珠芭 ,25.0,15.0,8.0,13.0,    0,3980, + 10
105/04/16,930 台東市,P1 番石榴 珍珠芭 ,27.0,18.0,11.0,17.4, -  6,940, + 40
105/04/17,338 桃　農,P1 番石榴 珍珠芭 ,15.0,13.3,11.0,13.3, - 26,422, -  7
105/04/17,400 台中市,P1 番石榴 珍珠芭 ,24.0,13.6,7.7,13.5, +  1,44382, - 22
105/04/17,241 三重區,P1 番石榴 珍珠芭 ,24.5,15.7,10.4,16.4, +  9,92923, + 43
105/04/17,109 台北一,P1 番石榴 珍珠芭 ,24.8,20.5,12.2,19.7, +  6,87547, + 42
105/04/17,260 宜蘭市,P1 番石榴 珍珠芭 ,25.0,15.0,8.0,12.0, -  8,3640, -  9
105/04/17,600 嘉義市,P1 番石榴 珍珠芭 ,19.0,12.0,10.0,12.0,    0,4000, -  5
105/04/17,800 高雄市,P1 番石榴 珍珠芭 ,20.0,15.0,10.0,15.0, +  3,1128, - 63
105/04/17,930 台東市,P1 番石榴 珍珠芭 ,21.0,18.0,11.0,16.4, -  6,730, - 22
105/04/17,104 台北二,P1 番石榴 珍珠芭 ,22.0,18.4,13.7,18.2, -  8,65027, + 59
105/04/17,420 豐原區,P1 番石榴 珍珠芭 ,14.8,11.2,10.0,11.7, +  8,6878, - 65
105/04/17,830 鳳山區,P1 番石榴 珍珠芭 ,17.1,13.3,9.0,13.3, - 10,20280, +125
105/04/18,600 嘉義市,P1 番石榴 珍珠芭 ,19.0,12.0,8.0,12.0,    0,4400, + 10
105/04/19,400 台中市,P1 番石榴 珍珠芭 ,20.9,14.3,8.0,15.3, + 13,65005, + 46
105/04/19,600 嘉義市,P1 番石榴 珍珠芭 ,18.0,12.0,8.0,12.0,    0,4500, +  2
105/04/19,104 台北二,P1 番石榴 珍珠芭 ,23.7,18.9,13.4,18.8, +  3,50811, - 22
105/04/19,930 台東市,P1 番石榴 珍珠芭 ,21.0,18.0,11.0,16.4,    0,860, + 18
105/04/19,338 桃　農,P1 番石榴 珍珠芭 ,16.5,13.3,11.0,13.3,    0,585, + 39
105/04/19,260 宜蘭市,P1 番石榴 珍珠芭 ,25.0,15.0,8.0,12.0,    0,3740, +  3
105/04/19,830 鳳山區,P1 番石榴 珍珠芭 ,17.1,13.0,10.0,13.0, -  2,10170, - 50
105/04/19,800 高雄市,P1 番石榴 珍珠芭 ,21.0,14.9,10.0,15.1, +  1,7597, +573
105/04/19,420 豐原區,P1 番石榴 珍珠芭 ,21.1,13.0,10.0,14.0, + 20,5482, - 20
105/04/19,241 三重區,P1 番石榴 珍珠芭 ,23.9,16.0,12.2,16.8, +  2,85145, -  8
105/04/19,109 台北一,P1 番石榴 珍珠芭 ,23.9,19.0,10.9,18.3, -  7,93262, +  7
105/04/20,109 台北一,P1 番石榴 珍珠芭 ,22.0,17.2,9.0,16.5, - 10,82587, - 11
105/04/20,830 鳳山區,P1 番石榴 珍珠芭 ,19.0,12.3,9.0,12.3, -  5,18950, + 86
105/04/20,400 台中市,P1 番石榴 珍珠芭 ,21.1,14.4,8.2,15.5, +  1,51292, - 21
105/04/20,241 三重區,P1 番石榴 珍珠芭 ,23.8,15.8,11.7,16.6, -  1,84187, -  1
105/04/20,260 宜蘭市,P1 番石榴 珍珠芭 ,25.0,15.0,8.0,12.0,    0,3920, +  5
105/04/20,420 豐原區,P1 番石榴 珍珠芭 ,23.9,14.6,10.0,15.5, + 11,7238, + 32
105/04/20,930 台東市,P1 番石榴 珍珠芭 ,23.0,18.0,11.0,17.3, +  5,960, + 12
105/04/20,104 台北二,P1 番石榴 珍珠芭 ,25.0,20.6,15.8,20.6, + 10,50252, -  1
105/04/20,800 高雄市,P1 番石榴 珍珠芭 ,22.7,17.7,14.9,18.2, + 21,2272, - 70
105/04/20,338 桃　農,P1 番石榴 珍珠芭 ,15.0,10.8,8.0,10.8, - 19,521, - 11
105/04/20,600 嘉義市,P1 番石榴 珍珠芭 ,19.0,12.0,8.0,12.0,    0,4600, +  2
105/04/21,400 台中市,P1 番石榴 珍珠芭 ,21.1,14.5,8.0,15.6, +  1,48601, -  5
105/04/21,930 台東市,P1 番石榴 珍珠芭 ,23.0,18.0,11.0,17.3,    0,960,    0
105/04/21,830 鳳山區,P1 番石榴 珍珠芭 ,19.4,16.7,15.0,16.7, + 36,11390, - 40
105/04/21,241 三重區,P1 番石榴 珍珠芭 ,22.7,15.1,11.8,15.9, -  4,92644, + 10
105/04/21,420 豐原區,P1 番石榴 珍珠芭 ,17.4,13.7,12.0,14.1, -  9,7515, +  4
105/04/21,600 嘉義市,P1 番石榴 珍珠芭 ,18.0,12.0,8.0,12.0,    0,4000, - 13
105/04/21,338 桃　農,P1 番石榴 珍珠芭 ,13.0,11.1,7.0,11.1, +  3,443, - 15
105/04/21,109 台北一,P1 番石榴 珍珠芭 ,20.6,15.6,9.0,15.3, -  7,71913, - 13
105/04/21,104 台北二,P1 番石榴 珍珠芭 ,24.8,19.9,15.4,20.0, -  3,48975, -  3
105/04/21,800 高雄市,P1 番石榴 珍珠芭 ,21.5,16.1,11.0,16.2, - 11,3139, + 38
105/04/21,260 宜蘭市,P1 番石榴 珍珠芭 ,20.0,15.0,8.0,13.0, +  8,4150, +  6
105/04/22,930 台東市,P1 番石榴 珍珠芭 ,23.0,16.0,10.0,15.5, - 10,730, - 24
105/04/22,109 台北一,P1 番石榴 珍珠芭 ,19.7,15.7,9.3,15.2, -  1,76411, +  6
105/04/22,260 宜蘭市,P1 番石榴 珍珠芭 ,20.0,15.0,8.0,13.0,    0,3760, -  9
105/04/22,420 豐原區,P1 番石榴 珍珠芭 ,25.9,18.8,12.0,18.9, + 34,5869, - 22
105/04/22,104 台北二,P1 番石榴 珍珠芭 ,22.9,18.1,12.5,18.0, - 10,53227, +  9
105/04/22,338 桃　農,P1 番石榴 珍珠芭 ,17.0,17.0,17.0,17.0, + 53,250, - 44
105/04/22,400 台中市,P1 番石榴 珍珠芭 ,20.8,14.1,7.8,15.3, -  2,48041, -  1
105/04/22,800 高雄市,P1 番石榴 珍珠芭 ,23.5,16.1,11.1,16.6, +  2,1813, - 42
105/04/22,830 鳳山區,P1 番石榴 珍珠芭 ,19.0,14.5,12.0,14.5, - 13,9110, - 20
105/04/22,241 三重區,P1 番石榴 珍珠芭 ,21.8,14.2,10.7,15.0, -  6,90524, -  2
105/04/23,420 豐原區,P1 番石榴 珍珠芭 ,16.4,12.0,10.0,12.5, - 34,7860, + 34
105/04/23,400 台中市,P1 番石榴 珍珠芭 ,20.9,14.0,8.6,15.4, +  1,61095, + 27
105/04/23,930 台東市,P1 番石榴 珍珠芭 ,23.0,16.0,10.0,15.9, +  3,840, + 15
105/04/23,241 三重區,P1 番石榴 珍珠芭 ,21.4,14.6,11.6,15.4, +  3,79489, - 12
105/04/23,600 嘉義市,P1 番石榴 珍珠芭 ,20.0,13.0,8.0,13.0, +  8,4200, +  5
105/04/23,338 桃　農,P1 番石榴 珍珠芭 ,15.5,13.3,10.5,13.3, - 22,474, + 90
105/04/23,260 宜蘭市,P1 番石榴 珍珠芭 ,20.0,15.0,8.0,13.0,    0,4080, +  9
105/04/23,109 台北一,P1 番石榴 珍珠芭 ,22.3,17.6,9.8,17.0, + 12,75854, -  1
105/04/23,800 高雄市,P1 番石榴 珍珠芭 ,22.2,16.0,11.9,16.4, -  1,3336, + 84
105/04/23,104 台北二,P1 番石榴 珍珠芭 ,23.3,18.1,12.9,18.1, +  1,51356, -  4
105/04/24,400 台中市,P1 番石榴 珍珠芭 ,24.4,15.3,7.2,15.1, -  2,56288, -  8
105/04/24,600 嘉義市,P1 番石榴 珍珠芭 ,20.0,12.0,8.0,12.0, -  8,3200, - 24
105/04/24,420 豐原區,P1 番石榴 珍珠芭 ,15.1,10.3,10.0,11.2, - 10,10525, + 34
105/04/24,104 台北二,P1 番石榴 珍珠芭 ,22.6,17.2,12.7,17.4, -  4,63782, + 24
105/04/24,930 台東市,P1 番石榴 珍珠芭 ,23.0,16.0,10.0,15.9,    0,620, - 26
105/04/24,241 三重區,P1 番石榴 珍珠芭 ,21.3,15.0,11.5,15.6, +  1,92821, + 17
105/04/24,830 鳳山區,P1 番石榴 珍珠芭 ,18.0,14.3,12.0,14.3, -  1,9220, +  1
105/04/24,800 高雄市,P1 番石榴 珍珠芭 ,25.0,20.3,14.0,20.0, + 22,745, - 78
105/04/24,109 台北一,P1 番石榴 珍珠芭 ,24.5,18.8,11.1,18.4, +  8,78284, +  3
105/04/24,338 桃　農,P1 番石榴 珍珠芭 ,18.0,14.8,10.6,14.8, + 11,1089, +130
105/04/24,260 宜蘭市,P1 番石榴 珍珠芭 ,27.0,17.0,8.0,15.0, + 15,3560, - 13
105/04/25,600 嘉義市,P1 番石榴 珍珠芭 ,20.0,12.0,8.0,12.0,    0,3800, + 19
105/04/26,600 嘉義市,P1 番石榴 珍珠芭 ,20.0,12.0,8.0,12.0,    0,4000, +  5
105/04/26,338 桃　農,P1 番石榴 珍珠芭 ,19.5,15.3,11.5,15.3, +  3,804, - 26
105/04/26,400 台中市,P1 番石榴 珍珠芭 ,20.8,14.0,9.3,15.1,    0,48453, - 14
105/04/26,930 台東市,P1 番石榴 珍珠芭 ,23.0,16.0,10.0,15.8, -  1,840, + 35
105/04/26,104 台北二,P1 番石榴 珍珠芭 ,25.6,20.2,14.9,20.2, + 16,45201, - 29
105/04/26,830 鳳山區,P1 番石榴 珍珠芭 ,18.0,14.3,12.0,14.3,    0,9220,    0
105/04/26,109 台北一,P1 番石榴 珍珠芭 ,27.0,21.6,13.0,20.9, + 14,66788, - 15
105/04/26,800 高雄市,P1 番石榴 珍珠芭 ,24.0,17.5,12.2,17.8, - 11,4154, +458
105/04/26,241 三重區,P1 番石榴 珍珠芭 ,22.1,15.7,12.2,16.3, +  4,72809, - 22
105/04/26,420 豐原區,P1 番石榴 珍珠芭 ,25.0,20.3,15.7,20.3, + 82,3911, - 63
105/04/26,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,17.0,10.0,15.0,    0,3760, +  6
105/04/27,241 三重區,P1 番石榴 珍珠芭 ,24.2,16.1,12.0,16.9, +  4,64030, - 12
105/04/27,600 嘉義市,P1 番石榴 珍珠芭 ,20.0,12.0,8.0,12.0,    0,3300, - 18
105/04/27,930 台東市,P1 番石榴 珍珠芭 ,23.0,16.0,10.0,15.8,    0,1050, + 25
105/04/27,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,17.0,10.0,15.0,    0,3700, -  2
105/04/27,109 台北一,P1 番石榴 珍珠芭 ,23.9,18.8,10.8,18.2, - 13,71437, +  7
105/04/27,800 高雄市,P1 番石榴 珍珠芭 ,22.5,16.1,13.0,16.7, -  6,1604, - 61
105/04/27,420 豐原區,P1 番石榴 珍珠芭 ,20.0,16.1,12.0,16.1, - 21,5165, + 32
105/04/27,338 桃　農,P1 番石榴 珍珠芭 ,18.3,14.7,10.7,14.7, -  4,838, +  4
105/04/27,400 台中市,P1 番石榴 珍珠芭 ,21.1,15.0,9.2,15.3, +  1,44842, -  7
105/04/27,830 鳳山區,P1 番石榴 珍珠芭 ,18.0,14.8,13.0,14.8, +  3,8900, -  3
105/04/27,104 台北二,P1 番石榴 珍珠芭 ,24.7,19.5,15.1,19.7, -  2,42823, -  5
105/04/28,109 台北一,P1 番石榴 珍珠芭 ,24.8,19.0,10.2,18.4, +  1,62083, - 13
105/04/28,830 鳳山區,P1 番石榴 珍珠芭 ,18.0,14.8,13.0,14.8,    0,8900,    0
105/04/28,241 三重區,P1 番石榴 珍珠芭 ,23.6,16.1,11.7,16.7, -  1,63067, -  2
105/04/28,800 高雄市,P1 番石榴 珍珠芭 ,20.5,15.4,14.8,16.3, -  2,1868, + 16
105/04/28,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,17.0,10.0,15.0,    0,3680, -  1
105/04/28,420 豐原區,P1 番石榴 珍珠芭 ,15.2,12.2,10.0,12.4, - 23,10190, + 97
105/04/28,600 嘉義市,P1 番石榴 珍珠芭 ,19.0,12.0,8.0,12.0,    0,4500, + 36
105/04/28,104 台北二,P1 番石榴 珍珠芭 ,26.1,19.4,13.0,19.5, -  1,41149, -  4
105/04/28,338 桃　農,P1 番石榴 珍珠芭 ,16.5,14.4,11.0,14.4, -  2,380, - 55
105/04/28,930 台東市,P1 番石榴 珍珠芭 ,21.0,16.0,10.0,16.3, +  3,810, - 23
105/04/28,400 台中市,P1 番石榴 珍珠芭 ,21.4,14.9,9.1,15.6, +  2,40987, -  9
105/04/29,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,17.0,10.0,15.0,    0,3550, -  4
105/04/29,420 豐原區,P1 番石榴 珍珠芭 ,16.4,12.0,12.0,12.9, +  4,13030, + 28
105/04/29,800 高雄市,P1 番石榴 珍珠芭 ,20.0,14.3,10.0,14.6, - 10,5662, +203
105/04/29,930 台東市,P1 番石榴 珍珠芭 ,21.0,16.0,10.0,15.3, -  6,830, +  2
105/04/29,400 台中市,P1 番石榴 珍珠芭 ,21.0,15.3,7.1,15.7, +  1,42909, +  5
105/04/29,104 台北二,P1 番石榴 珍珠芭 ,27.0,20.6,14.9,20.8, +  7,39413, -  4
105/04/29,338 桃　農,P1 番石榴 珍珠芭 ,18.7,15.8,12.7,15.8, + 10,500, + 32
105/04/29,241 三重區,P1 番石榴 珍珠芭 ,24.7,15.8,11.5,16.7,    0,72848, + 16
105/04/29,109 台北一,P1 番石榴 珍珠芭 ,26.4,20.2,11.9,19.8, +  8,60207, -  3
105/04/29,600 嘉義市,P1 番石榴 珍珠芭 ,20.0,12.0,8.0,12.0,    0,5000, + 11
105/04/29,830 鳳山區,P1 番石榴 珍珠芭 ,18.0,14.8,13.0,14.8,    0,8920, +  0
105/04/30,260 宜蘭市,P1 番石榴 珍珠芭 ,30.0,16.0,10.0,15.0,    0,3820, +  8
105/04/30,930 台東市,P1 番石榴 珍珠芭 ,21.0,16.0,10.0,15.3,    0,940, + 13
105/04/30,338 桃　農,P1 番石榴 珍珠芭 ,17.0,12.1,9.0,12.1, - 23,415, - 17
105/04/30,109 台北一,P1 番石榴 珍珠芭 ,30.4,22.3,11.7,21.8, + 10,57646, -  4
105/04/30,800 高雄市,P1 番石榴 珍珠芭 ,22.5,16.2,11.5,16.5, + 13,3572, - 37
105/04/30,241 三重區,P1 番石榴 珍珠芭 ,28.8,17.8,13.7,19.2, + 15,76060, +  4
105/04/30,600 嘉義市,P1 番石榴 珍珠芭 ,19.0,12.0,8.0,12.0,    0,4200, - 16
105/04/30,104 台北二,P1 番石榴 珍珠芭 ,33.1,27.1,17.6,26.4, + 27,35349, - 10
105/04/30,420 豐原區,P1 番石榴 珍珠芭 ,13.1,10.3,10.0,10.8, - 16,50795, +290
105/04/30,830 鳳山區,P1 番石榴 珍珠芭 ,20.0,13.8,10.0,13.8, -  7,12630, + 42
105/04/30,400 台中市,P1 番石榴 珍珠芭 ,24.7,15.1,8.4,15.8, +  1,52567, + 23
105/05/01,830 鳳山區,P1 番石榴 珍珠芭 ,17.1,14.1,12.0,14.1, +  2,9330, - 26
105/05/01,600 嘉義市,P1 番石榴 珍珠芭 ,19.0,12.0,9.0,12.0,    0,3800, - 10
105/05/01,338 桃　農,P1 番石榴 珍珠芭 ,16.3,14.0,11.3,14.0, + 16,291, - 30
105/05/01,109 台北一,P1 番石榴 珍珠芭 ,26.9,21.2,13.6,20.8, -  5,64639, + 12
105/05/01,400 台中市,P1 番石榴 珍珠芭 ,21.8,15.2,8.3,15.3, -  3,37688, - 28
105/05/01,930 台東市,P1 番石榴 珍珠芭 ,26.0,19.0,13.0,18.5, + 21,820, - 13
105/05/01,241 三重區,P1 番石榴 珍珠芭 ,29.3,19.5,16.2,20.8, +  8,77596, +  2
105/05/01,104 台北二,P1 番石榴 珍珠芭 ,34.8,28.6,21.4,28.4, +  8,35171, -  1
105/05/01,260 宜蘭市,P1 番石榴 珍珠芭 ,32.0,18.0,10.0,15.0,    0,4250, + 11
105/05/01,420 豐原區,P1 番石榴 珍珠芭 ,25.0,17.0,15.0,18.2, + 69,3459, - 93
105/05/01,800 高雄市,P1 番石榴 珍珠芭 ,25.0,19.5,15.0,19.7, + 19,790, - 78
105/05/02,600 嘉義市,P1 番石榴 珍珠芭 ,21.0,12.0,8.0,12.0,    0,3000, - 21
105/05/03,260 宜蘭市,P1 番石榴 珍珠芭 ,35.0,18.0,10.0,15.0,    0,4460, +  5
105/05/03,600 嘉義市,P1 番石榴 珍珠芭 ,21.0,12.0,8.0,12.0,    0,2700, - 10
105/05/03,420 豐原區,P1 番石榴 珍珠芭 ,16.5,13.3,12.0,13.7, - 25,8235, +138
105/05/03,109 台北一,P1 番石榴 珍珠芭 ,30.5,23.4,12.2,22.6, +  9,54864, - 15
105/05/03,830 鳳山區,P1 番石榴 珍珠芭 ,19.1,15.3,13.0,15.3, +  9,4310, - 54
105/05/03,104 台北二,P1 番石榴 珍珠芭 ,34.4,28.4,19.5,27.8, -  2,40419, + 15
105/05/03,338 桃　農,P1 番石榴 珍珠芭 ,16.7,13.3,8.0,13.3, -  5,487, + 67
105/05/03,800 高雄市,P1 番石榴 珍珠芭 ,23.1,17.2,12.0,17.4, - 12,2868, +263
105/05/03,930 台東市,P1 番石榴 珍珠芭 ,26.0,19.0,13.0,18.5,    0,930, + 13
105/05/03,400 台中市,P1 番石榴 珍珠芭 ,22.0,16.2,8.9,15.9, +  4,46277, + 23
105/05/03,241 三重區,P1 番石榴 珍珠芭 ,28.9,20.6,17.6,21.7, +  4,65955, - 15
105/05/04,830 鳳山區,P1 番石榴 珍珠芭 ,19.1,15.3,13.0,15.3,    0,4310,    0
105/05/04,420 豐原區,P1 番石榴 珍珠芭 ,17.9,13.6,12.0,14.1, +  3,7310, - 11
105/05/04,260 宜蘭市,P1 番石榴 珍珠芭 ,37.0,28.0,12.0,30.0, +100,4020, - 10
105/05/04,600 嘉義市,P1 番石榴 珍珠芭 ,22.0,13.0,8.0,13.0, +  8,2500, -  7
105/05/04,104 台北二,P1 番石榴 珍珠芭 ,34.3,27.0,19.2,26.9, -  3,33963, - 16
105/05/04,241 三重區,P1 番石榴 珍珠芭 ,31.6,21.3,17.4,22.6, +  4,58955, - 11
105/05/04,800 高雄市,P1 番石榴 珍珠芭 ,25.9,17.4,15.0,18.6, +  7,1152, - 60
105/05/04,338 桃　農,P1 番石榴 珍珠芭 ,18.0,15.2,11.7,15.2, + 14,296, - 39
105/05/04,400 台中市,P1 番石榴 珍珠芭 ,22.5,15.8,8.3,16.2, +  2,37364, - 19
105/05/04,930 台東市,P1 番石榴 珍珠芭 ,25.0,19.0,13.0,18.5,    0,740, - 20
105/05/04,109 台北一,P1 番石榴 珍珠芭 ,37.1,31.0,16.2,29.2, + 29,40401, - 26
105/05/05,830 鳳山區,P1 番石榴 珍珠芭 ,18.0,14.8,13.0,14.8, -  3,8900, +106
105/05/05,109 台北一,P1 番石榴 珍珠芭 ,36.5,30.4,18.5,29.3, +  0,50253, + 24
105/05/05,338 桃　農,P1 番石榴 珍珠芭 ,20.0,19.2,16.0,19.2, + 26,240, - 19
105/05/05,420 豐原區,P1 番石榴 珍珠芭 ,16.9,15.0,12.0,14.8, +  5,5240, - 28
105/05/05,104 台北二,P1 番石榴 珍珠芭 ,35.9,28.8,19.6,28.4, +  6,34798, +  2
105/05/05,930 台東市,P1 番石榴 珍珠芭 ,25.0,19.0,13.0,17.6, -  5,810, +  9
105/05/05,600 嘉義市,P1 番石榴 珍珠芭 ,22.0,13.0,8.0,13.0,    0,2500,    0
105/05/05,260 宜蘭市,P1 番石榴 珍珠芭 ,37.0,28.0,12.0,30.0,    0,3460, - 14
105/05/05,800 高雄市,P1 番石榴 珍珠芭 ,24.1,17.9,13.6,18.3, -  2,2173, + 89
105/05/05,400 台中市,P1 番石榴 珍珠芭 ,25.1,19.1,12.0,19.7, + 22,43588, + 17
105/05/05,241 三重區,P1 番石榴 珍珠芭 ,35.6,22.9,18.2,24.5, +  8,59367, +  1
105/05/06,800 高雄市,P1 番石榴 珍珠芭 ,25.0,19.1,15.0,19.5, +  7,1385, - 36
105/05/06,420 豐原區,P1 番石榴 珍珠芭 ,26.4,22.4,20.0,22.7, + 54,2269, - 57
105/05/06,104 台北二,P1 番石榴 珍珠芭 ,37.5,30.0,19.5,29.4, +  4,33812, -  3
105/05/06,400 台中市,P1 番石榴 珍珠芭 ,26.2,20.8,13.2,20.6, +  5,28329, - 35
105/05/06,930 台東市,P1 番石榴 珍珠芭 ,25.0,19.0,13.0,17.5, -  1,920, + 14
105/05/06,241 三重區,P1 番石榴 珍珠芭 ,35.5,23.7,19.8,25.2, +  3,57622, -  3
105/05/06,600 嘉義市,P1 番石榴 珍珠芭 ,24.0,15.0,8.0,15.0, + 15,2000, - 20
105/05/06,830 鳳山區,P1 番石榴 珍珠芭 ,19.1,15.0,13.0,15.0, +  1,8800, -  1
105/05/06,109 台北一,P1 番石榴 珍珠芭 ,39.1,28.5,16.5,28.2, -  4,45307, - 10
105/05/06,260 宜蘭市,P1 番石榴 珍珠芭 ,37.0,28.0,12.0,30.0,    0,3580, +  3
105/05/07,104 台北二,P1 番石榴 珍珠芭 ,41.1,31.8,20.8,31.5, +  7,36500, +  8
105/05/07,930 台東市,P1 番石榴 珍珠芭 ,25.0,19.0,13.0,18.4, +  5,840, -  9
105/05/07,260 宜蘭市,P1 番石榴 珍珠芭 ,40.0,28.0,12.0,30.0,    0,3890, +  9
105/05/07,338 桃　農,P1 番石榴 珍珠芭 ,23.0,21.4,18.0,21.4,  -  ,240,  -  
105/05/07,109 台北一,P1 番石榴 珍珠芭 ,43.1,32.8,16.4,31.5, + 12,50614, + 12
105/05/07,800 高雄市,P1 番石榴 珍珠芭 ,31.2,18.6,14.3,20.2, +  4,1840, + 33
105/05/07,420 豐原區,P1 番石榴 珍珠芭 ,22.8,17.3,15.0,17.9, - 21,4566, +101
105/05/07,241 三重區,P1 番石榴 珍珠芭 ,36.4,25.0,20.4,26.4, +  5,63973, + 11
105/05/07,830 鳳山區,P1 番石榴 珍珠芭 ,19.1,15.0,13.0,15.0,    0,4400, - 50
105/05/07,400 台中市,P1 番石榴 珍珠芭 ,25.2,19.2,12.4,19.7, -  4,42066, + 48
105/05/07,600 嘉義市,P1 番石榴 珍珠芭 ,25.0,17.0,8.0,17.0, + 13,1100, - 45
105/05/08,260 宜蘭市,P1 番石榴 珍珠芭 ,45.0,28.0,12.0,30.0,    0,3560, -  8
105/05/08,400 台中市,P1 番石榴 珍珠芭 ,30.4,21.7,13.2,20.7, +  5,34891, - 17
105/05/08,800 高雄市,P1 番石榴 珍珠芭 ,25.0,19.4,18.0,20.3, +  0,960, - 48
105/05/08,104 台北二,P1 番石榴 珍珠芭 ,39.4,30.7,19.1,30.1, -  4,35247, -  3
105/05/08,420 豐原區,P1 番石榴 珍珠芭 ,24.7,16.6,12.0,17.3, -  4,4042, - 11
105/05/08,109 台北一,P1 番石榴 珍珠芭 ,42.3,31.5,16.9,30.7, -  3,52888, +  4
105/05/08,338 桃　農,P1 番石榴 珍珠芭 ,18.0,18.0,18.0,18.0, - 16,216, - 10
