日期,市場,產品,上價,中價,下價,平均價(元/公斤),價格跟前一交易日比較%,交易量(公斤),交易量跟前一交易日比較%
100/02/14,600 嘉義市,P1 番石榴 珍珠芭 ,28.0,15.0,8.0,15.0, - 12,660, -  8
100/02/14,800 高雄市,P1 番石榴 珍珠芭 ,30.0,30.0,20.1,28.0, +  7,332, - 70
100/02/15,930 台東市,P1 番石榴 珍珠芭 ,35.0,30.0,20.0,30.3, -   ,284, + 25
100/02/15,104 台北二,P1 番石榴 珍珠芭 ,34.9,23.3,14.1,23.7, + 10,16109, - 12
100/02/15,800 高雄市,P1 番石榴 珍珠芭 ,34.1,24.1,20.0,25.3, - 10,807, +143
100/02/15,241 三重區,P1 番石榴 珍珠芭 ,32.0,17.4,12.0,19.2, + 22,27027, - 26
100/02/15,400 台中市,P1 番石榴 珍珠芭 ,27.7,14.2,8.3,16.0, + 27,21791, - 22
100/02/15,600 嘉義市,P1 番石榴 珍珠芭 ,27.0,16.0,10.0,16.0, +  7,840, + 27
100/02/15,109 台北一,P1 番石榴 珍珠芭 ,33.9,20.6,11.9,21.5, -  5,40687, + 16
100/02/16,241 三重區,P1 番石榴 珍珠芭 ,29.3,15.9,13.1,18.0, -  6,43710, + 62
100/02/16,400 台中市,P1 番石榴 珍珠芭 ,22.9,13.7,6.8,13.9, - 13,27771, + 27
100/02/16,930 台東市,P1 番石榴 珍珠芭 ,35.0,30.0,20.0,30.5, +  1,362, + 27
100/02/16,104 台北二,P1 番石榴 珍珠芭 ,32.0,22.3,12.8,22.3, -  6,20515, + 27
100/02/16,600 嘉義市,P1 番石榴 珍珠芭 ,26.0,17.0,12.0,17.0, +  6,750, - 11
100/02/16,109 台北一,P1 番石榴 珍珠芭 ,32.9,21.4,14.2,22.3, +  4,35933, - 12
100/02/16,800 高雄市,P1 番石榴 珍珠芭 ,33.7,23.8,16.5,24.3, -  4,2379, +195
100/02/16,830 鳳山區,P1 番石榴 珍珠芭 ,35.1,25.6,20.0,25.6, -   ,10260, -   
100/02/17,241 三重區,P1 番石榴 珍珠芭 ,30.0,18.2,14.6,19.8, + 10,48005, + 10
100/02/17,104 台北二,P1 番石榴 珍珠芭 ,33.6,26.1,16.3,25.7, + 15,20764, +  1
100/02/17,600 嘉義市,P1 番石榴 珍珠芭 ,25.0,15.0,10.0,15.0, - 12,600, - 20
100/02/17,800 高雄市,P1 番石榴 珍珠芭 ,34.2,28.5,19.0,27.7, + 14,601, - 75
100/02/17,830 鳳山區,P1 番石榴 珍珠芭 ,30.0,27.2,25.1,27.2, +  6,3670, - 64
100/02/17,109 台北一,P1 番石榴 珍珠芭 ,34.5,22.8,14.8,23.5, +  5,45483, + 27
100/02/17,930 台東市,P1 番石榴 珍珠芭 ,35.0,30.0,20.0,30.4, -   ,330, -  9
100/02/17,400 台中市,P1 番石榴 珍珠芭 ,33.7,13.6,7.0,15.8, + 14,34518, + 24
100/02/19,600 嘉義市,P1 番石榴 珍珠芭 ,25.0,15.0,10.0,15.0, -   ,900, + 50
100/02/20,600 嘉義市,P1 番石榴 珍珠芭 ,25.0,16.0,10.0,16.0, +  7,1350, + 50
100/02/20,104 台北二,P1 番石榴 珍珠芭 ,26.9,17.8,9.9,18.0, - 30,35342, + 70
100/02/20,109 台北一,P1 番石榴 珍珠芭 ,31.6,20.3,10.8,20.7, - 12,70255, + 54
100/02/20,241 三重區,P1 番石榴 珍珠芭 ,24.0,15.2,11.4,16.2, - 18,47580, -  1
100/02/20,400 台中市,P1 番石榴 珍珠芭 ,22.0,13.0,7.0,14.1, - 11,52602, + 52
100/02/21,600 嘉義市,P1 番石榴 珍珠芭 ,25.0,16.0,10.0,16.0, -   ,1440, +  7
100/02/22,800 高雄市,P1 番石榴 珍珠芭 ,26.7,20.9,15.0,20.9, - 25,2243, +273
100/02/22,600 嘉義市,P1 番石榴 珍珠芭 ,22.0,15.0,9.0,15.0, -  6,1350, -  6
100/02/22,109 台北一,P1 番石榴 珍珠芭 ,28.4,18.1,11.5,18.9, -  9,69586, -  1
100/02/22,241 三重區,P1 番石榴 珍珠芭 ,27.1,16.0,11.6,17.4, +  7,59386, + 25
100/02/22,400 台中市,P1 番石榴 珍珠芭 ,22.9,13.7,8.7,15.9, + 13,39433, - 25
100/02/22,104 台北二,P1 番石榴 珍珠芭 ,29.0,21.7,13.2,21.5, + 19,28603, - 19
100/02/22,930 台東市,P1 番石榴 珍珠芭 ,30.0,25.0,20.0,25.3, - 17,350, +  6
100/02/23,109 台北一,P1 番石榴 珍珠芭 ,26.5,16.4,9.5,17.1, - 10,60582, - 13
100/02/23,400 台中市,P1 番石榴 珍珠芭 ,22.2,13.0,7.7,15.4, -  3,30407, - 23
100/02/23,600 嘉義市,P1 番石榴 珍珠芭 ,22.0,15.0,10.0,15.0, -   ,1260, -  7
100/02/23,800 高雄市,P1 番石榴 珍珠芭 ,25.0,19.7,15.0,19.8, -  5,1338, - 40
100/02/23,241 三重區,P1 番石榴 珍珠芭 ,26.8,16.3,12.8,17.7, +  2,52248, - 12
100/02/23,104 台北二,P1 番石榴 珍珠芭 ,27.2,20.6,11.8,20.1, -  7,27455, -  4
100/02/23,830 鳳山區,P1 番石榴 珍珠芭 ,32.1,25.1,18.0,25.1, -   ,3730, -   
100/02/23,930 台東市,P1 番石榴 珍珠芭 ,30.0,25.0,20.0,25.4, -   ,309, - 12
100/02/24,930 台東市,P1 番石榴 珍珠芭 ,30.0,25.0,20.0,25.3, -   ,304, -  2
100/02/24,104 台北二,P1 番石榴 珍珠芭 ,30.2,22.8,13.4,22.4, + 11,21580, - 21
100/02/24,400 台中市,P1 番石榴 珍珠芭 ,21.9,13.1,7.4,16.5, +  7,37964, + 25
100/02/24,109 台北一,P1 番石榴 珍珠芭 ,28.8,17.5,10.3,18.4, +  8,50434, - 17
100/02/24,241 三重區,P1 番石榴 珍珠芭 ,28.3,16.8,14.7,18.7, +  6,49450, -  5
100/02/24,800 高雄市,P1 番石榴 珍珠芭 ,27.2,15.5,15.0,17.7, - 11,806, - 40
100/02/24,600 嘉義市,P1 番石榴 珍珠芭 ,23.0,15.0,10.0,15.0, -   ,1050, - 17
100/02/24,830 鳳山區,P1 番石榴 珍珠芭 ,30.1,23.9,18.0,23.9, -  5,6850, + 84
100/02/25,400 台中市,P1 番石榴 珍珠芭 ,23.2,13.8,7.5,15.9, -  4,26190, - 31
100/02/25,800 高雄市,P1 番石榴 珍珠芭 ,24.5,15.0,15.0,16.9, -  5,952, + 18
100/02/25,930 台東市,P1 番石榴 珍珠芭 ,30.0,25.0,20.0,25.4, -   ,262, - 14
100/02/25,600 嘉義市,P1 番石榴 珍珠芭 ,24.0,15.0,10.0,15.0, -   ,960, -  9
100/02/25,104 台北二,P1 番石榴 珍珠芭 ,30.6,23.3,14.7,23.0, +  3,20336, -  6
100/02/25,109 台北一,P1 番石榴 珍珠芭 ,30.1,18.6,11.1,19.4, +  5,46580, -  8
100/02/25,241 三重區,P1 番石榴 珍珠芭 ,29.6,16.2,14.0,18.5, -  1,41931, - 15
100/02/26,109 台北一,P1 番石榴 珍珠芭 ,34.1,20.9,11.2,21.6, + 11,50157, +  8
100/02/26,800 高雄市,P1 番石榴 珍珠芭 ,27.4,21.4,15.6,21.5, + 27,1034, +  9
100/02/26,930 台東市,P1 番石榴 珍珠芭 ,30.0,25.0,15.0,25.3, -   ,300, + 15
100/02/26,600 嘉義市,P1 番石榴 珍珠芭 ,24.0,15.0,10.0,15.0, -   ,850, - 11
100/02/26,241 三重區,P1 番石榴 珍珠芭 ,32.5,18.0,14.2,20.2, +  9,49598, + 18
100/02/26,104 台北二,P1 番石榴 珍珠芭 ,35.6,25.5,16.1,25.7, + 12,22763, + 12
100/02/26,400 台中市,P1 番石榴 珍珠芭 ,22.8,13.9,7.7,16.1, +  1,39844, + 52
100/02/27,400 台中市,P1 番石榴 珍珠芭 ,23.4,15.0,8.8,17.4, +  8,51842, + 30
100/02/27,830 鳳山區,P1 番石榴 珍珠芭 ,25.0,17.0,13.0,17.0, -   ,7170, -   
100/02/27,930 台東市,P1 番石榴 珍珠芭 ,30.0,25.0,15.0,25.5, +  1,274, -  9
100/02/27,241 三重區,P1 番石榴 珍珠芭 ,33.4,19.8,15.3,21.6, +  7,50265, +  1
100/02/27,104 台北二,P1 番石榴 珍珠芭 ,35.7,25.9,14.8,25.6, -   ,28508, + 25
100/02/27,600 嘉義市,P1 番石榴 珍珠芭 ,24.0,15.0,10.0,15.0, -   ,900, +  6
100/02/27,109 台北一,P1 番石榴 珍珠芭 ,35.6,24.6,15.6,25.0, + 16,48758, -  3
100/02/27,800 高雄市,P1 番石榴 珍珠芭 ,24.8,17.6,15.0,18.5, - 14,828, - 20
100/02/28,600 嘉義市,P1 番石榴 珍珠芭 ,23.0,14.0,10.0,14.0, -  7,850, -  6
100/03/01,400 台中市,P1 番石榴 珍珠芭 ,25.3,16.8,10.5,17.7, +  2,34709, - 33
100/03/01,109 台北一,P1 番石榴 珍珠芭 ,38.7,26.9,18.1,27.5, + 10,49758, +  2
100/03/01,930 台東市,P1 番石榴 珍珠芭 ,30.0,25.0,15.0,25.6, +  0,301, + 10
100/03/01,800 高雄市,P1 番石榴 珍珠芭 ,20.6,17.3,13.5,17.2, -  7,2743, +231
100/03/01,104 台北二,P1 番石榴 珍珠芭 ,37.0,27.7,18.1,27.7, +  8,26127, -  8
100/03/01,241 三重區,P1 番石榴 珍珠芭 ,34.0,20.1,15.4,21.9, +  1,49459, -  2
100/03/01,600 嘉義市,P1 番石榴 珍珠芭 ,30.0,20.0,15.0,20.0, + 43,870, +  2
100/03/02,830 鳳山區,P1 番石榴 珍珠芭 ,25.0,18.4,10.0,18.4,  -  ,25420,  -  
100/03/02,104 台北二,P1 番石榴 珍珠芭 ,35.5,26.5,14.1,25.8, -  7,20225, - 23
100/03/02,109 台北一,P1 番石榴 珍珠芭 ,37.9,26.8,17.7,27.2, -  1,44801, - 10
100/03/02,600 嘉義市,P1 番石榴 珍珠芭 ,30.0,20.0,16.0,20.0,    0,920, +  6
100/03/02,400 台中市,P1 番石榴 珍珠芭 ,27.8,18.3,12.0,19.3, +  9,33574, -  3
100/03/02,800 高雄市,P1 番石榴 珍珠芭 ,28.1,17.8,15.0,19.3, + 12,924, - 66
100/03/02,930 台東市,P1 番石榴 珍珠芭 ,25.0,20.0,15.0,20.3, - 21,296, -  2
100/03/02,241 三重區,P1 番石榴 珍珠芭 ,35.7,19.6,15.3,22.0, +  0,44990, -  9
100/03/03,104 台北二,P1 番石榴 珍珠芭 ,36.3,29.5,18.7,28.7, + 11,14708, - 27
100/03/03,400 台中市,P1 番石榴 珍珠芭 ,29.6,16.6,9.1,19.6, +  2,27483, - 18
100/03/03,930 台東市,P1 番石榴 珍珠芭 ,25.0,20.0,15.0,20.4, +  0,316, +  7
100/03/03,109 台北一,P1 番石榴 珍珠芭 ,38.4,28.1,17.5,28.0, +  3,43868, -  2
100/03/03,830 鳳山區,P1 番石榴 珍珠芭 ,26.1,20.2,14.0,20.2, + 10,9920, - 61
100/03/03,241 三重區,P1 番石榴 珍珠芭 ,35.8,19.0,15.3,21.6, -  2,49225, +  9
100/03/03,800 高雄市,P1 番石榴 珍珠芭 ,25.0,17.2,15.0,18.3, -  5,1457, + 58
100/03/03,600 嘉義市,P1 番石榴 珍珠芭 ,30.0,22.0,15.0,22.0, + 10,900, -  2
100/03/04,104 台北二,P1 番石榴 珍珠芭 ,41.4,32.6,18.3,31.5, + 10,15232, +  4
100/03/04,930 台東市,P1 番石榴 珍珠芭 ,25.0,20.0,15.0,20.6, +  1,368, + 16
100/03/04,830 鳳山區,P1 番石榴 珍珠芭 ,21.1,17.1,14.0,17.1, - 15,12170, + 23
100/03/04,800 高雄市,P1 番石榴 珍珠芭 ,25.0,16.4,15.0,17.8, -  3,504, - 65
100/03/04,109 台北一,P1 番石榴 珍珠芭 ,38.7,27.0,15.5,27.1, -  3,44588, +  2
100/03/04,241 三重區,P1 番石榴 珍珠芭 ,35.7,18.6,16.2,21.5, -  0,39997, - 19
100/03/04,400 台中市,P1 番石榴 珍珠芭 ,28.2,15.9,8.0,19.4, -  1,31308, + 14
100/03/04,600 嘉義市,P1 番石榴 珍珠芭 ,30.0,21.0,12.0,21.0, -  5,930, +  3
100/03/05,109 台北一,P1 番石榴 珍珠芭 ,39.2,27.1,15.9,27.3, +  1,46239, +  4
100/03/05,600 嘉義市,P1 番石榴 珍珠芭 ,30.0,21.0,12.0,21.0,    0,960, +  3
100/03/05,800 高雄市,P1 番石榴 珍珠芭 ,30.0,26.7,20.0,26.0, + 46,1149, +128
100/03/05,830 鳳山區,P1 番石榴 珍珠芭 ,30.0,24.1,20.0,24.1, + 41,6730, - 45
100/03/05,104 台北二,P1 番石榴 珍珠芭 ,43.0,33.7,21.8,33.2, +  5,16925, + 11
100/03/05,930 台東市,P1 番石榴 珍珠芭 ,25.0,20.0,15.0,20.7, +  0,319, - 13
100/03/05,400 台中市,P1 番石榴 珍珠芭 ,35.3,18.1,9.2,20.1, +  4,38773, + 24
100/03/05,241 三重區,P1 番石榴 珍珠芭 ,37.6,19.6,15.9,22.5, +  5,38635, -  3
100/03/06,400 台中市,P1 番石榴 珍珠芭 ,31.6,19.4,11.2,20.4, +  1,27032, - 30
100/03/06,109 台北一,P1 番石榴 珍珠芭 ,42.7,32.3,20.2,31.9, + 17,39217, - 15
100/03/06,930 台東市,P1 番石榴 珍珠芭 ,25.0,20.0,15.0,20.5, -  1,239, - 25
100/03/06,800 高雄市,P1 番石榴 珍珠芭 ,35.0,27.5,21.0,27.7, +  7,667, - 42
100/03/06,830 鳳山區,P1 番石榴 珍珠芭 ,22.1,14.8,10.0,14.8, - 39,8260, + 23
100/03/06,104 台北二,P1 番石榴 珍珠芭 ,42.6,35.2,24.6,34.5, +  4,22352, + 32
100/03/06,241 三重區,P1 番石榴 珍珠芭 ,39.2,21.3,17.1,24.0, +  7,43546, + 13
100/03/07,600 嘉義市,P1 番石榴 珍珠芭 ,33.0,24.0,16.0,24.0, + 14,810, - 16
100/03/08,400 台中市,P1 番石榴 珍珠芭 ,30.7,22.6,15.5,24.4, + 20,30505, + 13
100/03/08,930 台東市,P1 番石榴 珍珠芭 ,25.0,20.0,15.0,20.7, +  1,298, + 25
100/03/08,800 高雄市,P1 番石榴 珍珠芭 ,30.0,25.3,20.0,25.2, -  9,1925, +189
100/03/08,241 三重區,P1 番石榴 珍珠芭 ,42.6,24.3,18.1,26.7, + 11,31800, - 27
100/03/08,109 台北一,P1 番石榴 珍珠芭 ,48.6,38.5,23.9,37.6, + 18,33967, - 13
100/03/08,600 嘉義市,P1 番石榴 珍珠芭 ,38.0,28.0,18.0,28.0, + 17,750, -  7
100/03/08,104 台北二,P1 番石榴 珍珠芭 ,44.6,36.7,24.1,35.8, +  4,19012, - 15
100/03/09,241 三重區,P1 番石榴 珍珠芭 ,41.2,21.8,18.7,25.1, -  6,38060, + 20
100/03/09,109 台北一,P1 番石榴 珍珠芭 ,47.5,36.1,21.8,35.5, -  6,37026, +  9
100/03/09,400 台中市,P1 番石榴 珍珠芭 ,36.5,24.0,14.4,27.9, + 14,29508, -  3
100/03/09,600 嘉義市,P1 番石榴 珍珠芭 ,38.0,26.0,17.0,26.0, -  7,840, + 12
100/03/09,800 高雄市,P1 番石榴 珍珠芭 ,35.0,28.7,22.3,28.7, + 14,565, - 71
100/03/09,104 台北二,P1 番石榴 珍珠芭 ,42.6,35.8,26.7,35.4, -  1,17423, -  8
100/03/09,930 台東市,P1 番石榴 珍珠芭 ,25.0,20.0,15.0,20.6, -  0,232, - 22
100/03/10,930 台東市,P1 番石榴 珍珠芭 ,35.0,30.0,20.0,30.7, + 49,228, -  2
100/03/10,241 三重區,P1 番石榴 珍珠芭 ,44.4,25.3,20.8,28.2, + 12,40796, +  7
100/03/10,600 嘉義市,P1 番石榴 珍珠芭 ,37.0,26.0,18.0,26.0,    0,900, +  7
100/03/10,400 台中市,P1 番石榴 珍珠芭 ,36.1,25.6,16.1,28.6, +  3,22022, - 25
100/03/10,109 台北一,P1 番石榴 珍珠芭 ,46.4,34.7,23.2,34.7, -  2,43470, + 17
100/03/10,830 鳳山區,P1 番石榴 珍珠芭 ,25.0,20.3,15.0,20.3,  -  ,9860,  -  
100/03/10,800 高雄市,P1 番石榴 珍珠芭 ,30.0,26.2,15.0,24.7, - 14,628, + 11
100/03/10,104 台北二,P1 番石榴 珍珠芭 ,43.0,35.6,26.0,35.2, -  1,16145, -  7
100/03/11,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,25.0,15.0,25.0, -  4,870, -  3
100/03/11,830 鳳山區,P1 番石榴 珍珠芭 ,35.1,28.7,22.0,28.7, + 41,5330, - 46
100/03/11,104 台北二,P1 番石榴 珍珠芭 ,43.8,35.9,26.0,35.5, +  1,14191, - 12
100/03/11,109 台北一,P1 番石榴 珍珠芭 ,44.5,31.0,18.9,31.3, - 10,42277, -  3
100/03/11,800 高雄市,P1 番石榴 珍珠芭 ,34.4,26.9,18.4,26.7, +  8,2275, +262
100/03/11,930 台東市,P1 番石榴 珍珠芭 ,35.0,30.0,20.0,30.6, -  0,273, + 20
100/03/11,241 三重區,P1 番石榴 珍珠芭 ,44.6,25.7,21.6,28.6, +  1,34302, - 16
100/03/11,400 台中市,P1 番石榴 珍珠芭 ,36.8,25.6,15.4,29.6, +  3,22673, +  3
100/03/12,800 高雄市,P1 番石榴 珍珠芭 ,35.0,26.0,20.0,26.6, -  0,1390, - 39
100/03/12,400 台中市,P1 番石榴 珍珠芭 ,36.4,25.5,17.0,26.9, -  9,28314, + 25
100/03/12,109 台北一,P1 番石榴 珍珠芭 ,46.5,32.2,20.1,32.6, +  4,42635, +  1
100/03/12,830 鳳山區,P1 番石榴 珍珠芭 ,34.1,26.9,22.0,26.9, -  6,4370, - 18
100/03/12,930 台東市,P1 番石榴 珍珠芭 ,35.0,30.0,20.0,30.5, -  0,261, -  4
100/03/12,104 台北二,P1 番石榴 珍珠芭 ,45.5,37.6,27.0,37.1, +  5,17156, + 21
100/03/12,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,25.0,16.0,25.0,    0,850, -  2
100/03/12,241 三重區,P1 番石榴 珍珠芭 ,46.8,26.8,21.4,29.7, +  4,42109, + 23
100/03/13,241 三重區,P1 番石榴 珍珠芭 ,46.4,28.2,22.0,30.6, +  3,37863, - 10
100/03/13,830 鳳山區,P1 番石榴 珍珠芭 ,34.1,23.6,16.0,23.6, - 12,11170, +156
100/03/13,800 高雄市,P1 番石榴 珍珠芭 ,30.0,25.1,20.0,25.1, -  6,659, - 53
100/03/13,400 台中市,P1 番石榴 珍珠芭 ,37.8,28.2,21.3,30.5, + 13,28151, -  1
100/03/13,104 台北二,P1 番石榴 珍珠芭 ,52.1,44.5,33.3,43.8, + 18,16668, -  3
100/03/13,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,25.0,17.0,25.0,    0,810, -  5
100/03/13,109 台北一,P1 番石榴 珍珠芭 ,48.9,35.9,23.6,36.0, + 10,38891, -  9
100/03/13,930 台東市,P1 番石榴 珍珠芭 ,35.0,30.0,20.0,30.6, +  0,243, -  7
100/03/14,600 嘉義市,P1 番石榴 珍珠芭 ,35.0,25.0,18.0,25.0,    0,750, -  7
100/03/15,800 高雄市,P1 番石榴 珍珠芭 ,27.5,23.4,18.0,23.1, -  8,3300, +401
100/03/15,400 台中市,P1 番石榴 珍珠芭 ,37.6,27.2,16.6,30.6, +  0,32150, + 14
100/03/15,241 三重區,P1 番石榴 珍珠芭 ,48.6,28.6,23.5,31.6, +  3,33188, - 12
100/03/15,600 嘉義市,P1 番石榴 珍珠芭 ,38.0,28.0,18.0,28.0, + 12,790, +  5
100/03/15,104 台北二,P1 番石榴 珍珠芭 ,53.1,44.6,32.7,43.9, +  0,16373, -  2
100/03/15,109 台北一,P1 番石榴 珍珠芭 ,54.4,37.0,23.3,37.7, +  5,40800, +  5
100/03/15,930 台東市,P1 番石榴 珍珠芭 ,35.0,30.0,20.0,30.5, -  0,264, +  9
100/03/16,104 台北二,P1 番石榴 珍珠芭 ,52.8,42.7,31.1,42.4, -  3,17925, +  9
100/03/16,600 嘉義市,P1 番石榴 珍珠芭 ,40.0,28.0,20.0,28.0,    0,840, +  6
100/03/16,400 台中市,P1 番石榴 珍珠芭 ,37.7,26.0,18.7,29.7, -  3,23452, - 27
100/03/16,800 高雄市,P1 番石榴 珍珠芭 ,28.8,24.5,20.0,24.5, +  6,1234, - 63
100/03/16,241 三重區,P1 番石榴 珍珠芭 ,48.3,26.0,22.4,29.7, -  6,36340, +  9
100/03/16,109 台北一,P1 番石榴 珍珠芭 ,56.1,39.0,24.8,39.6, +  5,40557, -  1
100/03/16,930 台東市,P1 番石榴 珍珠芭 ,35.0,30.0,20.0,30.3, -  1,273, +  3
100/03/17,600 嘉義市,P1 番石榴 珍珠芭 ,42.0,28.0,20.0,28.0,    0,750, - 11
100/03/17,241 三重區,P1 番石榴 珍珠芭 ,52.9,27.7,25.0,32.2, +  8,29067, - 20
100/03/17,930 台東市,P1 番石榴 珍珠芭 ,40.0,35.0,20.0,35.6, + 17,321, + 18
100/03/17,104 台北二,P1 番石榴 珍珠芭 ,57.4,45.7,32.4,45.3, +  7,13167, - 27
100/03/17,109 台北一,P1 番石榴 珍珠芭 ,60.3,42.5,27.0,43.0, +  9,28166, - 31
100/03/17,400 台中市,P1 番石榴 珍珠芭 ,42.3,30.5,21.6,32.6, + 10,26186, + 12
100/03/17,800 高雄市,P1 番石榴 珍珠芭 ,34.8,25.0,20.0,26.0, +  6,1041, - 16
100/03/17,830 鳳山區,P1 番石榴 珍珠芭 ,25.0,19.4,15.0,19.4,  -  ,5430,  -  
100/03/18,241 三重區,P1 番石榴 珍珠芭 ,54.0,30.0,25.5,33.9, +  5,26570, -  9
100/03/18,800 高雄市,P1 番石榴 珍珠芭 ,30.0,24.3,20.0,24.6, -  5,1505, + 45
100/03/18,104 台北二,P1 番石榴 珍珠芭 ,65.7,49.3,35.0,49.7, + 10,10753, - 18
100/03/18,930 台東市,P1 番石榴 珍珠芭 ,40.0,35.0,20.0,35.5, -  0,351, +  9
100/03/18,600 嘉義市,P1 番石榴 珍珠芭 ,42.0,28.0,20.0,28.0,    0,1080, + 44
100/03/18,830 鳳山區,P1 番石榴 珍珠芭 ,28.1,22.7,18.1,22.7, + 17,7400, + 36
100/03/18,109 台北一,P1 番石榴 珍珠芭 ,65.2,46.7,30.0,47.0, +  9,25815, -  8
100/03/18,400 台中市,P1 番石榴 珍珠芭 ,41.0,29.9,18.0,32.3, -  1,16915, - 35
100/03/19,104 台北二,P1 番石榴 珍珠芭 ,65.2,54.4,37.7,53.2, +  7,15349, + 43
100/03/19,930 台東市,P1 番石榴 珍珠芭 ,40.0,35.0,20.0,35.3, -  1,369, +  5
100/03/19,800 高雄市,P1 番石榴 珍珠芭 ,30.3,27.1,20.0,26.3, +  7,1119, - 26
100/03/19,241 三重區,P1 番石榴 珍珠芭 ,61.4,31.3,26.0,36.2, +  7,39876, + 50
100/03/19,830 鳳山區,P1 番石榴 珍珠芭 ,32.1,22.8,16.0,22.8, +  0,17880, +142
100/03/19,109 台北一,P1 番石榴 珍珠芭 ,68.7,50.0,33.7,50.5, +  7,30380, + 18
100/03/19,400 台中市,P1 番石榴 珍珠芭 ,51.5,32.8,22.4,32.6, +  1,25082, + 48
100/03/19,600 嘉義市,P1 番石榴 珍珠芭 ,50.0,30.0,20.0,30.0, +  7,630, - 42
100/03/20,104 台北二,P1 番石榴 珍珠芭 ,64.6,51.4,33.2,50.4, -  5,17353, + 13
100/03/20,109 台北一,P1 番石榴 珍珠芭 ,71.2,51.4,32.3,51.6, +  2,35039, + 15
100/03/20,800 高雄市,P1 番石榴 珍珠芭 ,35.0,26.6,21.4,27.2, +  3,824, - 26
100/03/20,400 台中市,P1 番石榴 珍珠芭 ,43.6,32.9,23.0,32.8, +  1,25925, +  3
100/03/20,930 台東市,P1 番石榴 珍珠芭 ,40.0,35.0,20.0,35.5, +  1,249, - 33
100/03/20,241 三重區,P1 番石榴 珍珠芭 ,59.8,30.1,26.2,35.3, -  2,37611, -  6
100/03/20,830 鳳山區,P1 番石榴 珍珠芭 ,26.1,21.4,18.0,21.4, -  6,8580, - 52
100/03/21,600 嘉義市,P1 番石榴 珍珠芭 ,55.0,33.0,20.0,33.0, + 10,720, + 14
100/03/22,600 嘉義市,P1 番石榴 珍珠芭 ,47.0,32.0,20.0,32.0, -  3,990, + 38
100/03/22,400 台中市,P1 番石榴 珍珠芭 ,45.7,35.2,25.9,37.6, + 15,28293, +  9
100/03/22,104 台北二,P1 番石榴 珍珠芭 ,59.3,45.7,30.7,45.4, - 10,21928, + 26
100/03/22,830 鳳山區,P1 番石榴 珍珠芭 ,26.1,21.5,18.0,21.5, +  0,6430, - 25
100/03/22,109 台北一,P1 番石榴 珍珠芭 ,59.5,39.8,25.7,40.9, - 21,48236, + 38
100/03/22,241 三重區,P1 番石榴 珍珠芭 ,58.6,33.1,27.4,37.0, +  5,43978, + 17
100/03/22,930 台東市,P1 番石榴 珍珠芭 ,40.0,35.0,20.0,35.3, -  1,278, + 12
100/03/22,800 高雄市,P1 番石榴 珍珠芭 ,31.3,28.8,20.1,27.6, +  1,1824, +121
100/03/23,930 台東市,P1 番石榴 珍珠芭 ,40.0,35.0,20.0,35.5, +  1,258, -  7
100/03/23,241 三重區,P1 番石榴 珍珠芭 ,53.3,29.0,25.1,33.1, - 11,42495, -  3
100/03/23,800 高雄市,P1 番石榴 珍珠芭 ,31.7,25.0,25.0,26.3, -  5,598, - 67
100/03/23,400 台中市,P1 番石榴 珍珠芭 ,46.0,34.5,26.8,36.2, -  4,29832, +  5
100/03/23,600 嘉義市,P1 番石榴 珍珠芭 ,45.0,30.0,20.0,30.0, -  6,840, - 15
100/03/23,104 台北二,P1 番石榴 珍珠芭 ,59.7,41.9,24.2,41.9, -  8,15756, - 28
100/03/23,109 台北一,P1 番石榴 珍珠芭 ,55.1,32.5,19.8,34.5, - 16,39553, - 18
100/03/23,830 鳳山區,P1 番石榴 珍珠芭 ,30.0,25.1,18.0,25.1, + 17,5650, - 12
100/03/24,800 高雄市,P1 番石榴 珍珠芭 ,45.9,29.5,25.0,31.9, + 21,699, + 17
100/03/24,930 台東市,P1 番石榴 珍珠芭 ,40.0,35.0,20.0,35.3, -  1,233, - 10
100/03/24,400 台中市,P1 番石榴 珍珠芭 ,44.6,30.1,21.0,34.4, -  5,25607, - 14
100/03/24,104 台北二,P1 番石榴 珍珠芭 ,53.2,37.7,22.3,37.7, - 10,15014, -  5
100/03/24,830 鳳山區,P1 番石榴 珍珠芭 ,32.0,24.6,18.0,24.6, -  2,9250, + 64
100/03/24,600 嘉義市,P1 番石榴 珍珠芭 ,42.0,27.0,18.0,27.0, - 10,660, - 21
100/03/24,109 台北一,P1 番石榴 珍珠芭 ,53.2,30.3,15.8,32.0, -  7,31515, - 20
100/03/24,241 三重區,P1 番石榴 珍珠芭 ,55.0,28.9,24.1,33.2, +  0,31702, - 25
100/03/25,109 台北一,P1 番石榴 珍珠芭 ,55.9,34.8,18.2,35.7, + 12,25594, - 19
100/03/25,930 台東市,P1 番石榴 珍珠芭 ,40.0,35.0,20.0,35.4, +  0,262, + 12
100/03/25,800 高雄市,P1 番石榴 珍珠芭 ,38.3,28.7,25.0,29.9, -  6,1538, +120
100/03/25,241 三重區,P1 番石榴 珍珠芭 ,50.6,27.2,23.6,31.2, -  6,36165, + 14
100/03/25,400 台中市,P1 番石榴 珍珠芭 ,42.1,28.6,21.0,30.6, - 11,24735, -  3
100/03/25,104 台北二,P1 番石榴 珍珠芭 ,56.3,39.0,24.9,39.6, +  5,13042, - 13
