日期,市場,產品,上價,中價,下價,平均價(元/公斤),平均價_跟前一交易日比較%,交易量(公斤),交易量_跟前一交易日比較%
100/03/03,104 台北二  ,A1 香蕉  ,39.5,38.6,34.2,37.9, +  8,5573, - 38
100/03/04,104 台北二  ,A1 香蕉  ,40.6,39.0,32.8,38.1, +  1,13054,134
100/03/05,104 台北二  ,A1 香蕉  ,45.1,40.1,35.4,40.2, +  6,8291, - 36
100/03/06,104 台北二  ,A1 香蕉  ,45.2,40.3,36.6,40.5, +  1,10758, + 30
100/03/08,104 台北二  ,A1 香蕉  ,44.8,40.9,37.9,41.1, +  1,7380, - 31
100/03/09,104 台北二  ,A1 香蕉  ,43.1,40.6,35.2,40, -  3,8049, +  9
100/03/10,104 台北二  ,A1 香蕉  ,43.7,41.8,33.9,40.5, +  1,5984, - 26
100/03/11,104 台北二  ,A1 香蕉  ,43.0,39.5,29.3,38.2, -  6,8319, + 39
100/03/12,104 台北二  ,A1 香蕉  ,43.0,39.3,29.9,38.1, -  0,7054, - 15
100/03/13,104 台北二  ,A1 香蕉  ,43.2,39.6,31.7,38.7, +  2,9506, + 35
100/03/15,104 台北二  ,A1 香蕉  ,43.0,41.6,34.1,40.4, +  4,9265, -  3
100/03/16,104 台北二  ,A1 香蕉  ,42.0,39.7,35.7,39.4, -  2,7251, - 22
100/03/17,104 台北二  ,A1 香蕉  ,43.0,40.3,38.5,40.5, +  3,7435, +  3
100/03/18,104 台北二  ,A1 香蕉  ,50.4,43.4,40.1,44.2, +  9,11919, + 60
100/03/19,104 台北二  ,A1 香蕉  ,51.8,44.7,38.1,44.8, +  1,9595, - 19
100/03/20,104 台北二  ,A1 香蕉  ,52.4,44.7,39.7,45.2, +  1,8544, - 11
100/03/22,104 台北二  ,A1 香蕉  ,48.3,44.4,41.8,44.7, -  1,8712, +  2
100/03/23,104 台北二  ,A1 香蕉  ,48.2,45.6,39.6,44.9, +  0,8724, +  0
100/03/24,104 台北二  ,A1 香蕉  ,48.0,44.8,34.6,43.4, -  3,6987, - 20
100/03/25,104 台北二  ,A1 香蕉  ,46.3,44.5,35.4,43.1, -  1,8982, + 29
100/03/26,104 台北二  ,A1 香蕉  ,46.0,45.0,39.0,44, +  2,9345, +  4
100/03/27,104 台北二  ,A1 香蕉  ,46.0,44.1,35.9,42.9, -  3,10422, + 12
100/03/29,104 台北二  ,A1 香蕉  ,46.0,44.4,34.1,42.7, -  0,10520, +  1
100/03/30,104 台北二  ,A1 香蕉  ,47.1,44.0,37.9,43.4, +  2,7977, - 24
100/03/31,104 台北二  ,A1 香蕉  ,48.2,46.3,37.0,44.9, +  3,7300, -  8
100/04/01,104 台北二  ,A1 香蕉  ,50.4,45.7,41.4,45.8, +  2,8292, + 14
100/04/02,104 台北二  ,A1 香蕉  ,49.9,45.5,40.3,45.4, -  1,14632, + 76
100/04/03,104 台北二  ,A1 香蕉  ,49.9,45.2,40.3,45.1, -  1,14207, -  3
100/04/04,104 台北二  ,A1 香蕉  ,48.0,45.1,36.5,44, -  2,13828, -  3
100/04/07,104 台北二  ,A1 香蕉  ,47.0,44.8,37.3,43.8, -  0,9432, - 32
100/04/08,104 台北二  ,A1 香蕉  ,46.2,44.4,31.3,42.1, -  4,10925, + 16
100/04/09,104 台北二  ,A1 香蕉  ,47.0,43.5,36.2,42.7, +  1,10328, -  5
100/04/10,104 台北二  ,A1 香蕉  ,47.1,44.7,39.3,44.1, +  3,8367, - 19
100/04/12,104 台北二  ,A1 香蕉  ,47.0,43.9,35.3,42.8, -  3,10735, + 28
100/04/13,104 台北二  ,A1 香蕉  ,46.5,44.8,39.9,44.2, +  3,8245, - 23
100/04/14,104 台北二  ,A1 香蕉  ,46.8,44.5,38.3,43.7, -  1,10356, + 26
100/04/15,104 台北二  ,A1 香蕉  ,45.7,42.8,36.3,42, -  4,9855, -  5
100/04/16,104 台北二  ,A1 香蕉  ,45.4,42.6,33.3,41.3, -  2,16323, + 66
100/04/17,104 台北二  ,A1 香蕉  ,46.8,43.6,38.0,43.1, +  4,13002, - 20
100/04/19,104 台北二  ,A1 香蕉  ,47.9,45.1,42.7,45.2, +  5,10341, - 20
100/04/20,104 台北二  ,A1 香蕉  ,47.2,44.9,36.8,43.7, -  3,10603, +  3
100/04/21,104 台北二  ,A1 香蕉  ,46.3,41.5,32.3,40.6, -  7,9016, - 15
100/04/22,104 台北二  ,A1 香蕉  ,45.9,40.3,29.4,39.2, -  3,9411, +  4
100/04/23,104 台北二  ,A1 香蕉  ,48.0,44.2,38.0,43.7, + 11,8910, -  5
100/04/24,104 台北二  ,A1 香蕉  ,46.2,42.9,39.0,42.8, -  2,11128, + 25
100/04/26,104 台北二  ,A1 香蕉  ,44.5,42.6,37.5,42, -  2,11460, +  3
100/04/27,104 台北二  ,A1 香蕉  ,42.9,38.9,28.8,37.7, - 10,10026, - 13
100/04/28,104 台北二  ,A1 香蕉  ,42.6,38.0,26.0,36.5, -  3,14692, + 47
100/04/29,104 台北二  ,A1 香蕉  ,42.0,36.4,25.2,35.3, -  3,10999, - 25
100/04/30,104 台北二  ,A1 香蕉  ,39.9,35.5,29.7,35.2, -  0,12753, + 16
100/05/01,104 台北二  ,A1 香蕉  ,41.4,38.4,33.6,38, +  8,10581, - 17
100/05/03,104 台北二  ,A1 香蕉  ,40.1,38.1,33.6,37.6, -  1,14847, + 40
100/05/04,104 台北二  ,A1 香蕉  ,47.2,41.0,38.2,41.7, + 11,7755, - 48
100/05/05,104 台北二  ,A1 香蕉  ,43.0,41.3,38.0,41, -  2,12842, + 66
100/05/06,104 台北二  ,A1 香蕉  ,43.0,39.6,30.1,38.4, -  6,8824, - 31
100/05/07,104 台北二  ,A1 香蕉  ,40.0,39.2,33.5,38.3, -  0,10337, + 17
100/05/08,104 台北二  ,A1 香蕉  ,40.0,37.0,28.0,35.8, -  7,10425, +  1
100/05/10,104 台北二  ,A1 香蕉  ,39.6,36.4,24.7,34.7, -  3,10253, -  2
100/05/11,104 台北二  ,A1 香蕉  ,38.5,35.7,24.3,34, -  2,9765, -  5
100/05/12,104 台北二  ,A1 香蕉  ,38.6,34.8,25.3,33.7, -  1,8750, - 10
100/05/13,104 台北二  ,A1 香蕉  ,35.9,31.5,24.5,31, -  8,10936, + 25
100/05/14,104 台北二  ,A1 香蕉  ,34.7,32.1,25.8,31.4, +  1,9600, - 12
100/05/15,104 台北二  ,A1 香蕉  ,34.3,31.5,26.2,31, -  1,12251, + 28
100/05/17,104 台北二  ,A1 香蕉  ,33.2,30.6,26.3,30.2, -  3,17703, + 45
100/05/18,104 台北二  ,A1 香蕉  ,34.0,32.2,26.1,31.3, +  4,13080, - 26
100/05/19,104 台北二  ,A1 香蕉  ,34.0,33.0,27.3,32, +  2,10057, - 23
100/05/20,104 台北二  ,A1 香蕉  ,34.6,33.1,29.0,32.6, +  2,8089, - 20
100/05/21,104 台北二  ,A1 香蕉  ,36.0,32.0,26.0,31.6, -  3,14332, + 77
100/05/22,104 台北二  ,A1 香蕉  ,34.0,29.5,23.0,29.1, -  8,14543, +  1
100/05/24,104 台北二  ,A1 香蕉  ,33.0,27.4,17.9,26.6, -  9,14437, -  1
100/05/25,104 台北二  ,A1 香蕉  ,33.0,29.6,20.6,28.5, +  7,8665, - 40
100/05/26,104 台北二  ,A1 香蕉  ,31.9,28.0,20.6,27.3, -  4,11273, + 30
100/05/27,104 台北二  ,A1 香蕉  ,30.0,26.3,21.0,26, -  5,13320, + 18
100/05/28,104 台北二  ,A1 香蕉  ,30.0,27.3,20.4,26.5, +  2,13632, +  2
100/05/29,104 台北二  ,A1 香蕉  ,30.0,27.6,21.6,26.9, +  2,12214, - 10
100/05/31,104 台北二  ,A1 香蕉  ,30.0,28.5,21.2,27.4, +  2,12132, -  1
100/06/01,104 台北二  ,A1 香蕉  ,32.0,31.0,25.7,30.1, + 10,18721, + 54
100/06/02,104 台北二  ,A1 香蕉  ,33.1,30.6,24.3,29.8, -  1,12769, - 32
100/06/03,104 台北二  ,A1 香蕉  ,34.5,31.6,25.3,30.9, +  4,11524, - 10
100/06/04,104 台北二  ,A1 香蕉  ,34.1,33.1,28.8,32.5, +  5,10082, - 13
100/06/05,104 台北二  ,A1 香蕉  ,35.1,32.5,28.4,32.2, -  1,9926, -  2
100/06/06,104 台北二  ,A1 香蕉  ,33.0,30.0,26.1,29.8, -  7,11805, + 19
100/06/09,104 台北二  ,A1 香蕉  ,33.0,27.7,15.1,26.2, - 12,17394, + 47
100/06/10,104 台北二  ,A1 香蕉  ,33.0,25.7,14.0,24.8, -  5,14490, - 17
100/06/11,104 台北二  ,A1 香蕉  ,32.0,26.1,17.8,25.6, +  3,13415, -  7
100/06/12,104 台北二  ,A1 香蕉  ,30.0,26.3,16.1,25, -  2,10389, - 23
100/06/14,104 台北二  ,A1 香蕉  ,30.0,24.9,17.3,24.4, -  2,14170, + 36
100/06/15,104 台北二  ,A1 香蕉  ,28.0,21.6,13.6,21.3, - 13,19719, + 39
100/06/16,104 台北二  ,A1 香蕉  ,26.1,20.2,12.4,19.8, -  7,15907, - 19
100/06/17,104 台北二  ,A1 香蕉  ,26.0,20.5,9.9,19.5, -  2,14356, - 10
100/06/18,104 台北二  ,A1 香蕉  ,26.0,19.3,11.5,19.1, -  2,14685, +  2
100/06/19,104 台北二  ,A1 香蕉  ,25.0,20.4,10.6,19.3, +  1,14349, -  2
100/06/21,104 台北二  ,A1 香蕉  ,23.4,18.6,11.1,18.1, -  6,16110, + 12
100/06/22,104 台北二  ,A1 香蕉  ,23.1,15.1,7.3,15.2, - 16,17780, + 10
100/06/23,104 台北二  ,A1 香蕉  ,22.0,16.3,8.7,15.9, +  5,15837, - 11
100/06/24,104 台北二  ,A1 香蕉  ,21.0,15.8,8.9,15.5, -  3,12886, - 19
100/06/25,104 台北二  ,A1 香蕉  ,20.3,16.4,10.3,16, +  3,11784, -  9
100/06/26,104 台北二  ,A1 香蕉  ,19.1,14.2,7.8,13.9, - 13,16683, + 42
100/06/28,104 台北二  ,A1 香蕉  ,17.8,14.3,8.8,13.9,0,15408, -  8
100/06/29,104 台北二  ,A1 香蕉  ,18.1,14.6,9.4,14.3, +  3,14631, -  5
100/06/30,104 台北二  ,A1 香蕉  ,18.0,16.3,10.3,15.4, +  8,16891, + 15
100/07/01,104 台北二  ,A1 香蕉  ,18.0,16.3,11.1,15.6, +  1,17285, +  2
100/07/02,104 台北二  ,A1 香蕉  ,18.4,16.4,11.6,15.9, +  2,12137, - 30
100/07/03,104 台北二  ,A1 香蕉  ,19.2,17.0,11.7,16.4, +  3,13681, + 13
100/07/05,104 台北二  ,A1 香蕉  ,18.0,16.3,10.6,15.5, -  5,12930, -  5
100/07/06,104 台北二  ,A1 香蕉  ,19.0,17.2,12.3,16.6, +  7,9687, - 25
100/07/07,104 台北二  ,A1 香蕉  ,19.0,17.6,12.3,16.8, +  1,8776, -  9
100/07/08,104 台北二  ,A1 香蕉  ,18.3,17.4,12.8,16.6, -  1,7635, - 13
100/07/09,104 台北二  ,A1 香蕉  ,18.2,15.7,11.1,15.3, -  8,14849, + 94
100/07/10,104 台北二  ,A1 香蕉  ,18.0,17.2,13.0,16.5, +  8,10472, - 29
100/07/12,104 台北二  ,A1 香蕉  ,19.5,18.5,13.6,17.7, +  7,11920, + 14
100/07/13,104 台北二  ,A1 香蕉  ,19.0,18.2,14.4,17.6, -  1,10878, -  9
100/07/14,104 台北二  ,A1 香蕉  ,21.0,18.8,16.8,18.8, +  7,14754, + 36
100/07/15,104 台北二  ,A1 香蕉  ,24.6,20.7,17.1,20.7, + 10,11073, - 25
100/07/16,104 台北二  ,A1 香蕉  ,23.6,21.0,17.6,20.8, +  0,10722, -  3
100/07/17,104 台北二  ,A1 香蕉  ,27.1,21.8,18.0,22.1, +  6,8246, - 23
100/07/19,104 台北二  ,A1 香蕉  ,26.7,22.4,19.3,22.6, +  2,11886, + 44
100/07/20,104 台北二  ,A1 香蕉  ,27.0,24.5,18.0,23.7, +  5,9862, - 17
100/07/21,104 台北二  ,A1 香蕉  ,26.0,22.7,19.1,22.7, -  4,9101, -  8
100/07/22,104 台北二  ,A1 香蕉  ,26.2,24.4,17.5,23.4, +  3,11436, + 26
100/07/23,104 台北二  ,A1 香蕉  ,26.0,23.6,18.3,23, -  2,8685, - 24
100/07/24,104 台北二  ,A1 香蕉  ,26.9,24.7,23.0,24.8, +  8,8928, +  3
100/07/26,104 台北二  ,A1 香蕉  ,27.1,25.0,21.5,24.8,0,31715,255
100/07/27,104 台北二  ,A1 香蕉  ,27.7,26.6,23.0,26.1, +  5,8760, - 72
100/07/28,104 台北二  ,A1 香蕉  ,26.9,23.0,16.1,22.4, - 14,12781, + 46
100/07/29,104 台北二  ,A1 香蕉  ,26.9,23.7,14.5,22.5, +  0,8645, - 32
100/07/30,104 台北二  ,A1 香蕉  ,26.5,24.0,15.3,22.8, +  1,16766, + 94
100/07/31,104 台北二  ,A1 香蕉  ,26.0,22.1,15.5,21.6, -  5,15236, -  9
100/08/02,104 台北二  ,A1 香蕉  ,25.7,22.3,15.5,21.6,0,11655, - 24
100/08/03,104 台北二  ,A1 香蕉  ,26.0,21.8,14.4,21.1, -  2,11459, -  2
100/08/04,104 台北二  ,A1 香蕉  ,25.0,19.3,9.1,18.4, - 13,14040, + 23
100/08/05,104 台北二  ,A1 香蕉  ,24.0,18.6,9.6,17.9, -  3,12825, -  9
100/08/06,104 台北二  ,A1 香蕉  ,23.4,17.6,9.7,17.2, -  4,16387, + 28
100/08/07,104 台北二  ,A1 香蕉  ,22.0,17.4,9.2,16.7, -  3,16080, -  2
100/08/09,104 台北二  ,A1 香蕉  ,22.0,16.4,9.6,16.2, -  3,15210, -  5
100/08/10,104 台北二  ,A1 香蕉  ,21.6,18.7,10.9,17.7, +  9,12726, - 16
100/08/11,104 台北二  ,A1 香蕉  ,21.4,17.3,10.0,16.6, -  6,13292, +  4
100/08/12,104 台北二  ,A1 香蕉  ,20.6,17.8,10.9,17, +  2,11955, - 10
100/08/13,104 台北二  ,A1 香蕉  ,20.0,14.6,6.5,14, - 18,20310, + 70
100/08/14,104 台北二  ,A1 香蕉  ,20.0,17.5,8.9,16.3, + 16,15795, - 22
100/08/17,104 台北二  ,A1 香蕉  ,20.0,15.5,6.3,14.5, - 11,19875, + 26
100/08/18,104 台北二  ,A1 香蕉  ,20.0,17.8,9.2,16.6, + 14,11219, - 44
100/08/19,104 台北二  ,A1 香蕉  ,20.0,16.9,9.3,16, -  4,10031, - 11
100/08/20,104 台北二  ,A1 香蕉  ,20.0,17.5,10.4,16.6, +  4,11955, + 19
100/08/21,104 台北二  ,A1 香蕉  ,20.0,17.0,9.0,16, -  4,12390, +  4
100/08/23,104 台北二  ,A1 香蕉  ,20.0,15.3,8.0,14.8, -  7,16050, + 30
100/08/24,104 台北二  ,A1 香蕉  ,20.0,15.4,7.7,14.8,0,11580, - 28
100/08/25,104 台北二  ,A1 香蕉  ,20.0,15.3,8.9,14.9, +  1,12960, + 12
100/08/26,104 台北二  ,A1 香蕉  ,20.0,16.6,8.3,15.6, +  5,10789, - 17
100/08/27,104 台北二  ,A1 香蕉  ,19.0,17.6,11.7,16.7, +  7,11052, +  2
100/08/28,104 台北二  ,A1 香蕉  ,19.2,17.3,10.8,16.4, -  2,13278, + 20
100/08/30,104 台北二  ,A1 香蕉  ,19.8,18.0,15.0,17.8, +  9,24585, + 85
100/08/31,104 台北二  ,A1 香蕉  ,21.0,17.4,9.1,16.5, -  7,12885, - 48
100/09/01,104 台北二  ,A1 香蕉  ,20.0,19.0,13.0,18, +  9,11400, - 12
100/09/02,104 台北二  ,A1 香蕉  ,20.0,18.5,12.2,17.5, -  3,10535, -  8
100/09/03,104 台北二  ,A1 香蕉  ,22.0,16.8,9.8,16.4, -  6,11800, + 12
100/09/04,104 台北二  ,A1 香蕉  ,21.0,18.0,10.4,17.1, +  4,14520, + 23
100/09/06,104 台北二  ,A1 香蕉  ,21.0,17.6,10.1,16.8, -  2,13467, -  7
100/09/07,104 台北二  ,A1 香蕉  ,21.0,18.7,11.8,17.8, +  6,10106, - 25
100/09/08,104 台北二  ,A1 香蕉  ,21.0,19.4,10.0,17.8,0,8505, - 16
100/09/09,104 台北二  ,A1 香蕉  ,21.0,17.8,8.9,16.6, -  7,10504, + 24
100/09/10,104 台北二  ,A1 香蕉  ,21.0,16.0,6.5,15.1, -  9,12743, + 21
100/09/11,104 台北二  ,A1 香蕉  ,22.0,16.3,7.8,15.7, +  4,13476, +  6
100/09/12,104 台北二  ,A1 香蕉  ,22.0,15.2,8.2,15.2, -  3,13500, +  0
100/09/15,104 台北二  ,A1 香蕉  ,18.0,14.7,7.2,13.9, -  9,7695, - 43
100/09/16,104 台北二  ,A1 香蕉  ,22.0,18.1,8.9,17.1, + 23,20235,163
100/09/17,104 台北二  ,A1 香蕉  ,20.1,17.1,9.4,16.1, -  6,10831, - 46
100/09/18,104 台北二  ,A1 香蕉  ,20.1,16.9,8.2,15.8, -  2,12135, + 12
100/09/20,104 台北二  ,A1 香蕉  ,20.0,16.8,9.3,15.9, +  1,12213, +  1
100/09/21,104 台北二  ,A1 香蕉  ,20.1,16.1,8.1,15.3, -  4,12376, +  1
100/09/22,104 台北二  ,A1 香蕉  ,20.1,14.9,8.4,14.6, -  5,13938, + 13
100/09/23,104 台北二  ,A1 香蕉  ,19.2,15.5,8.5,14.8, +  1,11840, - 15
100/09/24,104 台北二  ,A1 香蕉  ,19.1,16.1,9.7,15.4, +  4,12118, +  2
100/09/25,104 台北二  ,A1 香蕉  ,19.0,16.4,11.9,16, +  4,13905, + 15
100/09/27,104 台北二  ,A1 香蕉  ,20.0,16.7,10.9,16.2, +  1,17829, + 28
100/09/28,104 台北二  ,A1 香蕉  ,20.0,16.3,9.3,15.6, -  4,14980, - 16
100/09/29,104 台北二  ,A1 香蕉  ,20.0,15.1,7.5,14.6, -  6,13757, -  8
100/09/30,104 台北二  ,A1 香蕉  ,20.0,15.2,9.3,15, +  3,11442, - 17
100/10/01,104 台北二  ,A1 香蕉  ,20.0,15.7,8.0,15,0,12878, + 13
100/10/02,104 台北二  ,A1 香蕉  ,20.0,15.2,8.7,14.9, -  1,14235, + 11
100/10/04,104 台北二  ,A1 香蕉  ,20.0,15.8,9.6,15.4, +  3,15664, + 10
100/10/05,104 台北二  ,A1 香蕉  ,20.1,16.0,10.5,15.7, +  2,13275, - 15
100/10/06,104 台北二  ,A1 香蕉  ,20.0,16.0,10.1,15.6, -  1,12990, -  2
100/10/07,104 台北二  ,A1 香蕉  ,22.0,17.9,10.8,17.3, + 11,12975, -  0
100/10/08,104 台北二  ,A1 香蕉  ,21.0,17.9,13.1,17.6, +  2,13185, +  2
100/10/09,104 台北二  ,A1 香蕉  ,21.1,19.6,11.9,18.3, +  4,19287, + 46
100/10/11,104 台北二  ,A1 香蕉  ,31.2,18.2,13.8,19.9, +  9,16065, - 17
100/10/12,104 台北二  ,A1 香蕉  ,23.0,20.0,14.8,19.6, -  2,12687, - 21
100/10/13,104 台北二  ,A1 香蕉  ,23.0,18.8,11.0,18.1, -  8,15385, + 21
100/10/14,104 台北二  ,A1 香蕉  ,22.0,19.0,12.0,18.2, +  1,10663, - 31
100/10/15,104 台北二  ,A1 香蕉  ,22.0,18.2,13.3,18, -  1,13303, + 25
100/10/16,104 台北二  ,A1 香蕉  ,35.0,22.6,14.8,23.5, + 31,17426, + 31
100/10/18,104 台北二  ,A1 香蕉  ,22.3,19.8,15.7,19.5, - 17,14999, - 14
100/10/19,104 台北二  ,A1 香蕉  ,23.0,19.4,15.2,19.3, -  1,13887, -  7
100/10/20,104 台北二  ,A1 香蕉  ,24.0,18.1,11.6,18, -  7,14948, +  8
100/10/21,104 台北二  ,A1 香蕉  ,23.0,17.1,11.5,17.2, -  4,12364, - 17
100/10/22,104 台北二  ,A1 香蕉  ,23.2,19.7,12.8,19.1, + 11,11040, - 11
100/10/23,104 台北二  ,A1 香蕉  ,22.1,18.4,11.4,17.8, -  7,14127, + 28
100/10/25,104 台北二  ,A1 香蕉  ,22.0,19.8,14.8,19.2, +  8,14260, +  1
100/10/26,104 台北二  ,A1 香蕉  ,24.1,21.5,15.6,20.8, +  8,13904, -  2
100/10/27,104 台北二  ,A1 香蕉  ,24.9,21.1,16.4,20.9, +  0,16046, + 15
100/10/28,104 台北二  ,A1 香蕉  ,25.4,23.2,17.5,22.5, +  8,13763, - 14
100/10/29,104 台北二  ,A1 香蕉  ,25.6,22.1,14.6,21.4, -  5,12206, - 11
100/10/30,104 台北二  ,A1 香蕉  ,25.0,20.6,12.3,19.8, -  7,14010, + 15
100/11/01,104 台北二  ,A1 香蕉  ,25.3,21.7,16.2,21.3, +  8,13020, -  7
100/11/02,104 台北二  ,A1 香蕉  ,25.0,20.3,13.0,19.8, -  7,11618, - 11
100/11/03,104 台北二  ,A1 香蕉  ,25.0,19.3,12.2,19, -  4,12082, +  4
100/11/04,104 台北二  ,A1 香蕉  ,25.0,20.3,12.3,19.6, +  3,13167, +  9
100/11/05,104 台北二  ,A1 香蕉  ,24.1,19.6,9.4,18.5, -  6,13933, +  6
100/11/06,104 台北二  ,A1 香蕉  ,24.0,20.7,15.4,20.3, + 10,12975, -  7
100/11/08,104 台北二  ,A1 香蕉  ,23.0,17.4,10.0,17, - 16,17803, + 37
100/11/09,104 台北二  ,A1 香蕉  ,24.1,18.7,12.1,18.4, +  8,19185, +  8
100/11/10,104 台北二  ,A1 香蕉  ,23.4,18.7,10.1,17.9, -  3,17910, -  7
100/11/11,104 台北二  ,A1 香蕉  ,26.0,20.9,10.4,19.8, + 11,14160, - 21
100/11/12,104 台北二  ,A1 香蕉  ,24.6,18.9,9.7,18.2, -  8,13033, -  8
100/11/13,104 台北二  ,A1 香蕉  ,24.6,20.3,9.8,19, +  4,13844, +  6
100/11/15,104 台北二  ,A1 香蕉  ,26.4,21.1,14.0,20.7, +  9,16097, + 16
100/11/16,104 台北二  ,A1 香蕉  ,24.3,18.7,11.0,18.3, - 12,15177, -  6
100/11/17,104 台北二  ,A1 香蕉  ,24.0,17.6,10.3,17.4, -  5,13245, - 13
100/11/18,104 台北二  ,A1 香蕉  ,23.0,16.8,10.3,16.8, -  3,12660, -  4
100/11/19,104 台北二  ,A1 香蕉  ,24.7,19.6,10.2,18.8, + 12,12809, +  1
100/11/20,104 台北二  ,A1 香蕉  ,22.1,18.3,9.5,17.3, -  8,11989, -  6
100/11/22,104 台北二  ,A1 香蕉  ,25.7,20.1,15.4,20.3, + 17,13647, + 14
100/11/23,104 台北二  ,A1 香蕉  ,23.4,20.6,14.6,20, -  1,12049, - 12
100/11/24,104 台北二  ,A1 香蕉  ,27.1,21.5,15.3,21.4, +  7,14835, + 23
100/11/25,104 台北二  ,A1 香蕉  ,25.9,20.0,10.2,19.2, - 10,15660, +  6
