日期,市場,產品,上價,中價,下價,平均價(元/公斤),平均價_跟前一交易日比較%,交易量(公斤),交易量_跟前一交易日比較%
100/01/30,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,18.9,15.1,7.0,14.2, - 13,10324,119
100/01/31,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,19.8,16.4,13.2,16.4, + 15,5689, - 45
100/02/01,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,39.4,19.0,8.9,21.0, + 28,2982, - 48
100/02/02,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,50.0,34.9,15.0,33.9, + 61,298, - 90
100/02/08,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.7,19.7,9.1,19.2, - 43,11124,3633
100/02/09,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,26.2,16.9,6.6,16.7, - 13,11204, +  1
100/02/10,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.1,19.0,7.5,18.3, + 10,9380, - 16
100/02/11,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.0,17.5,7.2,17.3, -  5,5025, - 46
100/02/12,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.3,12.5,4.7,13.9, - 20,4021, - 20
100/02/13,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.1,16.1,5.1,15.7, + 13,4899, + 22
100/02/15,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,24.5,17.8,10.4,17.6, + 12,13531,176
100/02/16,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.3,17.3,12.8,18.0, +  2,10371, - 23
100/02/17,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.9,16.5,11.6,17.0, -  6,7831, - 24
100/02/20,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.3,17.0,10.6,17.0, -   ,5133, - 34
100/02/22,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,20.5,15.6,8.9,15.2, - 11,7063, + 38
100/02/23,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,21.8,16.4,10.6,16.3, +  7,6125, - 13
100/02/24,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,21.5,16.5,10.6,16.3, -   ,4562, - 26
100/02/25,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,21.6,15.5,10.8,15.8, -  3,4483, -  2
100/02/26,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,24.1,16.9,11.4,17.3, +  9,4332, -  3
100/02/27,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.4,17.7,11.3,17.6, +  2,5832, + 35
100/03/01,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.8,19.3,13.0,19.3, + 10,7485, + 28
100/03/02,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.9,20.2,14.6,20.2, +  5,6229, - 17
100/03/03,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.9,17.6,11.4,18.0, - 11,14494,133
100/03/04,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.9,19.9,13.3,20.2, + 12,12168, - 16
100/03/05,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.7,21.3,15.1,21.6, +  7,11031, -  9
100/03/06,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.9,23.1,17.8,23.0, +  6,9975, - 10
100/03/08,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.1,20.0,16.3,20.3, - 12,11328, + 14
100/03/09,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.8,19.2,13.6,19.4, -  4,8604, - 24
100/03/10,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.9,18.7,13.5,18.7, -  4,8164, -  5
100/03/11,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,24.5,17.2,11.9,17.6, -  6,9664, + 18
100/03/12,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.4,17.9,12.3,18.3, +  4,12589, + 30
100/03/13,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,24.5,18.0,13.7,18.4, +  1,12390, -  2
100/03/15,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.3,16.8,11.1,17.4, -  5,18985, + 53
100/03/16,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.1,17.7,13.2,18.3, +  5,11621, - 39
100/03/17,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,26.0,18.9,15.0,19.5, +  7,20103, + 73
100/03/18,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.3,17.9,13.2,18.4, -  6,22525, + 12
100/03/19,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.4,16.4,12.6,17.1, -  7,23960, +  6
100/03/20,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.8,16.8,13.2,17.5, +  2,13422, - 44
100/03/22,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.5,18.1,12.4,19.2, + 10,14252, +  6
100/03/23,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.9,16.8,12.3,17.7, -  8,17604, + 24
100/03/24,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,24.7,16.7,12.0,17.4, -  2,16759, -  5
100/03/25,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.7,15.0,9.8,15.7, - 10,16659, -  1
100/03/26,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.5,16.7,10.5,17.2, + 10,13509, - 19
100/03/27,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,24.1,15.8,12.0,16.7, -  3,12300, -  9
100/03/29,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.2,18.0,13.9,19.4, + 16,8671, - 30
100/03/30,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.3,17.9,12.6,18.7, -  4,12576, + 45
100/03/31,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.3,18.5,12.6,19.5, +  4,13715, +  9
100/04/01,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.6,17.6,12.5,18.2, -  7,24304, + 77
100/04/02,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.7,16.1,11.3,17.1, -  6,27601, + 14
100/04/03,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,24.7,16.5,10.7,17.0, -  1,26666, -  3
100/04/04,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,26.3,18.5,12.2,18.8, + 11,11316, - 58
100/04/07,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.0,18.2,15.1,19.4, +  3,16717, + 48
100/04/08,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.8,18.0,14.2,19.4,0,17634, +  5
100/04/09,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.9,17.1,13.7,18.6, -  4,25330, + 44
100/04/10,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,26.1,17.4,13.3,18.3, -  2,19543, - 23
100/04/12,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.5,15.7,12.8,17.1, -  7,26577, + 36
100/04/13,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.0,17.1,12.8,18.2, +  6,17171, - 35
100/04/14,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.7,17.8,13.9,18.6, +  2,18963, + 10
100/04/15,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,26.9,17.1,13.2,18.3, -  2,21263, + 12
100/04/16,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.5,16.6,13.5,17.8, -  3,34002, + 60
100/04/17,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,26.1,16.8,13.7,18.0, +  1,24521, - 28
100/04/19,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.9,17.2,13.1,18.5, +  3,15374, - 37
100/04/20,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,26.6,17.8,13.6,18.7, +  1,18217, + 18
100/04/21,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.3,17.6,12.3,18.5, -  1,19961, + 10
100/04/22,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.2,17.5,12.0,18.6, +  1,19147, -  4
100/04/23,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.6,18.1,14.8,19.3, +  4,26386, + 38
100/04/24,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.6,19.2,15.0,20.2, +  5,24242, -  8
100/04/26,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.9,18.0,13.8,18.7, -  7,31280, + 29
100/04/27,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.1,17.9,13.2,18.8, +  1,25211, - 19
100/04/28,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.9,18.5,15.3,19.9, +  6,23667, -  6
100/04/29,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.9,20.0,15.7,20.7, +  4,20458, - 14
100/04/30,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.7,19.6,14.5,20.4, -  1,26277, + 28
100/05/01,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,30.1,20.0,15.4,21.1, +  3,29835, + 14
100/05/03,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.0,19.1,14.8,20.0, -  5,29045, -  3
100/05/04,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,32.0,20.3,14.5,21.5, +  8,19574, - 33
100/05/05,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.4,20.1,14.6,20.8, -  3,18701, -  4
100/05/06,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,30.7,21.5,15.6,22.1, +  6,17566, -  6
100/05/07,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.9,21.2,15.0,21.7, -  2,26951, + 53
100/05/08,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.1,19.8,15.0,20.3, -  6,30937, + 15
100/05/10,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.5,17.9,13.0,18.8, -  7,37817, + 22
100/05/11,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.7,18.2,14.0,19.2, +  2,25147, - 34
100/05/12,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.1,19.1,15.0,20.1, +  5,22807, -  9
100/05/13,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.8,19.7,15.7,20.7, +  3,21303, -  7
100/05/14,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.5,20.0,14.8,21.2, +  2,27192, + 28
100/05/15,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.9,20.5,16.3,21.9, +  3,26532, -  2
100/05/17,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.8,19.3,13.6,20.7, -  5,28901, +  9
100/05/18,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,37.8,25.6,20.5,27.0, + 30,17695, - 39
100/05/19,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,37.3,27.0,20.4,27.7, +  3,15509, - 12
100/05/20,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,35.6,27.1,21.4,27.6, -  0,21060, + 36
100/05/21,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,35.6,25.1,19.3,26.1, -  5,30047, + 43
100/05/22,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,35.0,23.6,17.8,24.7, -  5,30947, +  3
100/05/24,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.6,22.1,16.1,22.8, -  8,33816, +  9
100/05/25,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.7,19.5,15.1,20.6, - 10,39298, + 16
100/05/26,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.1,18.0,13.7,19.1, -  7,32953, - 16
100/05/27,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.2,19.2,13.0,19.9, +  4,22457, - 32
100/05/28,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.2,19.0,12.7,19.8, -  1,23655, +  5
100/05/29,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.2,19.0,12.8,19.6, -  1,29849, + 26
100/05/31,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.5,20.3,14.3,20.9, +  7,35721, + 20
100/06/01,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.8,22.2,17.2,23.1, + 11,31537, - 12
100/06/02,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,30.8,20.8,16.4,21.9, -  5,32388, +  3
100/06/03,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,35.7,22.7,18.5,24.5, + 12,18801, - 42
100/06/04,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,33.2,22.8,16.6,23.7, -  3,31073, + 65
100/06/05,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,32.7,23.2,18.3,24.1, +  2,32316, +  4
100/06/06,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.6,21.6,15.8,22.4, -  7,25427, - 21
100/06/09,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.9,21.9,15.3,22.6, +  1,32308, + 27
100/06/10,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,37.3,25.1,18.7,26.3, + 16,18573, - 43
100/06/11,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,41.4,28.1,22.4,29.6, + 13,12813, - 31
100/06/12,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,41.4,28.5,22.0,29.8, +  1,11826, -  8
100/06/14,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,50.8,35.8,26.1,36.9, + 24,14676, + 24
100/06/15,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,50.9,40.4,31.4,40.7, + 10,18447, + 26
100/06/16,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,48.9,36.8,30.4,37.9, -  7,17175, -  7
100/06/17,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,48.9,37.3,30.4,38.2, +  1,12327, - 28
100/06/18,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,56.5,39.5,30.8,41.1, +  8,10733, - 13
100/06/19,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,52.7,42.2,32.2,42.3, +  3,12705, + 18
100/06/21,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,53.0,43.4,32.4,43.1, +  2,11574, -  9
100/06/22,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,50.1,41.8,32.9,41.6, -  3,12095, +  5
100/06/23,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,46.3,39.2,28.4,38.5, -  7,15072, + 25
100/06/24,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,45.8,37.1,29.1,37.3, -  3,14219, -  6
100/06/25,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,42.8,34.4,25.9,34.4, -  8,15860, + 12
100/06/26,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,39.7,31.8,24.1,31.8, -  8,13396, - 16
100/06/28,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,42.3,31.5,21.9,31.7, -  0,15127, + 13
100/06/29,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,45.7,32.5,23.9,33.4, +  5,13396, - 11
100/06/30,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,44.7,32.8,21.1,32.9, -  1,19151, + 43
100/07/01,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,45.1,30.9,19.5,31.5, -  4,19021, -  1
100/07/02,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,35.9,28.5,19.4,28.2, - 10,14115, - 26
100/07/03,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,37.6,26.3,16.7,26.6, -  6,17371, + 23
100/07/05,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,32.5,24.1,14.5,23.9, - 10,21779, + 25
100/07/06,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.7,20.9,13.7,21.0, - 12,20338, -  7
100/07/07,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,30.0,19.4,14.1,20.5, -  2,14079, - 31
100/07/08,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.2,18.8,15.4,19.4, -  5,14024, -  0
100/07/09,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.5,19.2,12.7,19.6, +  1,12408, - 12
100/07/10,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.1,19.9,12.9,20.1, +  3,14802, + 19
100/07/12,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.1,19.8,12.1,20.1,0,17520, + 18
100/07/13,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.9,21.5,13.4,21.6, +  7,17660, +  1
100/07/14,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.8,22.4,14.3,22.7, +  5,16694, -  5
100/07/15,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,30.7,22.0,13.4,22.0, -  3,16057, -  4
100/07/16,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,28.2,20.2,13.0,20.4, -  7,15940, -  1
100/07/17,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.4,21.5,12.3,21.3, +  4,14819, -  7
100/07/19,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.6,19.7,12.2,19.4, -  9,23960, + 62
100/07/20,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.4,17.1,10.3,17.0, - 12,22335, -  7
100/07/21,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.7,17.2,8.9,16.8, -  1,17146, - 23
100/07/22,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,22.0,16.2,9.2,16.0, -  5,16496, -  4
100/07/23,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.7,16.2,8.7,16.2, +  1,18762, + 14
100/07/24,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,22.2,15.0,7.0,14.8, -  9,20706, + 10
100/07/26,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,24.6,17.8,7.2,17.0, + 15,13493, - 35
100/07/27,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,26.8,20.1,8.1,19.0, + 12,7602, - 44
100/07/28,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,30.9,20.9,8.0,20.3, +  7,8112, +  7
100/07/29,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,34.9,25.2,14.3,25.0, + 23,9133, + 13
100/07/30,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,37.6,24.4,9.9,24.2, -  3,9741, +  7
100/07/31,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,37.7,24.5,10.2,24.3, +  0,9502, -  2
100/08/02,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,39.4,27.3,13.6,27.0, + 11,7956, - 16
100/08/03,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,38.8,24.8,12.1,25.1, -  7,6022, - 24
100/08/04,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,36.6,24.8,12.4,24.6, -  2,7879, + 31
100/08/05,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,33.2,24.0,13.5,23.7, -  4,5765, - 27
100/08/06,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,37.7,23.2,13.7,24.2, +  2,4062, - 30
100/08/07,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,41.8,27.5,17.6,28.4, + 17,3217, - 21
100/08/09,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,37.7,23.9,13.0,24.5, - 14,5713, + 78
100/08/10,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,35.0,22.3,12.6,22.9, -  7,3793, - 34
100/08/11,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,35.8,23.6,14.1,24.1, +  5,3265, - 14
100/08/12,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.9,23.8,12.0,23.0, -  5,3552, +  9
100/08/13,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,35.3,21.5,8.6,21.7, -  6,6050, + 70
100/08/14,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,32.2,20.5,12.9,21.3, -  2,5747, -  5
100/08/17,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,32.7,20.3,10.9,20.9, -  2,6250, +  9
100/08/18,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.6,21.3,10.6,21.2, +  1,4707, - 25
100/08/19,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.4,17.2,11.3,18.0, - 15,6307, + 34
100/08/20,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.7,14.8,8.8,16.1, - 11,4145, - 34
100/08/21,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.1,14.1,6.1,15.1, -  6,6426, + 55
100/08/23,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,23.4,14.6,7.6,15.0, -  1,5064, - 21
100/08/24,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,32.9,15.1,8.6,17.3, + 15,2973, - 41
100/08/25,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,25.7,12.5,7.6,14.2, - 18,4755, + 60
100/08/26,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.0,14.8,9.6,17.0, + 20,3758, - 21
100/08/27,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,30.6,14.0,7.1,15.9, -  6,6815, + 81
100/08/28,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,29.0,16.5,8.4,17.4, +  9,6172, -  9
100/08/30,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,38.5,14.5,7.8,18.0, +  3,1954, - 68
100/08/31,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,46.0,34.3,7.0,31.2, + 73,353, - 82
100/09/01,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,33.4,22.0,16.0,23.1, - 26,1869,429
100/09/02,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,34.6,19.2,12.5,20.9, - 10,1893, +  1
100/09/03,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,35.9,19.1,8.4,20.3, -  3,2964, + 57
100/09/04,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,26.2,14.7,7.9,15.6, - 23,3190, +  8
100/09/06,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,32.7,13.1,5.8,15.6,0,2889, -  9
100/09/07,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,39.8,18.7,13.2,21.8, + 40,1198, - 59
100/09/08,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,21.7,18.2,8.8,17.0, - 22,1238, +  3
100/09/09,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,30.3,20.0,17.1,21.5, + 26,1011, - 18
100/09/10,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.0,18.7,10.9,18.8, - 13,3409,237
100/09/11,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,32.2,17.6,8.1,18.6, -  1,3576, +  5
100/09/12,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,40.3,18.1,8.4,20.6, + 11,2245, - 37
100/09/15,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,38.4,19.8,11.5,21.9, +  6,3254, + 45
100/09/16,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,31.1,18.6,10.9,19.6, - 11,2399, - 26
100/09/17,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,41.8,23.1,12.8,24.8, + 27,1763, - 27
100/09/18,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,38.7,23.1,13.7,24.4, -  2,2072, + 18
100/09/20,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,38.3,22.8,12.9,23.9, -  2,2646, + 28
100/09/21,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,38.7,23.5,13.0,24.4, +  2,1211, - 54
100/09/22,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,38.5,21.6,15.4,23.8, -  2,1977, + 63
100/09/23,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.7,21.0,14.5,21.0, - 12,2909, + 47
100/09/24,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,27.5,19.0,10.2,18.9, - 10,5927,104
100/09/25,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,32.4,19.2,11.3,20.3, +  7,8195, + 38
100/09/27,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,40.8,20.5,8.7,22.2, +  9,3703, - 55
100/09/28,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,45.5,28.7,12.8,28.9, + 30,1301, - 65
100/09/29,104 台北二  ,B2 鳳梨 金鑽鳳梨 ,46.1,32.5,17.5,32.3, + 12,1633, + 26
