日期,市場,產品,上價,中價,下價,平均價(元/公斤),平均價_跟前一交易日比較%,交易量(公斤),交易量_跟前一交易日比較%
100/06/09,104 台北二  ,R1 芒果 愛文 ,70.7,45.7,27.3,47.0, - 29,"28,590", + 24
100/06/10,104 台北二  ,R1 芒果 愛文 ,74.0,47.1,29.9,49.1, +  4,"20,740", - 27
100/06/11,104 台北二  ,R1 芒果 愛文 ,78.1,52.0,34.3,53.7, +  9,"26,001", + 25
100/06/12,104 台北二  ,R1 芒果 愛文 ,62.3,43.4,29.2,44.3, - 18,"36,596", + 41
100/06/14,104 台北二  ,R1 芒果 愛文 ,68.1,47.3,30.7,48.1, +  9,"30,399", - 17
100/06/15,104 台北二  ,R1 芒果 愛文 ,85.5,56.9,35.1,58.3, + 21,"24,281", - 20
100/06/16,104 台北二  ,R1 芒果 愛文 ,80.2,56.0,36.2,56.9, -  2,"30,524", + 26
100/06/17,104 台北二  ,R1 芒果 愛文 ,72.3,51.1,35.7,52.3, -  8,"27,640", -  9
100/06/18,104 台北二  ,R1 芒果 愛文 ,68.8,45.9,30.2,47.3, - 10,"33,368", + 21
100/06/19,104 台北二  ,R1 芒果 愛文 ,59.5,39.9,24.4,40.7, - 14,"37,335", + 12
100/06/21,104 台北二  ,R1 芒果 愛文 ,58.0,37.3,26.4,39.3, -  3,"44,415", + 19
100/06/22,104 台北二  ,R1 芒果 愛文 ,58.6,38.6,25.2,39.9, +  2,"27,528", - 38
100/06/23,104 台北二  ,R1 芒果 愛文 ,62.5,38.3,26.4,40.8, +  2,"24,478", - 11
100/06/24,104 台北二  ,R1 芒果 愛文 ,67.1,40.6,26.7,43.1, +  6,"27,702", + 13
100/06/25,104 台北二  ,R1 芒果 愛文 ,66.0,42.0,26.3,43.6, +  1,"28,644", +  3
100/06/26,104 台北二  ,R1 芒果 愛文 ,59.7,41.2,27.5,42.2, -  3,"41,952", + 46
100/06/28,104 台北二  ,R1 芒果 愛文 ,57.9,38.5,24.3,39.5, -  6,"43,693", +  4
100/06/29,104 台北二  ,R1 芒果 愛文 ,58.1,37.9,24.6,39.3, -  1,"33,856", - 23
100/06/30,104 台北二  ,R1 芒果 愛文 ,61.4,38.2,23.1,39.8, +  1,"39,518", + 17
100/07/01,104 台北二  ,R1 芒果 愛文 ,66.7,43.0,28.4,44.8, + 13,"29,185", - 26
100/07/02,104 台北二  ,R1 芒果 愛文 ,64.3,40.7,27.5,42.8, -  4,"33,785", + 16
100/07/03,104 台北二  ,R1 芒果 愛文 ,55.2,35.8,25.8,37.7, - 12,"47,035", + 39
100/07/05,104 台北二  ,R1 芒果 愛文 ,47.3,30.6,20.8,32.0, - 15,"52,240", + 11
100/07/06,104 台北二  ,R1 芒果 愛文 ,46.6,29.2,15.1,29.8, -  7,"30,583", - 41
100/07/07,104 台北二  ,R1 芒果 愛文 ,46.4,28.3,16.9,29.7, -  0,"29,053", -  5
100/07/08,104 台北二  ,R1 芒果 愛文 ,50.5,31.7,19.4,33.0, + 11,"22,398", - 23
100/07/09,104 台北二  ,R1 芒果 愛文 ,69.4,43.2,27.5,45.3, + 37,"18,290", - 18
100/07/10,104 台北二  ,R1 芒果 愛文 ,65.8,43.5,29.3,45.1, -  0,"23,268", + 27
100/07/12,104 台北二  ,R1 芒果 愛文 ,64.8,42.0,28.0,43.8, -  3,"30,085", + 29
100/07/13,104 台北二  ,R1 芒果 愛文 ,75.5,51.2,35.8,53.0, + 21,"17,628", - 41
100/07/14,104 台北二  ,R1 芒果 愛文 ,78.1,55.6,35.6,56.1, +  6,"23,229", + 32
100/07/15,104 台北二  ,R1 芒果 愛文 ,71.3,52.4,35.3,52.8, -  6,"26,026", + 12
100/07/16,104 台北二  ,R1 芒果 愛文 ,67.6,49.5,34.2,50.1, -  5,"25,277", -  3
100/07/17,104 台北二  ,R1 芒果 愛文 ,60.0,44.3,29.6,44.5, - 11,"28,618", + 13
100/07/19,104 台北二  ,R1 芒果 愛文 ,51.6,38.3,25.0,38.3, - 14,"45,810", + 60
100/07/20,104 台北二  ,R1 芒果 愛文 ,49.8,36.6,28.4,37.6, -  2,"31,225", - 32
100/07/21,104 台北二  ,R1 芒果 愛文 ,46.7,36.3,23.2,35.7, -  5,"25,770", - 17
100/07/22,104 台北二  ,R1 芒果 愛文 ,48.8,34.8,24.9,35.6, -  0,"26,149", +  1
100/07/23,104 台北二  ,R1 芒果 愛文 ,50.8,37.8,25.2,37.9, +  6,"26,314", +  1
100/07/24,104 台北二  ,R1 芒果 愛文 ,49.5,37.7,25.1,37.5, -  1,"30,006", + 14
100/07/26,104 台北二  ,R1 芒果 愛文 ,46.5,36.1,22.7,35.5, -  5,"32,845", +  9
100/07/27,104 台北二  ,R1 芒果 愛文 ,62.1,44.1,29.9,44.9, + 26,"13,602", - 59
100/07/28,104 台北二  ,R1 芒果 愛文 ,74.5,51.6,33.9,52.7, + 17,"12,728", -  6
100/07/29,104 台北二  ,R1 芒果 愛文 ,80.6,61.1,33.2,59.4, + 13,"12,504", -  2
100/07/30,104 台北二  ,R1 芒果 愛文 ,96.7,68.2,36.9,67.7, + 14,"13,023", +  4
100/07/31,104 台北二  ,R1 芒果 愛文 ,109.4,80.3,42.6,78.6, + 16,"12,979", -  0
100/08/02,104 台北二  ,R1 芒果 愛文 ,92.1,70.3,43.2,69.2, - 12,"22,835", + 76
100/08/03,104 台北二  ,R1 芒果 愛文 ,82.3,57.7,35.0,58.1, - 16,"12,632", - 45
100/08/04,104 台北二  ,R1 芒果 愛文 ,72.4,50.2,30.9,50.8, - 13,"18,933", + 50
100/08/05,104 台北二  ,R1 芒果 愛文 ,74.6,49.7,28.6,50.5, -  1,"12,478", - 34
100/08/06,104 台北二  ,R1 芒果 愛文 ,80.7,52.1,31.0,53.6, +  6,"17,260", + 38
100/08/07,104 台北二  ,R1 芒果 愛文 ,84.5,53.9,29.1,55.1, +  3,"15,833", -  8
100/08/09,104 台北二  ,R1 芒果 愛文 ,90.3,53.6,28.8,56.0, +  2,"19,022", + 20
100/08/10,104 台北二  ,R1 芒果 愛文 ,85.5,55.8,33.5,57.3, +  2,"12,941", - 32
100/08/11,104 台北二  ,R1 芒果 愛文 ,96.5,54.9,28.2,57.8, +  1,"15,900", + 23
100/08/12,104 台北二  ,R1 芒果 愛文 ,87.1,53.1,27.7,54.8, -  5,"22,586", + 42
100/08/13,104 台北二  ,R1 芒果 愛文 ,92.7,54.3,29.6,57.1, +  4,"18,630", - 18
100/08/14,104 台北二  ,R1 芒果 愛文 ,101.6,67.6,35.7,68.0, + 19,"17,729", -  5
100/08/17,104 台北二  ,R1 芒果 愛文 ,105.8,52.2,28.3,58.1, - 15,"17,547", -  1
100/08/18,104 台北二  ,R1 芒果 愛文 ,89.3,52.7,30.3,55.5, -  4,"10,807", - 38
100/08/19,104 台北二  ,R1 芒果 愛文 ,101.4,53.8,24.9,57.6, +  4,"10,696", -  1
100/08/20,104 台北二  ,R1 芒果 愛文 ,95.6,55.6,26.5,57.8, +  0,"10,182", -  5
100/08/21,104 台北二  ,R1 芒果 愛文 ,91.2,56.3,26.0,57.2, -  1,"9,124", - 10
100/08/23,104 台北二  ,R1 芒果 愛文 ,101.3,61.9,25.1,62.4, +  9,"6,585", - 28
100/08/24,104 台北二  ,R1 芒果 愛文 ,102.5,72.4,37.4,71.4, + 14,"3,878", - 41
100/08/25,104 台北二  ,R1 芒果 愛文 ,97.3,66.9,30.3,65.6, -  8,"6,175", + 59
100/08/26,104 台北二  ,R1 芒果 愛文 ,97.6,75.9,41.0,73.2, + 12,"4,418", - 28
100/08/27,104 台北二  ,R1 芒果 愛文 ,99.0,63.9,30.2,64.2, - 12,"7,414", + 68
100/08/28,104 台北二  ,R1 芒果 愛文 ,112.0,71.0,25.1,70.0, +  9,"5,450", - 26
100/08/30,104 台北二  ,R1 芒果 愛文 ,122.1,92.4,43.4,88.6, + 27,"2,431", - 55
100/08/31,104 台北二  ,R1 芒果 愛文 ,118.0,64.5,24.5,67.2, - 24,"2,043", - 16
100/09/01,104 台北二  ,R1 芒果 愛文 ,114.2,65.1,23.5,66.6, -  1,"2,491", + 22
100/09/02,104 台北二  ,R1 芒果 愛文 ,125.6,69.8,34.5,73.9, + 11,"1,124", - 55
100/09/03,104 台北二  ,R1 芒果 愛文 ,110.2,69.1,30.0,69.5, -  6,"1,885", + 68
100/09/04,104 台北二  ,R1 芒果 愛文 ,76.5,39.0,19.1,42.5, - 39,"1,426", - 24
100/09/06,104 台北二  ,R1 芒果 愛文 ,85.5,31.3,15.4,39.0, -  8,530, - 63
100/09/07,104 台北二  ,R1 芒果 愛文 ,82.2,29.1,15.7,37.0, -  5,688, + 30
100/09/08,104 台北二  ,R1 芒果 愛文 ,121.1,43.0,23.9,54.8, + 48,492, - 28
100/09/09,104 台北二  ,R1 芒果 愛文 ,60.0,47.2,34.4,47.2, - 14,54, - 89
100/09/11,104 台北二  ,R1 芒果 愛文 ,70.0,57.5,45.0,57.5,  -  ,12,  -  
100/09/12,104 台北二  ,R1 芒果 愛文 ,96.3,76.0,35.0,71.9, + 25,48, +300
100/09/16,104 台北二  ,R1 芒果 愛文 ,27.0,23.1,22.0,23.7,  -  ,18,  -  
100/09/20,104 台北二  ,R1 芒果 愛文 ,60.0,60.0,60.0,60.0,  -  ,6,  -  
100/09/22,104 台北二  ,R1 芒果 愛文 ,30.0,30.0,30.0,30.0,  -  ,6,  -  
100/09/25,104 台北二  ,R1 芒果 愛文 ,22.0,20.0,20.0,20.4,  -  ,30,  -  
101/03/03,104 台北二  ,R1 芒果 愛文 ,75.0,75.0,75.0,75.0,  -  ,5,  -  
101/03/06,104 台北二  ,R1 芒果 愛文 ,35.0,35.0,35.0,35.0,  -  ,6,  -  
101/03/10,104 台北二  ,R1 芒果 愛文 ,41.4,38.6,26.4,36.7,  -  ,42,  -  
101/03/30,104 台北二  ,R1 芒果 愛文 ,90.0,80.0,70.0,80.0,  -  ,48,  -  
101/03/31,104 台北二  ,R1 芒果 愛文 ,70.0,63.4,58.0,63.7, - 20,108, +125
101/04/07,104 台北二  ,R1 芒果 愛文 ,85.0,85.0,85.0,85.0,  -  ,48,  -  
101/04/08,104 台北二  ,R1 芒果 愛文 ,95.0,95.0,95.0,95.0, + 12,24, - 50
101/04/10,104 台北二  ,R1 芒果 愛文 ,204.4,84.3,60.0,103.5, +  9,69, +188
101/04/11,104 台北二  ,R1 芒果 愛文 ,289.9,64.2,35.0,103.5,    0,89, + 29
101/04/12,104 台北二  ,R1 芒果 愛文 ,105.0,81.7,20.0,74.0, - 29,30, - 66
101/04/13,104 台北二  ,R1 芒果 愛文 ,119.0,73.3,60.0,79.7, +  8,57, + 90
101/04/14,104 台北二  ,R1 芒果 愛文 ,300.0,89.9,50.0,124.0, + 56,152, +167
101/04/15,104 台北二  ,R1 芒果 愛文 ,143.2,93.1,65.4,97.6, - 21,140, -  8
101/04/17,104 台北二  ,R1 芒果 愛文 ,144.0,99.4,86.0,105.6, +  8,129, -  8
101/04/18,104 台北二  ,R1 芒果 愛文 ,195.9,108.3,56.4,115.5, +  9,66, - 49
101/04/19,104 台北二  ,R1 芒果 愛文 ,156.7,106.7,72.0,109.7, -  5,75, + 14
101/04/20,104 台北二  ,R1 芒果 愛文 ,223.1,115.8,59.4,126.0, + 15,131, + 75
101/04/21,104 台北二  ,R1 芒果 愛文 ,222.9,91.0,49.6,109.1, - 13,228, + 74
101/04/22,104 台北二  ,R1 芒果 愛文 ,202.2,84.2,43.4,99.7, -  9,425, + 86
101/04/24,104 台北二  ,R1 芒果 愛文 ,183.4,84.7,45.2,96.5, -  3,721, + 70
101/04/25,104 台北二  ,R1 芒果 愛文 ,129.8,89.3,62.8,92.1, -  5,468, - 35
101/04/26,104 台北二  ,R1 芒果 愛文 ,193.1,91.1,52.5,103.7, + 13,643, + 37
101/04/27,104 台北二  ,R1 芒果 愛文 ,149.8,82.3,37.1,86.8, - 16,845, + 31
101/04/28,104 台北二  ,R1 芒果 愛文 ,177.1,90.3,47.3,99.0, + 14,497, - 41
101/04/29,104 台北二  ,R1 芒果 愛文 ,150.1,80.8,40.4,86.6, - 13,"1,349", +171
101/05/01,104 台北二  ,R1 芒果 愛文 ,144.3,90.7,43.5,92.0, +  6,"1,706", + 26
101/05/02,104 台北二  ,R1 芒果 愛文 ,147.8,93.2,58.0,97.1, +  6,564, - 67
101/05/03,104 台北二  ,R1 芒果 愛文 ,156.7,93.4,51.1,97.6, +  1,"1,877", +233
101/05/04,104 台北二  ,R1 芒果 愛文 ,157.6,94.2,48.9,97.8, +  0,"4,441", +137
101/05/05,104 台北二  ,R1 芒果 愛文 ,167.4,92.3,45.7,98.0, +  0,"2,616", - 41
101/05/06,104 台北二  ,R1 芒果 愛文 ,176.0,104.9,53.0,108.7, + 11,"1,486", - 43
101/05/08,104 台北二  ,R1 芒果 愛文 ,169.3,99.9,49.0,103.6, -  5,"2,574", + 73
101/05/09,104 台北二  ,R1 芒果 愛文 ,204.5,128.2,62.5,130.3, + 26,766, - 70
101/05/10,104 台北二  ,R1 芒果 愛文 ,157.4,106.0,49.7,105.1, - 19,"2,492", +225
101/05/11,104 台北二  ,R1 芒果 愛文 ,160.2,120.6,68.6,118.1, + 12,"2,504", +  0
101/05/12,104 台北二  ,R1 芒果 愛文 ,165.1,125.6,66.1,121.6, +  3,"3,169", + 27
101/05/13,104 台北二  ,R1 芒果 愛文 ,152.7,106.3,57.5,105.8, - 13,"5,072", + 60
101/05/15,104 台北二  ,R1 芒果 愛文 ,127.3,86.8,46.5,86.9, - 18,"7,657", + 51
101/05/16,104 台北二  ,R1 芒果 愛文 ,121.5,85.2,51.1,85.7, -  1,"5,505", - 28
101/05/17,104 台北二  ,R1 芒果 愛文 ,105.5,71.2,40.1,71.9, - 16,"8,191", + 49
101/05/18,104 台北二  ,R1 芒果 愛文 ,109.6,78.6,48.0,78.7, +  9,"7,452", -  9
101/05/19,104 台北二  ,R1 芒果 愛文 ,120.3,88.9,53.1,88.0, + 12,"9,869", + 32
101/05/20,104 台北二  ,R1 芒果 愛文 ,125.0,87.6,55.2,88.6, +  1,"13,596", + 38
101/05/22,104 台北二  ,R1 芒果 愛文 ,106.7,74.9,46.9,75.7, - 15,"21,746", + 60
101/05/23,104 台北二  ,R1 芒果 愛文 ,87.3,60.9,40.8,62.2, - 18,"14,687", - 32
101/05/24,104 台北二  ,R1 芒果 愛文 ,72.3,46.9,33.6,49.3, - 21,"18,340", + 25
101/05/25,104 台北二  ,R1 芒果 愛文 ,67.7,45.9,34.0,47.9, -  3,"22,428", + 22
101/05/26,104 台北二  ,R1 芒果 愛文 ,61.1,43.1,30.8,44.2, -  8,"23,384", +  4
101/05/27,104 台北二  ,R1 芒果 愛文 ,56.5,41.7,30.6,42.5, -  4,"32,696", + 40
101/05/29,104 台北二  ,R1 芒果 愛文 ,51.8,34.3,23.3,35.6, - 16,"39,159", + 20
101/05/30,104 台北二  ,R1 芒果 愛文 ,54.8,37.6,27.4,39.0, + 10,"25,480", - 35
101/05/31,104 台北二  ,R1 芒果 愛文 ,58.6,39.2,27.9,40.8, +  5,"21,921", - 14
101/06/01,104 台北二  ,R1 芒果 愛文 ,63.2,44.9,33.0,46.2, + 13,"23,291", +  6
101/06/02,104 台北二  ,R1 芒果 愛文 ,75.3,55.2,37.6,55.7, + 21,"25,390", +  9
101/06/03,104 台北二  ,R1 芒果 愛文 ,87.8,64.0,41.4,64.2, + 15,"26,056", +  3
101/06/05,104 台北二  ,R1 芒果 愛文 ,92.0,66.6,41.6,66.7, +  4,"25,064", -  4
101/06/06,104 台北二  ,R1 芒果 愛文 ,85.0,55.5,36.8,57.7, - 13,"19,958", - 20
101/06/07,104 台北二  ,R1 芒果 愛文 ,75.3,49.4,35.1,51.7, - 10,"24,460", + 23
101/06/08,104 台北二  ,R1 芒果 愛文 ,74.0,50.1,36.0,52.0, +  1,"24,207", -  1
101/06/09,104 台北二  ,R1 芒果 愛文 ,72.3,49.0,36.0,51.0, -  2,"28,438", + 17
101/06/10,104 台北二  ,R1 芒果 愛文 ,65.5,46.0,32.1,47.1, -  8,"32,404", + 14
101/06/12,104 台北二  ,R1 芒果 愛文 ,67.5,40.9,25.1,43.1, -  8,"26,927", - 17
101/06/13,104 台北二  ,R1 芒果 愛文 ,87.3,55.2,35.7,57.7, + 34,"13,825", - 49
101/06/14,104 台北二  ,R1 芒果 愛文 ,101.3,62.2,39.5,65.5, + 14,"13,372", -  3
101/06/15,104 台北二  ,R1 芒果 愛文 ,87.9,60.2,38.5,61.4, -  6,"19,771", + 48
101/06/16,104 台北二  ,R1 芒果 愛文 ,97.4,62.8,39.9,65.1, +  6,"24,281", + 23
101/06/17,104 台北二  ,R1 芒果 愛文 ,96.8,66.0,41.8,67.3, +  3,"26,594", + 10
101/06/19,104 台北二  ,R1 芒果 愛文 ,99.3,58.6,31.0,61.2, -  9,"42,929", + 61
101/06/20,104 台北二  ,R1 芒果 愛文 ,88.9,48.4,25.9,52.0, - 15,"39,631", -  8
101/06/21,104 台北二  ,R1 芒果 愛文 ,83.8,53.4,29.9,54.8, +  5,"11,115", - 72
101/06/22,104 台北二  ,R1 芒果 愛文 ,94.6,52.5,26.2,55.6, +  1,"30,756", +177
101/06/23,104 台北二  ,R1 芒果 愛文 ,101.9,53.5,25.0,57.5, +  3,"20,778", - 32
101/06/26,104 台北二  ,R1 芒果 愛文 ,84.9,48.3,25.7,51.1, - 11,"30,457", + 47
101/06/27,104 台北二  ,R1 芒果 愛文 ,87.9,47.2,28.0,51.5, +  1,"16,273", - 47
101/06/28,104 台北二  ,R1 芒果 愛文 ,91.5,51.9,33.3,56.1, +  9,"13,086", - 20
101/06/29,104 台北二  ,R1 芒果 愛文 ,94.5,58.4,35.7,61.1, +  9,"12,551", -  4
101/06/30,104 台北二  ,R1 芒果 愛文 ,98.1,60.7,34.8,63.0, +  3,"16,514", + 32
101/07/01,104 台北二  ,R1 芒果 愛文 ,119.4,77.6,41.8,78.8, + 25,"13,483", - 18
101/07/03,104 台北二  ,R1 芒果 愛文 ,123.5,78.3,41.0,79.9, +  1,"16,569", + 23
101/07/04,104 台北二  ,R1 芒果 愛文 ,126.4,81.8,40.6,82.5, +  3,"8,786", - 47
101/07/05,104 台北二  ,R1 芒果 愛文 ,130.2,81.0,49.7,84.6, +  3,"7,765", - 12
101/07/06,104 台北二  ,R1 芒果 愛文 ,123.8,84.1,56.3,86.5, +  2,"8,006", +  3
101/07/07,104 台北二  ,R1 芒果 愛文 ,135.8,91.4,55.5,93.1, +  8,"7,875", -  2
101/07/08,104 台北二  ,R1 芒果 愛文 ,124.3,88.0,55.1,88.7, -  5,"9,715", + 23
101/07/10,104 台北二  ,R1 芒果 愛文 ,95.1,68.2,45.0,68.9, - 22,"23,932", +146
101/07/11,104 台北二  ,R1 芒果 愛文 ,86.9,60.3,41.5,61.9, - 10,"15,987", - 33
101/07/12,104 台北二  ,R1 芒果 愛文 ,86.1,59.1,41.9,61.1, -  1,"15,363", -  4
101/07/13,104 台北二  ,R1 芒果 愛文 ,98.4,64.2,43.9,67.0, + 10,"10,515", - 32
101/07/14,104 台北二  ,R1 芒果 愛文 ,106.0,71.7,50.5,74.3, + 11,"12,903", + 23
101/07/15,104 台北二  ,R1 芒果 愛文 ,99.6,68.5,49.3,70.9, -  5,"19,079", + 48
101/07/17,104 台北二  ,R1 芒果 愛文 ,93.5,64.1,43.9,66.0, -  7,"23,659", + 24
101/07/18,104 台北二  ,R1 芒果 愛文 ,98.9,67.0,44.9,69.0, +  5,"16,182", - 32
101/07/19,104 台北二  ,R1 芒果 愛文 ,95.9,68.5,50.9,70.4, +  2,"19,792", + 22
101/07/20,104 台北二  ,R1 芒果 愛文 ,91.1,62.1,44.7,64.5, -  8,"15,667", - 21
101/07/21,104 台北二  ,R1 芒果 愛文 ,94.0,64.4,46.2,66.7, +  3,"18,309", + 17
101/07/22,104 台北二  ,R1 芒果 愛文 ,82.6,57.2,41.9,59.2, - 11,"26,001", + 42
101/07/24,104 台北二  ,R1 芒果 愛文 ,72.6,51.1,39.8,53.1, - 10,"36,448", + 40
101/07/25,104 台北二  ,R1 芒果 愛文 ,74.4,54.9,41.5,56.1, +  6,"17,057", - 53
101/07/26,104 台北二  ,R1 芒果 愛文 ,78.3,59.9,43.2,60.2, +  7,"11,292", - 34
101/07/27,104 台北二  ,R1 芒果 愛文 ,85.3,65.1,50.2,66.1, + 10,"12,676", + 12
101/07/28,104 台北二  ,R1 芒果 愛文 ,91.2,68.6,49.5,69.3, +  5,"14,611", + 15
