年度,期作,縣市,鄉鎮,作物代碼,作物,收穫面積(公頃),種植面積(公頃),每公頃收穫量(公斤),收量(公斤)
108,一期作,桃園市,觀音區,411 ,洋香瓜,2.59,2.59,9500.0,24605.0
108,二期作,桃園市,觀音區,411 ,洋香瓜,0.92,0.92,15000.0,13800.0
108,全年,桃園市,觀音區,411 ,洋香瓜,3.51,3.51,10942.0,38405.0
108,一期作,桃園市,觀音區,412 ,香瓜,10.83,10.83,11000.0,119130.0
108,二期作,桃園市,觀音區,412 ,香瓜,1.6,1.6,16000.0,25600.0
108,全年,桃園市,觀音區,412 ,香瓜,12.43,12.43,11644.0,144730.0
108,裡作,桃園市,觀音區,414 ,草莓,1.01,1.01,9000.0,9090.0
108,全年,桃園市,觀音區,414 ,草莓,1.01,1.01,9000.0,9090.0
108,裡作,桃園市,觀音區,416 ,蘿蔔,1.39,1.39,17000.0,23630.0
108,全年,桃園市,觀音區,416 ,蘿蔔,1.39,1.39,17000.0,23630.0
108,裡作,桃園市,觀音區,417 ,胡蘿蔔,0.07,0.07,17000.0,1190.0
108,全年,桃園市,觀音區,417 ,胡蘿蔔,0.07,0.07,17000.0,1190.0
108,一期作,桃園市,觀音區,418 ,茭白筍,1.44,1.44,6600.0,9504.0
108,全年,桃園市,觀音區,418 ,茭白筍,1.44,1.44,6600.0,9504.0
108,裡作,桃園市,觀音區,419 ,甘藍,5.82,5.82,36000.0,209520.0
108,一期作,桃園市,觀音區,419 ,甘藍,0.2,0.2,24000.0,4800.0
108,二期作,桃園市,觀音區,419 ,甘藍,2.8,2.8,33000.0,92400.0
108,全年,桃園市,觀音區,419 ,甘藍,8.82,8.82,34776.0,306720.0
108,裡作,桃園市,觀音區,421 ,結球白菜,0.03,0.03,19500.0,585.0
108,全年,桃園市,觀音區,421 ,結球白菜,0.03,0.03,19500.0,585.0
108,裡作,桃園市,觀音區,422 ,不結球白菜,17.82,17.82,18000.0,320760.0
108,一期作,桃園市,觀音區,422 ,不結球白菜,4.3,4.3,15000.0,64500.0
108,二期作,桃園市,觀音區,422 ,不結球白菜,33.9,33.9,21000.0,711900.0
108,全年,桃園市,觀音區,422 ,不結球白菜,56.019999999999996,56.019999999999996,19585.0,1097160.0
108,裡作,桃園市,觀音區,425 ,食用番茄,0.1,0.1,15000.0,1500.0
108,全年,桃園市,觀音區,425 ,食用番茄,0.1,0.1,15000.0,1500.0
108,一期作,桃園市,觀音區,309 ,洛神葵,0.5,0.5,1300.0,650.0
108,二期作,桃園市,觀音區,309 ,洛神葵,1.2,1.2,1300.0,1560.0
108,全年,桃園市,觀音區,309 ,洛神葵,1.7,1.7,1300.0,2210.0
108,裡作,桃園市,觀音區,436 ,青蒜,0.01,0.01,15000.0,150.0
108,一期作,桃園市,觀音區,436 ,青蒜,0.02,0.02,15000.0,300.0
108,全年,桃園市,觀音區,436 ,青蒜,0.03,0.03,15000.0,450.0
108,一期作,桃園市,觀音區,438 ,蔥,0.91,0.91,15000.0,13650.0
108,全年,桃園市,觀音區,438 ,蔥,0.91,0.91,15000.0,13650.0
108,一期作,桃園市,觀音區,440 ,芋,0.61,0.61,11000.0,6710.0
108,全年,桃園市,觀音區,440 ,芋,0.61,0.61,11000.0,6710.0
108,一期作,桃園市,觀音區,320 ,其他 (特作),1.0,1.0,6000.0,6000.0
108,全年,桃園市,觀音區,320 ,其他 (特作),1.0,1.0,6000.0,6000.0
108,一期作,桃園市,觀音區,443 ,蓮藕,37.69,37.69,12000.0,452280.0
108,全年,桃園市,觀音區,443 ,蓮藕,37.69,37.69,12000.0,452280.0
108,裡作,桃園市,觀音區,201 ,甘藷,1.14,1.14,18000.0,20520.0
108,一期作,桃園市,觀音區,201 ,甘藷,3.81,3.81,26000.0,99060.0
108,二期作,桃園市,觀音區,201 ,甘藷,11.06,11.06,25000.0,276500.0
108,全年,桃園市,觀音區,201 ,甘藷,16.01,16.01,24740.0,396080.0
108,全年,桃園市,觀音區,326 ,油茶,4.27,4.27,600.0,2562.0
108,裡作,桃園市,觀音區,456 ,大芥菜,2.23,2.23,23000.0,51290.0
108,全年,桃園市,觀音區,456 ,大芥菜,2.23,2.23,23000.0,51290.0
108,全年,桃園市,觀音區,698 ,其他,0.06,0.06,6667.0,400.0
108,裡作,桃園市,觀音區,457 ,甕菜,0.2,0.2,18000.0,3600.0
108,一期作,桃園市,觀音區,457 ,甕菜,13.99,13.99,18000.0,251820.0
108,二期作,桃園市,觀音區,457 ,甕菜,12.64,12.64,18000.0,227520.0
108,全年,桃園市,觀音區,457 ,甕菜,26.83,26.83,18000.0,482940.0
108,裡作,桃園市,觀音區,459 ,菠菜,3.5,3.5,18000.0,63000.0
108,全年,桃園市,觀音區,459 ,菠菜,3.5,3.5,18000.0,63000.0
108,裡作,桃園市,觀音區,460 ,萵苣,2.6,2.6,18000.0,46800.0
108,全年,桃園市,觀音區,460 ,萵苣,2.6,2.6,18000.0,46800.0
108,一期作,桃園市,觀音區,461 ,莧菜,25.84,25.84,18000.0,465120.0
108,二期作,桃園市,觀音區,461 ,莧菜,12.28,12.28,19000.0,233320.0
108,全年,桃園市,觀音區,461 ,莧菜,38.12,38.12,18322.0,698440.0
108,裡作,桃園市,觀音區,462 ,茼蒿,0.2,0.2,13000.0,2600.0
108,全年,桃園市,觀音區,462 ,茼蒿,0.2,0.2,13000.0,2600.0
108,二期作,桃園市,觀音區,101 ,大豆,222.3,222.3,1150.0,255645.0
108,全年,桃園市,觀音區,101 ,大豆,222.3,222.3,1150.0,255645.0
108,裡作,桃園市,觀音區,465 ,芥藍,13.49,13.49,20000.0,269800.0
108,一期作,桃園市,觀音區,465 ,芥藍,2.2,2.2,21000.0,46200.0
108,二期作,桃園市,觀音區,465 ,芥藍,9.34,9.34,23000.0,214820.0
108,全年,桃園市,觀音區,465 ,芥藍,25.03,25.03,21207.0,530820.0
108,一期作,桃園市,觀音區,102 ,落花生,2.25,2.25,1900.0,4275.0
108,二期作,桃園市,觀音區,102 ,落花生,0.75,0.75,2200.0,1650.0
108,全年,桃園市,觀音區,102 ,落花生,3.0,3.0,1975.0,5925.0
108,裡作,桃園市,桃園區,470 ,其他(果菜),63.56,63.56,18000.0,1144080.0
108,一期作,桃園市,桃園區,470 ,其他(果菜),45.78,45.78,17500.0,801150.0
108,二期作,桃園市,桃園區,470 ,其他(果菜),90.4,90.4,18500.0,1672400.0
108,全年,桃園市,桃園區,470 ,其他(果菜),199.74,199.74,18112.0,3617630.0
108,一期作,桃園市,桃園區,474 ,越瓜,0.95,0.95,13500.0,12825.0
108,全年,桃園市,桃園區,474 ,越瓜,0.95,0.95,13500.0,12825.0
108,一期作,桃園市,桃園區,475 ,冬瓜,1.13,1.13,14000.0,15820.0
108,全年,桃園市,桃園區,475 ,冬瓜,1.13,1.13,14000.0,15820.0
108,一期作,桃園市,桃園區,483 ,南瓜,0.1,0.1,14000.0,1400.0
108,全年,桃園市,桃園區,483 ,南瓜,0.1,0.1,14000.0,1400.0
108,一期作,桃園市,桃園區,002 ,食用玉米,0.2,0.2,6200.0,1240.0
108,二期作,桃園市,桃園區,002 ,食用玉米,0.02,0.02,4000.0,80.0
108,全年,桃園市,桃園區,002 ,食用玉米,0.22,0.22,6000.0,1320.0
108,一期作,桃園市,桃園區,487 ,扁蒲,1.28,1.28,13500.0,17280.0
108,全年,桃園市,桃園區,487 ,扁蒲,1.28,1.28,13500.0,17280.0
108,全年,桃園市,桃園區,941 ,苗圃類,7.0,7.0,1700000.0,11900000.0
108,全年,桃園市,桃園區,942 ,盆花類,11.2,11.2,4250000.0,47600000.0
108,全年,桃園市,桃園區,601 ,香蕉,5.3,5.3,17000.0,90100.0
108,全年,桃園市,桃園區,605 ,桶柑,0.0,0.03,0.0,0.0
108,全年,桃園市,桃園區,607 ,文旦柚,0.1,0.2,8400.0,840.0
108,全年,桃園市,桃園區,611 ,檸檬,0.03,0.03,8000.0,240.0
108,全年,桃園市,桃園區,623 ,番石榴,0.86,0.86,8703.0,7485.0
108,全年,桃園市,桃園區,627 ,木瓜,0.13,0.13,24000.0,3120.0
108,裡作,桃園市,桃園區,516 ,休閒面積,0.0,406.92,0.0,0.0
108,一期作,桃園市,桃園區,516 ,休閒面積,0.0,255.16,0.0,0.0
108,二期作,桃園市,桃園區,516 ,休閒面積,0.0,327.54,0.0,0.0
108,全年,桃園市,桃園區,516 ,休閒面積,0.0,989.6200000000001,0.0,0.0
108,裡作,桃園市,桃園區,517 ,荒廢面積,0.0,84.16,0.0,0.0
108,一期作,桃園市,桃園區,517 ,荒廢面積,0.0,84.35,0.0,0.0
108,二期作,桃園市,桃園區,517 ,荒廢面積,0.0,84.72,0.0,0.0
108,全年,桃園市,桃園區,517 ,荒廢面積,0.0,253.23,0.0,0.0
108,全年,桃園市,桃園區,403 ,竹筍,3.18,3.28,6000.0,19080.0
108,全年,桃園市,桃園區,651 ,紅龍果,0.45,0.47,25022.0,11260.0
108,一期作,桃園市,桃園區,410 ,西瓜,0.24,0.24,15000.0,3600.0
108,全年,桃園市,桃園區,410 ,西瓜,0.24,0.24,15000.0,3600.0
108,裡作,桃園市,桃園區,416 ,蘿蔔,0.9,0.9,25000.0,22500.0
108,二期作,桃園市,桃園區,416 ,蘿蔔,0.2,0.2,18000.0,3600.0
108,全年,桃園市,桃園區,416 ,蘿蔔,1.1,1.1,23727.0,26100.0
108,一期作,桃園市,桃園區,418 ,茭白筍,1.93,1.93,7000.0,13510.0
108,全年,桃園市,桃園區,418 ,茭白筍,1.93,1.93,7000.0,13510.0
108,裡作,桃園市,桃園區,419 ,甘藍,1.27,1.27,40200.0,51054.0
108,一期作,桃園市,桃園區,419 ,甘藍,0.97,0.97,33600.0,32592.0
108,二期作,桃園市,桃園區,419 ,甘藍,0.91,0.91,32600.0,29666.0
108,全年,桃園市,桃園區,419 ,甘藍,3.1500000000000004,3.1500000000000004,35972.0,113312.0
108,裡作,桃園市,桃園區,422 ,不結球白菜,13.18,13.18,18000.0,237240.0
108,一期作,桃園市,桃園區,422 ,不結球白菜,15.08,15.08,17500.0,263900.0
108,二期作,桃園市,桃園區,422 ,不結球白菜,22.57,22.57,18000.0,406260.0
108,全年,桃園市,桃園區,422 ,不結球白菜,50.83,50.83,17852.0,907400.0
108,一期作,桃園市,桃園區,425 ,食用番茄,0.2,0.2,15000.0,3000.0
108,全年,桃園市,桃園區,425 ,食用番茄,0.2,0.2,15000.0,3000.0
108,二期作,桃園市,桃園區,309 ,洛神葵,0.01,0.01,1000.0,10.0
108,全年,桃園市,桃園區,309 ,洛神葵,0.01,0.01,1000.0,10.0
108,一期作,桃園市,桃園區,311 ,仙草,0.15,0.15,3000.0,450.0
108,全年,桃園市,桃園區,311 ,仙草,0.15,0.15,3000.0,450.0
108,裡作,桃園市,桃園區,438 ,蔥,1.99,1.99,19000.0,37810.0
108,一期作,桃園市,桃園區,438 ,蔥,1.82,1.82,17000.0,30940.0
108,二期作,桃園市,桃園區,438 ,蔥,1.49,1.49,21000.0,31290.0
108,全年,桃園市,桃園區,438 ,蔥,5.3,5.3,18875.0,100040.0
108,一期作,桃園市,桃園區,440 ,芋,0.22,0.22,17000.0,3740.0
108,全年,桃園市,桃園區,440 ,芋,0.22,0.22,17000.0,3740.0
108,一期作,桃園市,桃園區,443 ,蓮藕,8.46,8.46,18500.0,156510.0
108,全年,桃園市,桃園區,443 ,蓮藕,8.46,8.46,18500.0,156510.0
108,一期作,桃園市,桃園區,201 ,甘藷,0.3,0.3,20000.0,6000.0
108,二期作,桃園市,桃園區,201 ,甘藷,0.2,0.2,18000.0,3600.0
108,全年,桃園市,桃園區,201 ,甘藷,0.5,0.5,19200.0,9600.0
108,裡作,桃園市,桃園區,456 ,大芥菜,2.85,2.85,25000.0,71250.0
108,二期作,桃園市,桃園區,456 ,大芥菜,0.9,0.9,20000.0,18000.0
108,全年,桃園市,桃園區,456 ,大芥菜,3.75,3.75,23800.0,89250.0
108,全年,桃園市,桃園區,698 ,其他,0.15,0.15,9000.0,1350.0
108,裡作,桃園市,桃園區,457 ,甕菜,5.54,5.54,19000.0,105260.0
108,一期作,桃園市,桃園區,457 ,甕菜,7.93,7.93,13000.0,103090.0
108,二期作,桃園市,桃園區,457 ,甕菜,14.91,14.91,19500.0,290745.0
108,全年,桃園市,桃園區,457 ,甕菜,28.38,28.38,17586.0,499095.0
108,裡作,桃園市,桃園區,458 ,芹菜,2.08,2.08,19500.0,40560.0
108,一期作,桃園市,桃園區,458 ,芹菜,0.18,0.18,18000.0,3240.0
108,全年,桃園市,桃園區,458 ,芹菜,2.2600000000000002,2.2600000000000002,19381.0,43800.0
108,裡作,桃園市,桃園區,459 ,菠菜,9.07,9.07,17500.0,158725.0
108,一期作,桃園市,桃園區,459 ,菠菜,6.54,6.54,18000.0,117720.0
108,全年,桃園市,桃園區,459 ,菠菜,15.61,15.61,17709.0,276445.0
108,裡作,桃園市,桃園區,460 ,萵苣,10.37,10.37,18000.0,186660.0
108,一期作,桃園市,桃園區,460 ,萵苣,12.45,12.45,18000.0,224100.0
108,二期作,桃園市,桃園區,460 ,萵苣,9.9,9.9,18000.0,178200.0
108,全年,桃園市,桃園區,460 ,萵苣,32.72,32.72,18000.0,588960.0
108,一期作,桃園市,桃園區,461 ,莧菜,14.7,14.7,19500.0,286650.0
108,二期作,桃園市,桃園區,461 ,莧菜,25.05,25.05,20000.0,501000.0
108,全年,桃園市,桃園區,461 ,莧菜,39.75,39.75,19815.0,787650.0
108,裡作,桃園市,桃園區,465 ,芥藍,4.26,4.26,25000.0,106500.0
108,一期作,桃園市,桃園區,465 ,芥藍,0.27,0.27,23500.0,6345.0
108,二期作,桃園市,桃園區,465 ,芥藍,1.61,1.61,19500.0,31395.0
108,全年,桃園市,桃園區,465 ,芥藍,6.14,6.14,23492.0,144240.0
108,裡作,桃園市,新屋區,470 ,其他(果菜),40.96,40.96,15000.0,614400.0
108,一期作,桃園市,新屋區,470 ,其他(果菜),62.84,62.84,18000.0,1131120.0
108,二期作,桃園市,新屋區,470 ,其他(果菜),51.03,51.03,16000.0,816480.0
108,全年,桃園市,新屋區,470 ,其他(果菜),154.83,154.83,16547.0,2562000.0
108,裡作,桃園市,新屋區,471 ,花椰菜,0.89,0.89,12000.0,10680.0
108,全年,桃園市,新屋區,471 ,花椰菜,0.89,0.89,12000.0,10680.0
108,裡作,桃園市,新屋區,472 ,青花菜,0.15,0.15,19000.0,2850.0
108,全年,桃園市,新屋區,472 ,青花菜,0.15,0.15,19000.0,2850.0
108,一期作,桃園市,新屋區,473 ,胡瓜,0.19,0.19,15000.0,2850.0
108,二期作,桃園市,新屋區,473 ,胡瓜,0.31,0.31,17000.0,5270.0
108,全年,桃園市,新屋區,473 ,胡瓜,0.5,0.5,16240.0,8120.0
108,一期作,桃園市,新屋區,475 ,冬瓜,3.32,3.32,10000.0,33200.0
108,二期作,桃園市,新屋區,475 ,冬瓜,0.29,0.29,20000.0,5800.0
108,全年,桃園市,新屋區,475 ,冬瓜,3.61,3.61,10803.0,39000.0
108,一期作,桃園市,新屋區,476 ,苦瓜,0.12,0.12,12000.0,1440.0
108,全年,桃園市,新屋區,476 ,苦瓜,0.12,0.12,12000.0,1440.0
108,一期作,桃園市,新屋區,477 ,茄子,0.16,0.16,8000.0,1280.0
108,全年,桃園市,新屋區,477 ,茄子,0.16,0.16,8000.0,1280.0
108,一期作,桃園市,新屋區,482 ,辣椒,0.64,0.64,8000.0,5120.0
108,全年,桃園市,新屋區,482 ,辣椒,0.64,0.64,8000.0,5120.0
108,裡作,桃園市,新屋區,483 ,南瓜,0.1,0.25,16000.0,1600.0
108,一期作,桃園市,新屋區,483 ,南瓜,36.09,36.09,14000.0,505260.0
108,二期作,桃園市,新屋區,483 ,南瓜,2.53,2.53,20000.0,50600.0
108,全年,桃園市,新屋區,483 ,南瓜,38.720000000000006,38.870000000000005,14397.0,557460.0
108,裡作,桃園市,新屋區,002 ,食用玉米,2.82,2.82,4000.0,11280.0
108,一期作,桃園市,新屋區,002 ,食用玉米,11.15,11.15,5200.0,57980.0
108,二期作,桃園市,新屋區,002 ,食用玉米,4.5,4.5,4500.0,20250.0
108,全年,桃園市,新屋區,002 ,食用玉米,18.47,18.47,4846.0,89510.0
108,一期作,桃園市,新屋區,488 ,絲瓜,0.15,0.15,14000.0,2100.0
108,二期作,桃園市,新屋區,488 ,絲瓜,0.37,0.37,14000.0,5180.0
108,全年,桃園市,新屋區,488 ,絲瓜,0.52,0.52,14000.0,7280.0
108,一期作,桃園市,新屋區,489 ,黃秋葵,0.2,0.2,8000.0,1600.0
108,全年,桃園市,新屋區,489 ,黃秋葵,0.2,0.2,8000.0,1600.0
108,全年,桃園市,新屋區,802 ,山藥,0.52,0.52,8000.0,4160.0
108,一期作,桃園市,新屋區,493 ,四季豆,0.21,0.21,8000.0,1680.0
108,二期作,桃園市,新屋區,493 ,四季豆,0.1,0.1,8000.0,800.0
108,全年,桃園市,新屋區,493 ,四季豆,0.31,0.31,8000.0,2480.0
108,全年,桃園市,新屋區,811 ,其他藥用,0.2,0.2,2000.0,400.0
108,全年,桃園市,新屋區,941 ,苗圃類,39.29,39.29,2000000.0,78580000.0
108,全年,桃園市,新屋區,942 ,盆花類,1.15,1.15,4500000.0,5175000.0
108,二期作,桃園市,新屋區,701 ,燕麥,6.0,6.0,33000.0,198000.0
108,全年,桃園市,新屋區,701 ,燕麥,6.0,6.0,33000.0,198000.0
108,一期作,桃園市,新屋區,702 ,其他短期牧草,5.38,5.38,10000.0,53800.0
108,二期作,桃園市,新屋區,702 ,其他短期牧草,22.0,22.0,22000.0,484000.0
108,全年,桃園市,新屋區,702 ,其他短期牧草,27.38,27.38,19642.0,537800.0
108,全年,桃園市,新屋區,703 ,盤固拉草,11.05,11.05,93000.0,1027650.0
108,全年,桃園市,新屋區,704 ,狼尾草,26.69,26.69,110000.0,2935900.0
108,全年,桃園市,新屋區,705 ,其他長期牧草,13.0,13.0,93000.0,1209000.0
108,全年,桃園市,新屋區,601 ,香蕉,2.63,2.63,11200.0,29456.0
108,全年,桃園市,新屋區,602 ,鳳梨,0.01,0.01,39200.0,392.0
108,全年,桃園市,新屋區,604 ,柳橙,0.0,0.03,0.0,0.0
108,全年,桃園市,新屋區,607 ,文旦柚,0.01,0.04,6900.0,69.0
108,全年,桃園市,新屋區,609 ,白柚,1.0,1.03,12000.0,12000.0
108,全年,桃園市,新屋區,611 ,檸檬,0.5,0.52,4400.0,2200.0
108,一期作,桃園市,新屋區,502 ,田青,0.04,0.04,25000.0,1000.0
108,二期作,桃園市,新屋區,502 ,田青,62.0,62.0,10000.0,620000.0
108,全年,桃園市,新屋區,502 ,田青,62.04,62.04,10010.0,621000.0
108,全年,桃園市,新屋區,623 ,番石榴,1.25,1.55,11400.0,14250.0
108,全年,桃園市,新屋區,627 ,木瓜,0.72,0.72,20000.0,14400.0
108,一期作,桃園市,新屋區,508 ,太陽麻,7.52,7.52,12000.0,90240.0
108,二期作,桃園市,新屋區,508 ,太陽麻,1447.35,1447.35,10000.0,14473500.0
108,全年,桃園市,新屋區,508 ,太陽麻,1454.87,1454.87,10010.0,14563740.0
108,裡作,桃園市,新屋區,509 ,油菜,234.5,234.5,18000.0,4221000.0
108,全年,桃園市,新屋區,509 ,油菜,234.5,234.5,18000.0,4221000.0
108,裡作,桃園市,新屋區,512 ,埃及三葉草,211.0,211.0,9000.0,1899000.0
108,全年,桃園市,新屋區,512 ,埃及三葉草,211.0,211.0,9000.0,1899000.0
108,一期作,桃園市,新屋區,513 ,青皮豆,12.2,12.2,8000.0,97600.0
108,二期作,桃園市,新屋區,513 ,青皮豆,1373.0,1373.0,10000.0,13730000.0
108,全年,桃園市,新屋區,513 ,青皮豆,1385.2,1385.2,9982.0,13827600.0
108,裡作,桃園市,新屋區,516 ,休閒面積,0.0,4747.48,0.0,0.0
108,一期作,桃園市,新屋區,516 ,休閒面積,0.0,453.87,0.0,0.0
108,二期作,桃園市,新屋區,516 ,休閒面積,0.0,1174.8,0.0,0.0
108,全年,桃園市,新屋區,516 ,休閒面積,0.0,6376.15,0.0,0.0
108,裡作,桃園市,新屋區,517 ,荒廢面積,0.0,1.55,0.0,0.0
108,一期作,桃園市,新屋區,517 ,荒廢面積,0.0,2.72,0.0,0.0
108,二期作,桃園市,新屋區,517 ,荒廢面積,0.0,1.63,0.0,0.0
108,全年,桃園市,新屋區,517 ,荒廢面積,0.0,5.9,0.0,0.0
108,全年,桃園市,新屋區,641 ,棗,0.1,0.1,2100.0,210.0
108,全年,桃園市,新屋區,643 ,百香果,0.1,0.1,9100.0,910.0
108,全年,桃園市,新屋區,402 ,韭菜,0.08,0.08,30000.0,2400.0
108,全年,桃園市,新屋區,403 ,竹筍,2.07,2.27,5000.0,10350.0
108,全年,桃園市,新屋區,651 ,紅龍果,6.29,6.96,30000.0,188700.0
108,一期作,桃園市,新屋區,410 ,西瓜,18.2,18.2,15000.0,273000.0
108,二期作,桃園市,新屋區,410 ,西瓜,1.55,1.55,22000.0,34100.0
108,全年,桃園市,新屋區,410 ,西瓜,19.75,19.75,15549.0,307100.0
108,一期作,桃園市,新屋區,411 ,洋香瓜,17.34,17.34,11000.0,190740.0
108,二期作,桃園市,新屋區,411 ,洋香瓜,5.1,5.1,21000.0,107100.0
108,全年,桃園市,新屋區,411 ,洋香瓜,22.439999999999998,22.439999999999998,13273.0,297840.0
108,一期作,桃園市,新屋區,412 ,香瓜,4.19,4.19,9500.0,39805.0
108,二期作,桃園市,新屋區,412 ,香瓜,4.26,4.26,21000.0,89460.0
108,全年,桃園市,新屋區,412 ,香瓜,8.45,8.45,15298.0,129265.0
108,裡作,桃園市,新屋區,414 ,草莓,0.5,0.5,6600.0,3300.0
108,全年,桃園市,新屋區,414 ,草莓,0.5,0.5,6600.0,3300.0
108,裡作,桃園市,新屋區,416 ,蘿蔔,8.04,8.04,20000.0,160800.0
108,一期作,桃園市,新屋區,416 ,蘿蔔,0.1,0.1,17000.0,1700.0
108,二期作,桃園市,新屋區,416 ,蘿蔔,0.18,0.18,14000.0,2520.0
108,全年,桃園市,新屋區,416 ,蘿蔔,8.319999999999999,8.319999999999999,19834.0,165020.0
108,裡作,桃園市,新屋區,417 ,胡蘿蔔,0.3,0.3,14000.0,4200.0
108,一期作,桃園市,新屋區,417 ,胡蘿蔔,0.05,0.05,15000.0,750.0
108,全年,桃園市,新屋區,417 ,胡蘿蔔,0.35,0.35,14143.0,4950.0
108,一期作,桃園市,新屋區,418 ,茭白筍,4.61,4.61,6800.0,31348.0
108,全年,桃園市,新屋區,418 ,茭白筍,4.61,4.61,6800.0,31348.0
108,裡作,桃園市,新屋區,419 ,甘藍,9.96,9.98,37000.0,368520.0
108,二期作,桃園市,新屋區,419 ,甘藍,0.66,0.66,33000.0,21780.0
108,全年,桃園市,新屋區,419 ,甘藍,10.620000000000001,10.64,36751.0,390300.0
108,裡作,桃園市,新屋區,421 ,結球白菜,2.41,2.41,20000.0,48200.0
108,一期作,桃園市,新屋區,421 ,結球白菜,15.99,15.99,20000.0,319800.0
108,二期作,桃園市,新屋區,421 ,結球白菜,8.0,8.0,18000.0,144000.0
108,全年,桃園市,新屋區,421 ,結球白菜,26.4,26.4,19394.0,512000.0
108,裡作,桃園市,新屋區,422 ,不結球白菜,22.79,22.79,18000.0,410220.0
108,一期作,桃園市,新屋區,422 ,不結球白菜,61.93,61.93,18000.0,1114740.0
108,二期作,桃園市,新屋區,422 ,不結球白菜,56.06,56.06,18000.0,1009080.0
108,全年,桃園市,新屋區,422 ,不結球白菜,140.78,140.78,18000.0,2534040.0
108,一期作,桃園市,新屋區,301 ,芝麻,0.4,0.4,100.0,40.0
108,全年,桃園市,新屋區,301 ,芝麻,0.4,0.4,100.0,40.0
108,裡作,桃園市,新屋區,425 ,食用番茄,1.04,1.04,18000.0,18720.0
108,一期作,桃園市,新屋區,425 ,食用番茄,0.2,0.2,12000.0,2400.0
108,二期作,桃園市,新屋區,425 ,食用番茄,0.5,0.5,16000.0,8000.0
108,全年,桃園市,新屋區,425 ,食用番茄,1.74,1.74,16736.0,29120.0
108,全年,桃園市,新屋區,306 ,生食甘蔗,0.2,0.2,12000.0,2400.0
108,一期作,桃園市,新屋區,309 ,洛神葵,0.71,0.71,1375.0,976.0
108,二期作,桃園市,新屋區,309 ,洛神葵,0.68,0.68,1375.0,935.0
108,全年,桃園市,新屋區,309 ,洛神葵,1.3900000000000001,1.3900000000000001,1375.0,1911.0
108,一期作,桃園市,新屋區,311 ,仙草,0.5,0.5,3000.0,1500.0
108,二期作,桃園市,新屋區,311 ,仙草,0.3,0.3,1500.0,450.0
108,全年,桃園市,新屋區,311 ,仙草,0.8,0.8,2438.0,1950.0
108,裡作,桃園市,新屋區,436 ,青蒜,0.11,0.11,12000.0,1320.0
108,全年,桃園市,新屋區,436 ,青蒜,0.11,0.11,12000.0,1320.0
108,裡作,桃園市,新屋區,438 ,蔥,1.69,1.69,13500.0,22815.0
108,一期作,桃園市,新屋區,438 ,蔥,0.25,0.25,15000.0,3750.0
108,二期作,桃園市,新屋區,438 ,蔥,0.28,0.28,15000.0,4200.0
108,全年,桃園市,新屋區,438 ,蔥,2.2199999999999998,2.2199999999999998,13858.0,30765.0
108,一期作,桃園市,新屋區,440 ,芋,1.48,1.48,13500.0,19980.0
108,全年,桃園市,新屋區,440 ,芋,1.48,1.48,13500.0,19980.0
108,一期作,桃園市,新屋區,441 ,薑,0.03,0.03,8000.0,240.0
108,全年,桃園市,新屋區,441 ,薑,0.03,0.03,8000.0,240.0
108,一期作,桃園市,新屋區,320 ,其他 (特作),0.22,0.22,75000.0,16500.0
108,全年,桃園市,新屋區,320 ,其他 (特作),0.22,0.22,75000.0,16500.0
108,一期作,桃園市,新屋區,443 ,蓮藕,11.79,11.79,12000.0,141480.0
108,全年,桃園市,新屋區,443 ,蓮藕,11.79,11.79,12000.0,141480.0
108,裡作,桃園市,新屋區,201 ,甘藷,2.9,3.23,22000.0,63800.0
108,一期作,桃園市,新屋區,201 ,甘藷,13.32,13.32,19000.0,253080.0
108,二期作,桃園市,新屋區,201 ,甘藷,13.8,13.8,20000.0,276000.0
108,全年,桃園市,新屋區,201 ,甘藷,30.02,30.35,19750.0,592880.0
108,裡作,桃園市,新屋區,444 ,結頭菜,1.72,1.72,16000.0,27520.0
108,二期作,桃園市,新屋區,444 ,結頭菜,0.1,0.1,18000.0,1800.0
108,全年,桃園市,新屋區,444 ,結頭菜,1.82,1.82,16110.0,29320.0
108,全年,桃園市,新屋區,202 ,樹薯,0.18,0.18,13000.0,2340.0
108,二期作,桃園市,新屋區,203 ,馬鈴薯,0.1,0.1,18000.0,1800.0
108,全年,桃園市,新屋區,203 ,馬鈴薯,0.1,0.1,18000.0,1800.0
108,全年,桃園市,新屋區,326 ,油茶,0.0,1.51,0.0,0.0
108,裡作,桃園市,新屋區,447 ,大心芥菜,1.6,1.6,22000.0,35200.0
108,二期作,桃園市,新屋區,447 ,大心芥菜,0.4,0.4,33000.0,13200.0
108,全年,桃園市,新屋區,447 ,大心芥菜,2.0,2.0,24200.0,48400.0
108,裡作,桃園市,新屋區,456 ,大芥菜,7.22,7.22,22000.0,158840.0
108,一期作,桃園市,新屋區,456 ,大芥菜,1.53,1.53,21000.0,32130.0
108,二期作,桃園市,新屋區,456 ,大芥菜,5.29,5.29,33000.0,174570.0
108,全年,桃園市,新屋區,456 ,大芥菜,14.04,14.04,26036.0,365540.0
108,全年,桃園市,新屋區,698 ,其他,0.0,0.22,0.0,0.0
108,裡作,桃園市,新屋區,457 ,甕菜,0.8,0.8,18500.0,14800.0
108,一期作,桃園市,新屋區,457 ,甕菜,2.96,2.96,16000.0,47360.0
