banana_平均價,banana_交易量,scarletbanana_平均價,grava_平均價,banana_前日平均價,banana_5日平均價
31.9,30980.0,16.5,38.1,32.1,32.17999999999999
31.8,30609.0,15.7,39.6,31.9,32.019999999999996
31.8,30609.0,15.7,39.6,31.8,31.920000000000005
32.5,17115.0,14.5,41.5,31.8,32.02
32.0,15019.0,14.0,43.2,32.5,32.00000000000001
31.7,16888.0,13.5,43.5,32.0,31.96
31.2,15744.0,12.6,40.3,31.7,31.839999999999996
31.4,16910.0,11.6,36.2,31.2,31.759999999999998
31.8,20748.0,13.2,38.8,31.4,31.619999999999997
31.8,20748.0,13.2,38.8,31.8,31.580000000000002
31.6,19810.0,12.3,40.0,31.8,31.560000000000002
31.0,15786.0,12.5,41.0,31.6,31.520000000000003
30.6,16311.0,12.8,38.2,31.0,31.360000000000003
29.8,15513.0,13.4,39.7,30.6,30.96
30.2,16925.0,13.8,38.1,29.8,30.639999999999997
31.4,25882.0,15.0,43.8,30.2,30.6
31.4,25882.0,15.0,43.8,31.4,30.68
31.2,27776.0,15.0,42.6,31.4,30.8
31.0,20716.0,14.6,38.4,31.2,31.04
31.1,13772.0,14.0,39.3,31.0,31.22
30.4,15232.0,12.8,37.3,31.1,31.02
29.5,17240.0,14.2,35.0,30.4,30.639999999999997
29.0,16648.0,13.4,33.5,29.5,30.2
29.0,16648.0,13.4,33.5,29.0,29.8
28.8,17080.0,14.7,32.8,29.0,29.340000000000003
28.9,13941.0,15.2,36.1,28.8,29.040000000000003
28.0,14845.0,14.7,35.0,28.9,28.740000000000002
27.6,12421.0,14.8,31.1,28.0,28.46
28.2,14916.0,16.1,36.3,27.6,28.3
29.8,23874.0,19.4,37.0,28.2,28.5
29.8,23874.0,19.4,37.0,29.8,28.68
28.4,27212.0,18.7,33.8,29.8,28.76
29.5,22862.0,22.4,34.9,28.4,29.140000000000004
29.0,14608.0,25.9,39.8,29.5,29.300000000000004
28.1,13515.0,28.0,38.0,29.0,28.96
25.1,21155.0,31.7,37.0,28.1,28.02
25.2,21062.0,31.1,32.8,25.1,27.379999999999995
25.2,21062.0,31.1,32.8,25.2,26.519999999999992
24.1,22165.0,34.8,32.9,25.2,25.539999999999992
26.3,17338.0,36.2,34.4,24.1,25.179999999999996
25.5,19991.0,35.6,29.2,26.3,25.259999999999998
25.0,17839.0,40.8,29.6,25.5,25.219999999999995
26.1,13765.0,42.4,30.4,25.0,25.4
26.0,16670.0,46.2,25.7,26.1,25.78
26.0,16670.0,46.2,25.7,26.0,25.72
27.1,18126.0,52.1,32.9,26.0,26.04
27.3,36890.0,55.8,37.2,27.1,26.5
27.3,28741.0,55.8,35.7,27.3,26.740000000000002
28.0,20269.0,61.3,32.9,27.3,27.140000000000004
27.2,12963.0,60.4,35.8,28.0,27.380000000000003
27.8,21239.0,59.6,33.9,27.2,27.520000000000003
27.0,16939.0,53.0,36.9,27.8,27.46
27.0,16939.0,53.0,36.9,27.0,27.4
27.0,16939.0,53.0,36.9,27.0,27.2
24.7,21022.0,41.4,28.1,27.0,26.7
23.9,17895.0,35.0,30.5,24.7,25.919999999999998
23.4,18153.0,34.0,30.5,23.9,25.2
20.7,19434.0,34.6,27.4,23.4,23.939999999999998
20.7,19434.0,34.6,27.4,20.7,22.679999999999996
20.9,20313.0,36.4,26.4,20.7,21.919999999999995
21.6,36253.0,32.6,29.6,20.9,21.459999999999997
20.4,30276.0,30.3,32.4,21.6,20.859999999999996
18.6,22781.0,27.9,28.9,20.4,20.439999999999994
18.2,14534.0,26.4,24.6,18.6,19.939999999999994
17.2,18176.0,23.4,20.7,18.2,19.199999999999996
17.2,18176.0,23.4,20.7,17.2,18.319999999999993
15.0,23665.0,21.3,26.1,17.2,17.23999999999999
14.2,24798.0,21.0,22.1,15.0,16.359999999999992
14.5,20282.0,19.0,20.4,14.2,15.61999999999999
14.4,18652.0,18.5,23.5,14.5,15.059999999999992
14.2,13102.0,17.4,21.3,14.4,14.45999999999999
13.7,14329.0,17.5,24.1,14.2,14.199999999999992
13.7,14329.0,17.5,24.1,13.7,14.09999999999999
13.5,19022.0,17.3,22.0,13.7,13.899999999999991
13.8,19247.0,23.3,26.6,13.5,13.77999999999999
14.8,30307.0,21.9,25.7,13.8,13.899999999999988
14.8,27071.0,18.7,25.7,14.8,14.119999999999987
15.4,19048.0,18.2,18.7,14.8,14.459999999999988
14.9,14305.0,20.2,19.2,15.4,14.73999999999999
14.9,14305.0,20.2,19.2,14.9,14.95999999999999
14.9,17404.0,19.0,20.1,14.9,14.979999999999993
14.8,12375.0,17.3,20.2,14.9,14.979999999999993
15.0,11883.0,15.4,19.6,14.8,14.899999999999991
14.4,14280.0,14.7,20.7,15.0,14.799999999999992
15.1,14108.0,15.5,19.7,14.4,14.83999999999999
14.8,14691.0,17.3,14.9,15.1,14.819999999999988
14.8,14691.0,17.3,14.9,14.8,14.819999999999988
15.1,14746.0,18.8,20.8,14.8,14.839999999999986
15.6,13419.0,16.9,21.7,15.1,15.079999999999984
16.3,27749.0,16.8,23.6,15.6,15.319999999999984
16.2,22484.0,17.5,24.2,16.3,15.599999999999985
17.3,20859.0,18.7,22.6,16.2,16.099999999999987
19.5,9293.0,19.3,20.4,17.3,16.979999999999986
19.5,9293.0,19.3,20.4,19.5,17.759999999999987
18.8,16215.0,18.0,24.1,19.5,18.259999999999987
18.2,17068.0,18.2,25.5,18.8,18.65999999999999
17.4,14995.0,18.0,21.8,18.2,18.679999999999986
18.6,12813.0,17.5,21.4,17.4,18.49999999999999
19.4,12729.0,16.7,18.2,18.6,18.47999999999999
18.8,15340.0,16.1,19.1,19.4,18.47999999999999
18.8,15340.0,16.1,19.1,18.8,18.599999999999987
18.8,14149.0,15.9,20.3,18.8,18.87999999999999
19.1,15441.0,16.2,20.6,18.8,18.97999999999999
17.4,16158.0,14.7,19.9,19.1,18.57999999999999
17.5,14053.0,14.5,17.8,17.4,18.31999999999999
18.7,31064.0,14.6,18.8,17.5,18.29999999999999
17.7,22068.0,14.7,19.9,18.7,18.07999999999999
17.7,22068.0,14.7,19.9,17.7,17.799999999999994
17.0,20401.0,14.1,21.0,17.7,17.71999999999999
16.7,15736.0,13.1,18.2,17.0,17.559999999999995
14.4,15802.0,12.4,16.7,16.7,16.699999999999996
14.2,17043.0,11.6,17.1,14.4,15.999999999999995
14.0,21250.0,11.3,20.2,14.2,15.259999999999994
16.4,17068.0,11.9,18.3,14.0,15.139999999999992
16.4,17068.0,11.9,18.3,16.4,15.079999999999993
14.6,21055.0,11.9,19.7,16.4,15.11999999999999
14.5,16445.0,10.9,18.1,14.6,15.179999999999989
14.3,17097.0,10.8,17.0,14.5,15.23999999999999
14.7,15439.0,10.3,19.3,14.3,14.899999999999988
15.1,33843.0,10.8,20.6,14.7,14.639999999999986
14.5,22819.0,12.2,20.4,15.1,14.619999999999987
14.5,22819.0,12.2,20.4,14.5,14.619999999999987
14.5,22819.0,12.2,20.4,14.5,14.659999999999988
13.5,20741.0,11.6,20.4,14.5,14.419999999999987
15.6,17509.0,10.4,20.3,13.5,14.519999999999987
14.1,16226.0,9.3,20.2,15.6,14.439999999999987
15.3,13450.0,8.9,18.7,14.1,14.599999999999985
14.5,15951.0,8.6,16.4,15.3,14.599999999999985
14.5,15951.0,8.6,16.4,14.5,14.799999999999986
14.2,16517.0,9.6,17.1,14.5,14.519999999999987
13.3,19002.0,10.0,15.8,14.2,14.359999999999989
13.6,16974.0,10.8,16.0,13.3,14.019999999999987
15.4,13174.0,12.1,18.2,13.6,14.199999999999989
14.0,18950.0,13.0,16.1,15.4,14.099999999999989
15.9,28052.0,14.7,16.5,14.0,14.439999999999989
15.9,28052.0,14.7,16.5,15.9,14.95999999999999
16.1,22064.0,14.6,23.4,15.9,15.45999999999999
15.8,13212.0,16.3,23.1,16.1,15.539999999999988
15.2,16155.0,18.1,23.4,15.8,15.77999999999999
15.9,11632.0,16.3,16.9,15.2,15.77999999999999
14.7,17456.0,15.3,17.9,15.9,15.539999999999988
14.7,17717.0,14.8,17.9,14.7,15.259999999999991
14.7,17717.0,14.8,17.9,14.7,15.039999999999992
15.5,16581.0,15.0,16.0,14.7,15.09999999999999
15.1,16567.0,15.4,19.6,15.5,14.939999999999989
15.2,13077.0,15.9,17.9,15.1,15.039999999999988
14.5,15806.0,15.8,14.0,15.2,14.99999999999999
13.7,18519.0,16.3,17.1,14.5,14.799999999999988
15.0,27999.0,15.2,15.5,13.7,14.699999999999989
13.9,18892.0,14.6,23.0,15.0,14.45999999999999
13.9,18892.0,14.6,23.0,13.9,14.199999999999992
13.9,18892.0,14.6,23.0,13.9,14.079999999999993
12.4,17723.0,13.7,16.0,13.9,13.819999999999993
13.4,16475.0,12.0,17.6,12.4,13.499999999999995
13.8,14903.0,12.3,16.9,13.4,13.479999999999993
13.8,16385.0,12.1,16.4,13.8,13.45999999999999
13.8,16385.0,12.1,16.4,13.8,13.439999999999989
15.2,14575.0,13.0,15.3,13.8,13.99999999999999
14.0,18725.0,14.3,17.4,15.2,14.119999999999987
13.5,17189.0,14.9,18.0,14.0,14.059999999999988
13.6,17476.0,14.7,15.8,13.5,14.019999999999987
13.7,19883.0,15.1,18.1,13.6,13.99999999999999
14.8,22797.0,16.0,19.9,13.7,13.919999999999987
14.8,22797.0,16.0,19.9,14.8,14.079999999999988
15.2,28822.0,16.4,21.8,14.8,14.419999999999987
14.5,23498.0,16.2,22.9,15.2,14.599999999999989
14.0,16395.0,16.1,15.7,14.5,14.659999999999988
14.1,15192.0,16.0,14.8,14.0,14.519999999999987
13.2,17063.0,15.7,15.5,14.1,14.199999999999989
13.4,18794.0,15.6,11.9,13.2,13.83999999999999
13.4,18794.0,15.6,11.9,13.4,13.61999999999999
14.5,21439.0,16.2,14.0,13.4,13.71999999999999
14.7,21618.0,15.8,15.5,14.5,13.839999999999993
14.4,18903.0,16.0,15.8,14.7,14.079999999999993
15.3,15216.0,17.1,15.3,14.4,14.45999999999999
15.4,17637.0,18.8,16.1,15.3,14.85999999999999
14.9,28226.0,21.2,20.8,15.4,14.939999999999992
14.9,28226.0,21.2,20.8,14.9,14.979999999999993
15.1,30260.0,22.7,20.7,14.9,15.11999999999999
15.1,23261.0,21.4,16.6,15.1,15.07999999999999
15.2,13620.0,20.7,18.4,15.1,15.039999999999988
16.0,15055.0,20.3,16.4,15.2,15.259999999999987
15.6,18512.0,20.9,15.9,16.0,15.399999999999986
15.8,16639.0,21.4,17.4,15.6,15.539999999999987
15.8,16639.0,21.4,17.4,15.8,15.679999999999987
16.5,15090.0,23.1,16.3,15.8,15.939999999999987
16.0,16508.0,24.5,16.2,16.5,15.939999999999987
15.6,17520.0,23.9,14.8,16.0,15.939999999999987
16.1,15299.0,25.9,14.6,15.6,15.999999999999986
15.5,16732.0,26.7,15.8,16.1,15.939999999999987
15.1,21253.0,26.8,14.4,15.5,15.659999999999986
15.1,21253.0,26.8,14.4,15.1,15.479999999999984
15.5,19609.0,28.7,16.2,15.1,15.459999999999985
15.9,29141.0,30.5,18.2,15.5,15.419999999999987
16.0,26041.0,29.0,17.1,15.9,15.519999999999987
16.8,22060.0,27.6,18.0,16.0,15.859999999999989
17.1,12285.0,29.0,17.2,16.8,16.25999999999999
16.8,17098.0,27.7,15.2,17.1,16.51999999999999
16.8,17098.0,27.7,15.2,16.8,16.69999999999999
17.0,16855.0,28.2,17.6,16.8,16.899999999999988
15.6,20221.0,26.0,15.9,17.0,16.65999999999999
15.1,17157.0,26.1,14.8,15.6,16.259999999999984
15.9,18374.0,25.8,14.0,15.1,16.079999999999988
15.4,21941.0,27.7,15.1,15.9,15.799999999999988
16.4,17184.0,27.1,16.1,15.4,15.679999999999989
16.4,17184.0,27.1,16.1,16.4,15.839999999999993
15.8,20448.0,26.2,16.7,16.4,15.979999999999993
15.4,36987.0,24.4,19.6,15.8,15.879999999999992
14.4,33877.0,25.9,18.4,15.4,15.679999999999993
14.8,19484.0,28.3,23.2,14.4,15.35999999999999
15.1,18805.0,27.6,17.4,14.8,15.099999999999989
17.1,16951.0,25.6,15.1,15.1,15.359999999999989
17.1,16951.0,25.6,15.1,17.1,15.699999999999989
16.6,22838.0,25.3,17.9,17.1,16.139999999999986
15.4,22513.0,24.3,15.7,16.6,16.259999999999987
14.3,17891.0,23.9,15.5,15.4,16.099999999999987
15.3,16592.0,23.9,14.2,14.3,15.739999999999986
16.1,17083.0,22.7,16.5,15.3,15.539999999999987
15.5,16666.0,21.9,12.9,16.1,15.319999999999988
15.5,16666.0,21.9,12.9,15.5,15.339999999999986
16.9,17027.0,21.6,17.6,15.5,15.859999999999989
17.1,17774.0,21.5,17.7,16.9,16.21999999999999
17.0,28771.0,21.0,22.9,17.1,16.399999999999988
16.8,28614.0,20.2,19.5,17.0,16.65999999999999
16.4,22080.0,20.7,20.4,16.8,16.839999999999986
17.5,14518.0,21.1,16.9,16.4,16.959999999999987
17.5,14518.0,21.1,16.9,17.5,17.039999999999985
16.7,19946.0,22.3,17.6,17.5,16.979999999999986
16.5,18304.0,21.1,17.3,16.7,16.919999999999987
16.2,15077.0,20.6,17.9,16.5,16.87999999999999
16.9,12372.0,19.3,16.2,16.2,16.75999999999999
16.6,17224.0,20.3,17.6,16.9,16.57999999999999
17.2,14927.0,20.4,16.8,16.6,16.67999999999999
17.2,14927.0,20.4,16.8,17.2,16.81999999999999
16.7,19136.0,22.8,20.0,17.2,16.91999999999999
16.7,18437.0,22.9,20.4,16.7,16.87999999999999
17.4,31822.0,22.9,22.9,16.7,17.039999999999992
16.9,28583.0,23.1,20.3,17.4,16.979999999999993
17.2,18287.0,24.2,20.1,16.9,16.979999999999993
17.2,15042.0,24.8,17.9,17.2,17.07999999999999
17.2,15042.0,24.8,17.9,17.2,17.179999999999993
17.6,16300.0,25.5,20.6,17.2,17.21999999999999
17.2,18159.0,25.6,17.3,17.6,17.279999999999994
16.3,15160.0,25.5,15.3,17.2,17.099999999999994
17.2,13100.0,24.7,18.1,16.3,17.099999999999994
17.7,18362.0,24.9,16.3,17.2,17.199999999999996
17.6,17152.0,25.4,12.5,17.7,17.199999999999996
17.6,17152.0,25.4,12.5,17.6,17.279999999999994
17.2,20579.0,28.1,19.1,17.6,17.459999999999994
17.7,17959.0,29.3,15.3,17.2,17.559999999999995
17.3,14377.0,29.1,21.8,17.7,17.479999999999993
16.0,18011.0,29.3,16.2,17.3,17.15999999999999
16.6,33449.0,28.9,20.6,16.0,16.95999999999999
16.7,30822.0,25.4,15.2,16.6,16.859999999999992
16.7,30822.0,25.4,15.2,16.7,16.65999999999999
16.5,16643.0,26.7,17.6,16.7,16.499999999999993
17.3,15971.0,25.6,20.1,16.5,16.75999999999999
17.3,15697.0,25.9,19.7,17.3,16.899999999999988
16.2,18053.0,24.8,18.3,17.3,16.79999999999999
17.1,13365.0,22.5,15.9,16.2,16.87999999999999
17.6,13944.0,22.6,16.1,17.1,17.099999999999987
17.6,13944.0,22.6,16.1,17.6,17.15999999999999
18.1,15751.0,22.4,24.3,17.6,17.31999999999999
17.9,14319.0,22.0,16.5,18.1,17.65999999999999
17.2,11793.0,21.1,16.9,17.9,17.67999999999999
18.1,10861.0,21.6,16.7,17.2,17.77999999999999
18.3,26199.0,19.7,21.8,18.1,17.919999999999987
18.8,25517.0,19.9,20.0,18.3,18.059999999999985
18.8,25517.0,19.9,20.0,18.8,18.239999999999988
18.2,17220.0,20.8,17.0,18.8,18.439999999999987
17.6,16861.0,20.7,15.6,18.2,18.339999999999986
18.3,12911.0,21.0,16.2,17.6,18.339999999999986
16.8,13922.0,19.9,19.4,18.3,17.939999999999987
17.5,14991.0,19.1,16.1,16.8,17.679999999999986
16.9,14793.0,19.0,17.3,17.5,17.419999999999984
16.9,14793.0,19.0,17.3,16.9,17.279999999999983
16.6,21340.0,19.0,16.6,16.9,16.939999999999984
14.9,19018.0,17.6,17.6,16.6,16.559999999999985
14.3,14609.0,15.4,16.0,14.9,15.919999999999984
15.0,14631.0,13.8,15.5,14.3,15.539999999999987
16.7,21955.0,12.6,17.6,15.0,15.49999999999999
17.6,13697.0,12.7,17.9,16.7,15.699999999999989
17.6,13697.0,12.7,17.9,17.6,16.239999999999988
17.6,13697.0,12.7,17.9,17.6,16.899999999999984
17.6,13697.0,12.7,17.9,17.6,17.419999999999987
17.6,13697.0,12.7,17.9,17.6,17.599999999999987
17.6,13697.0,12.7,17.9,17.6,17.599999999999987
16.1,32734.0,12.4,17.9,17.6,17.29999999999999
16.3,18536.0,11.9,19.2,16.1,17.039999999999985
16.1,35058.0,11.6,20.1,16.3,16.739999999999988
16.1,35058.0,11.6,20.1,16.1,16.439999999999987
16.9,14726.0,10.8,20.9,16.1,16.29999999999999
15.5,13972.0,10.5,14.6,16.9,16.17999999999999
16.3,11525.0,10.1,18.2,15.5,16.17999999999999
16.4,13658.0,9.9,18.0,16.3,16.23999999999999
17.0,28992.0,10.1,14.9,16.4,16.419999999999995
18.4,25738.0,12.1,18.6,17.0,16.71999999999999
18.4,25738.0,12.1,18.6,18.4,17.299999999999994
18.4,25738.0,12.1,18.6,18.4,17.719999999999995
17.7,16556.0,14.2,16.3,18.4,17.979999999999997
16.9,15266.0,13.5,17.9,17.7,17.959999999999997
18.0,15178.0,13.2,19.0,16.9,17.879999999999995
18.0,16514.0,13.5,19.7,18.0,17.799999999999994
18.0,16514.0,13.5,19.7,18.0,17.71999999999999
18.2,17802.0,13.2,16.3,18.0,17.819999999999993
17.9,17234.0,14.5,16.8,18.2,18.019999999999992
17.1,16577.0,14.2,17.5,17.9,17.839999999999993
17.5,14307.0,14.3,17.4,17.1,17.73999999999999
18.1,16722.0,15.2,18.7,17.5,17.75999999999999
18.1,19123.0,15.4,19.2,18.1,17.739999999999988
18.1,19123.0,15.4,19.2,18.1,17.77999999999999
18.6,33710.0,15.7,20.2,18.1,18.07999999999999
19.2,27326.0,15.9,23.1,18.6,18.41999999999999
19.2,23830.0,17.6,21.0,19.2,18.639999999999993
18.9,12879.0,17.0,20.2,19.2,18.799999999999994
19.6,11877.0,15.9,17.2,18.9,19.099999999999994
19.2,15339.0,14.6,15.8,19.6,19.21999999999999
19.2,15339.0,14.6,15.8,19.2,19.21999999999999
19.9,13412.0,15.5,18.3,19.2,19.359999999999992
19.7,15303.0,16.8,16.9,19.9,19.519999999999992
19.6,11449.0,16.8,17.7,19.7,19.519999999999992
20.1,16722.0,16.4,20.1,19.6,19.699999999999992
20.2,15211.0,19.2,20.9,20.1,19.89999999999999
22.3,15689.0,19.8,19.7,20.2,20.37999999999999
22.3,15689.0,19.8,19.7,22.3,20.899999999999988
22.5,30126.0,21.2,21.2,22.3,21.47999999999999
23.8,28246.0,20.5,19.1,22.5,22.21999999999999
23.3,21237.0,20.0,21.6,23.8,22.839999999999996
23.3,13705.0,19.9,18.9,23.3,23.039999999999996
23.4,16203.0,20.1,18.1,23.3,23.259999999999994
23.4,18197.0,18.9,20.6,23.4,23.43999999999999
23.4,18197.0,18.9,20.6,23.4,23.359999999999992
23.1,17670.0,22.6,22.3,23.4,23.319999999999997
23.6,17114.0,23.9,20.5,23.1,23.38
23.0,17455.0,23.6,19.3,23.6,23.299999999999994
22.4,17026.0,23.6,20.2,23.0,23.099999999999994
23.5,18254.0,22.4,19.1,22.4,23.119999999999994
23.8,22019.0,22.4,18.7,23.5,23.259999999999998
23.8,22019.0,22.4,18.7,23.8,23.3
23.9,19417.0,23.4,17.8,23.8,23.48
24.1,31835.0,20.3,19.0,23.9,23.82
23.2,31264.0,19.5,20.9,24.1,23.759999999999998
23.2,23604.0,18.5,22.8,23.2,23.639999999999993
23.6,19933.0,18.2,19.5,23.2,23.599999999999998
21.5,22153.0,17.6,20.7,23.6,23.119999999999997
21.5,22153.0,17.6,20.7,21.5,22.6
20.9,21091.0,17.0,20.0,21.5,22.14
20.4,22713.0,15.3,20.6,20.9,21.58
21.4,18478.0,15.1,19.9,20.4,21.139999999999997
21.4,19116.0,15.3,21.5,21.4,21.119999999999997
20.5,22383.0,15.6,18.8,21.4,20.919999999999998
21.5,20359.0,16.2,16.7,20.5,21.04
20.5,18027.0,16.2,20.7,21.5,21.059999999999995
21.6,31154.0,19.0,22.2,20.5,21.099999999999994
21.6,31154.0,19.0,22.2,21.6,21.139999999999993
21.6,31154.0,19.0,22.2,21.6,21.359999999999992
21.2,39034.0,19.4,24.0,21.6,21.29999999999999
20.7,21982.0,20.0,23.1,21.2,21.339999999999993
21.3,22835.0,17.9,24.4,20.7,21.27999999999999
21.3,22835.0,17.9,24.4,21.3,21.219999999999988
21.4,22990.0,16.5,20.6,21.3,21.17999999999999
21.3,18995.0,16.2,20.3,21.4,21.19999999999999
20.9,21295.0,15.6,18.7,21.3,21.239999999999988
20.8,24587.0,15.1,19.1,20.9,21.13999999999999
20.0,23096.0,14.9,18.3,20.8,20.87999999999999
19.9,21065.0,14.9,18.1,20.0,20.57999999999999
19.9,21065.0,14.9,18.1,19.9,20.29999999999999
20.5,22053.0,15.6,20.1,19.9,20.21999999999999
20.6,20616.0,16.5,19.0,20.5,20.179999999999993
20.4,18306.0,17.3,20.6,20.6,20.25999999999999
21.0,36184.0,21.0,21.8,20.4,20.47999999999999
20.9,34511.0,22.4,22.1,21.0,20.67999999999999
20.3,26720.0,25.0,20.9,20.9,20.63999999999999
20.3,26720.0,25.0,20.9,20.3,20.57999999999999
20.6,25008.0,27.6,20.7,20.3,20.619999999999987
20.3,21160.0,28.3,24.2,20.6,20.479999999999986
19.7,20606.0,27.9,21.0,20.3,20.239999999999988
19.6,19101.0,28.9,22.3,19.7,20.099999999999987
19.0,21993.0,29.3,20.9,19.6,19.839999999999986
19.0,26278.0,30.1,20.3,19.0,19.51999999999999
19.0,26278.0,30.1,20.3,19.0,19.259999999999987
19.9,23598.0,36.6,21.1,19.0,19.299999999999986
20.0,24160.0,36.0,20.6,19.9,19.379999999999985
19.5,20899.0,35.0,21.7,20.0,19.479999999999983
