banana_平均價,banana_交易量,scarletbanana_平均價,grava_平均價,banana_前日平均價,banana_5日平均價
42.9,10422.0,36.9,38.1,42.9,43.25999999999996
42.7,10520.0,40.7,44.1,42.9,43.11999999999996
43.4,7977.0,38.7,37.8,42.7,43.179999999999964
44.9,7300.0,39.3,40.6,43.4,43.35999999999997
45.8,8292.0,40.2,39.4,44.9,43.93999999999997
45.4,14632.0,35.5,39.5,45.8,44.43999999999997
45.1,14207.0,30.1,48.1,45.4,44.91999999999997
44.0,13828.0,30.4,52.5,45.1,45.03999999999997
44.0,13828.0,30.4,52.5,44.0,44.859999999999964
44.0,13828.0,30.4,52.5,44.0,44.499999999999964
43.8,9432.0,25.9,42.5,44.0,44.179999999999964
42.1,10925.0,20.0,41.0,43.8,43.57999999999997
42.7,10328.0,21.0,41.2,42.1,43.31999999999997
44.1,8367.0,20.7,40.8,42.7,43.339999999999975
44.1,8367.0,20.7,40.8,44.1,43.35999999999998
42.8,10735.0,19.7,40.0,44.1,43.15999999999998
44.2,8245.0,17.3,40.6,42.8,43.57999999999998
43.7,10356.0,16.3,39.4,44.2,43.77999999999999
42.0,9855.0,15.9,38.0,43.7,43.359999999999985
41.3,16323.0,14.9,37.8,42.0,42.79999999999998
43.1,13002.0,15.0,45.3,41.3,42.85999999999998
43.1,13002.0,15.0,45.3,43.1,42.639999999999986
45.2,10341.0,15.0,44.0,43.1,42.93999999999998
43.7,10603.0,13.9,37.9,45.2,43.27999999999999
40.6,9016.0,12.4,43.0,43.7,43.139999999999986
39.2,9411.0,11.6,39.5,40.6,42.359999999999985
43.7,8910.0,11.4,40.0,39.2,42.47999999999999
42.8,11128.0,13.4,43.7,43.7,41.999999999999986
42.8,11128.0,13.4,43.7,42.8,41.81999999999999
42.0,11460.0,13.4,42.0,42.8,42.099999999999994
37.7,10026.0,14.0,38.5,42.0,41.8
36.5,14692.0,14.7,37.6,37.7,40.36
35.3,10999.0,16.0,38.6,36.5,38.86
35.2,12753.0,15.8,39.9,35.3,37.339999999999996
38.0,10581.0,16.8,39.4,35.2,36.54
38.0,10581.0,16.8,39.4,38.0,36.6
37.6,14847.0,15.7,41.3,38.0,36.82
41.7,7755.0,14.5,44.3,37.6,38.1
41.0,12842.0,12.4,40.7,41.7,39.260000000000005
38.4,8824.0,13.5,39.2,41.0,39.34
38.3,10337.0,14.7,39.6,38.4,39.4
35.8,10425.0,17.1,38.0,38.3,39.040000000000006
35.8,10425.0,17.1,38.0,35.8,37.86
34.7,10253.0,15.5,36.8,35.8,36.6
34.0,9765.0,14.9,35.1,34.7,35.72
33.7,8750.0,14.0,30.6,34.0,34.8
31.0,10936.0,15.0,32.8,33.7,33.839999999999996
31.4,9600.0,21.2,31.6,31.0,32.96
31.0,12251.0,19.6,32.8,31.4,32.220000000000006
31.0,12251.0,19.6,32.8,31.0,31.620000000000005
30.2,17703.0,19.6,32.4,31.0,30.920000000000005
31.3,13080.0,25.0,37.5,30.2,30.980000000000008
32.0,10057.0,30.4,41.6,31.3,31.100000000000005
32.6,8089.0,32.5,39.6,32.0,31.420000000000005
31.6,14332.0,36.4,39.9,32.6,31.540000000000003
29.1,14543.0,35.2,35.9,31.6,31.320000000000004
29.1,14543.0,35.2,35.9,29.1,30.880000000000003
26.6,14437.0,35.2,34.3,29.1,29.8
28.5,8665.0,38.7,37.7,26.6,28.98
27.3,11273.0,43.4,31.7,28.5,28.120000000000005
26.0,13320.0,41.2,29.9,27.3,27.500000000000007
26.5,13632.0,44.4,28.2,26.0,26.980000000000008
26.9,12214.0,61.8,32.8,26.5,27.04000000000001
26.9,12214.0,61.8,32.8,26.9,26.72000000000001
27.4,12132.0,58.1,31.0,26.9,26.74000000000001
30.1,18721.0,57.2,32.8,27.4,27.56000000000001
29.8,12769.0,61.2,36.6,30.1,28.22000000000001
30.9,11524.0,63.9,35.5,29.8,29.02000000000001
32.5,10082.0,65.8,33.8,30.9,30.140000000000008
32.2,9926.0,59.6,31.9,32.5,31.100000000000005
29.8,11805.0,56.5,34.7,32.2,31.04000000000001
29.8,11805.0,56.5,34.7,29.8,31.04000000000001
29.8,11805.0,56.5,34.7,29.8,30.82000000000001
26.2,17394.0,40.6,30.1,29.8,29.56000000000001
24.8,14490.0,32.5,33.3,26.2,28.080000000000005
25.6,13415.0,36.1,30.7,24.8,27.240000000000002
25.0,10389.0,33.3,25.1,25.6,26.28
25.0,10389.0,33.3,25.1,25.0,25.32
24.4,14170.0,31.0,25.8,25.0,24.96
21.3,19719.0,29.1,27.0,24.4,24.259999999999998
19.8,15907.0,29.8,28.3,21.3,23.1
19.5,14356.0,28.1,27.0,19.8,22.0
19.1,14685.0,25.6,27.2,19.5,20.82
19.3,14349.0,23.8,26.5,19.1,19.8
19.3,14349.0,23.8,26.5,19.3,19.4
18.1,16110.0,21.3,22.2,19.3,19.06
15.2,17780.0,20.3,21.2,18.1,18.2
15.9,15837.0,19.6,20.1,15.2,17.560000000000002
15.5,12886.0,18.7,19.7,15.9,16.800000000000004
16.0,11784.0,16.6,19.8,15.5,16.140000000000004
13.9,16683.0,19.1,22.3,16.0,15.300000000000006
13.9,16683.0,19.1,22.3,13.9,15.040000000000006
13.9,15408.0,19.8,21.9,13.9,14.640000000000006
14.3,14631.0,24.7,24.2,13.9,14.400000000000006
15.4,16891.0,22.0,26.6,14.3,14.280000000000006
15.6,17285.0,19.7,22.7,15.4,14.620000000000005
15.9,12137.0,19.6,26.1,15.6,15.020000000000005
16.4,13681.0,17.2,21.4,15.9,15.520000000000005
16.4,13681.0,17.2,21.4,16.4,15.940000000000007
15.5,12930.0,18.8,24.9,16.4,15.960000000000004
16.6,9687.0,16.3,19.7,15.5,16.160000000000007
16.8,8776.0,15.9,16.9,16.6,16.340000000000007
16.6,7635.0,14.6,16.3,16.8,16.380000000000006
15.3,14849.0,17.4,16.8,16.6,16.160000000000007
16.5,10472.0,18.0,16.0,15.3,16.360000000000007
16.5,10472.0,18.0,16.0,16.5,16.34000000000001
17.7,11920.0,19.0,19.3,16.5,16.52000000000001
17.6,10878.0,17.5,19.9,17.7,16.72000000000001
18.8,14754.0,16.8,21.1,17.6,17.42000000000001
20.7,11073.0,17.1,20.3,18.8,18.260000000000012
20.8,10722.0,20.5,21.9,20.7,19.12000000000001
22.1,8246.0,20.8,23.2,20.8,20.000000000000007
22.1,8246.0,20.8,23.2,22.1,20.900000000000013
22.6,11886.0,22.6,21.9,22.1,21.66000000000001
23.7,9862.0,19.7,21.0,22.6,22.260000000000012
22.7,9101.0,18.3,21.7,23.7,22.64000000000001
23.4,11436.0,18.6,18.2,22.7,22.900000000000013
23.0,8685.0,19.9,16.7,23.4,23.080000000000013
24.8,8928.0,16.8,18.3,23.0,23.520000000000017
24.8,8928.0,16.8,18.3,24.8,23.740000000000016
24.8,31715.0,17.0,17.4,24.8,24.160000000000018
26.1,8760.0,17.6,18.4,24.8,24.700000000000017
22.4,12781.0,17.8,17.1,26.1,24.58000000000002
22.5,8645.0,18.0,16.5,22.4,24.12000000000002
22.8,16766.0,17.4,17.0,22.5,23.72000000000002
21.6,15236.0,18.4,19.3,22.8,23.08000000000002
21.6,15236.0,18.4,19.3,21.6,22.180000000000025
21.6,11655.0,17.1,18.1,21.6,22.02000000000002
21.1,11459.0,15.3,18.0,21.6,21.74000000000002
18.4,14040.0,12.2,16.5,21.1,20.86000000000002
17.9,12825.0,11.7,15.7,18.4,20.120000000000022
17.2,16387.0,14.6,15.7,17.9,19.24000000000002
16.7,16080.0,17.5,17.5,17.2,18.26000000000002
16.7,16080.0,17.5,17.5,16.7,17.380000000000017
16.2,15210.0,16.8,16.2,16.7,16.94000000000002
17.7,12726.0,15.1,15.2,16.2,16.900000000000023
16.6,13292.0,12.0,13.6,17.7,16.780000000000022
17.0,11955.0,13.4,14.4,16.6,16.84000000000002
14.0,20310.0,14.1,15.7,17.0,16.30000000000002
16.3,15795.0,19.1,23.1,14.0,16.320000000000018
16.3,15795.0,19.1,23.1,16.3,16.040000000000017
16.3,15795.0,19.1,23.1,16.3,15.980000000000018
14.5,19875.0,12.9,18.6,16.3,15.480000000000018
16.6,11219.0,12.0,16.7,14.5,16.000000000000018
16.0,10031.0,12.1,14.5,16.6,15.940000000000017
16.6,11955.0,10.9,16.3,16.0,16.00000000000002
16.0,12390.0,11.0,16.4,16.6,15.94000000000002
16.0,12390.0,11.0,16.4,16.0,16.24000000000002
14.8,16050.0,11.6,13.7,16.0,15.880000000000019
14.8,11580.0,15.0,12.7,14.8,15.640000000000018
14.9,12960.0,15.3,12.5,14.8,15.300000000000017
15.6,10789.0,18.6,12.9,14.9,15.220000000000017
16.7,11052.0,17.6,12.9,15.6,15.360000000000017
16.4,13278.0,21.3,15.1,16.7,15.680000000000016
16.4,13278.0,21.3,15.1,16.4,16.000000000000014
17.8,24585.0,22.0,19.0,16.4,16.580000000000013
16.5,12885.0,23.8,17.5,17.8,16.760000000000012
18.0,11400.0,21.3,16.7,16.5,17.020000000000014
17.5,10535.0,16.9,14.8,18.0,17.240000000000016
16.4,11800.0,17.2,14.1,17.5,17.240000000000016
17.1,14520.0,18.7,17.8,16.4,17.100000000000016
17.1,14520.0,18.7,17.8,17.1,17.220000000000017
16.8,13467.0,17.6,13.2,17.1,16.980000000000015
17.8,10106.0,17.6,11.8,16.8,17.040000000000013
17.8,8505.0,19.3,13.5,17.8,17.320000000000014
16.6,10504.0,20.1,11.3,17.8,17.220000000000017
15.1,12743.0,18.2,10.6,16.6,16.820000000000014
15.7,13476.0,15.9,12.7,15.1,16.600000000000016
15.2,13500.0,16.2,20.1,15.7,16.08000000000002
15.2,13500.0,16.2,20.1,15.2,15.56000000000002
15.2,13500.0,16.2,20.1,15.2,15.280000000000019
13.9,7695.0,16.0,14.5,15.2,15.04000000000002
17.1,20235.0,14.2,14.0,13.9,15.320000000000018
16.1,10831.0,16.1,13.7,17.1,15.50000000000002
15.8,12135.0,14.9,14.3,16.1,15.620000000000019
15.8,12135.0,14.9,14.3,15.8,15.740000000000018
15.9,12213.0,16.4,12.8,15.8,16.14000000000002
15.3,12376.0,18.0,13.5,15.9,15.780000000000019
14.6,13938.0,19.1,12.8,15.3,15.480000000000018
14.8,11840.0,17.3,12.8,14.6,15.280000000000019
15.4,12118.0,17.7,13.8,14.8,15.20000000000002
16.0,13905.0,19.1,16.6,15.4,15.220000000000018
16.0,13905.0,19.1,16.6,16.0,15.360000000000019
16.2,17829.0,20.8,15.7,16.0,15.680000000000021
15.6,14980.0,20.8,15.0,16.2,15.840000000000021
14.6,13757.0,18.6,15.9,15.6,15.680000000000017
15.0,11442.0,19.4,18.4,14.6,15.480000000000018
15.0,12878.0,17.1,15.3,15.0,15.280000000000019
14.9,14235.0,16.6,14.7,15.0,15.02000000000002
14.9,14235.0,16.6,14.7,14.9,14.88000000000002
15.4,15664.0,16.7,16.5,14.9,15.040000000000024
15.7,13275.0,18.7,16.4,15.4,15.180000000000025
15.6,12990.0,19.0,15.5,15.7,15.300000000000022
17.3,12975.0,19.3,17.5,15.6,15.78000000000002
17.6,13185.0,21.5,15.4,17.3,16.32000000000002
18.3,19287.0,22.6,15.9,17.6,16.90000000000002
18.3,19287.0,22.6,15.9,18.3,17.42000000000002
19.9,16065.0,22.9,16.1,18.3,18.28000000000002
19.6,12687.0,22.6,15.4,19.9,18.740000000000016
18.1,15385.0,19.8,15.1,19.6,18.84000000000002
18.2,10663.0,20.1,15.4,18.1,18.82000000000002
18.0,13303.0,21.7,13.6,18.2,18.760000000000023
23.5,17426.0,25.7,13.9,18.0,19.480000000000025
23.5,17426.0,25.7,13.9,23.5,20.260000000000026
19.5,14999.0,25.7,16.0,23.5,20.540000000000028
19.3,13887.0,28.1,14.6,19.5,20.760000000000026
18.0,14948.0,28.5,13.6,19.3,20.760000000000026
17.2,12364.0,29.0,15.3,18.0,19.500000000000025
19.1,11040.0,29.7,13.3,17.2,18.620000000000026
17.8,14127.0,32.2,14.3,19.1,18.280000000000026
17.8,14127.0,32.2,14.3,17.8,17.980000000000025
19.2,14260.0,34.0,14.1,17.8,18.220000000000027
20.8,13904.0,35.5,15.8,19.2,18.940000000000026
20.9,16046.0,34.8,15.7,20.8,19.30000000000003
22.5,13763.0,32.4,15.9,20.9,20.24000000000003
21.4,12206.0,31.1,17.1,22.5,20.96000000000003
19.8,14010.0,29.1,15.7,21.4,21.080000000000027
19.8,14010.0,29.1,15.7,19.8,20.880000000000027
21.3,13020.0,31.0,15.5,19.8,20.960000000000026
19.8,11618.0,28.7,12.4,21.3,20.420000000000023
19.0,12082.0,32.2,14.7,19.8,19.940000000000026
19.6,13167.0,31.3,13.9,19.0,19.900000000000027
18.5,13933.0,34.7,14.9,19.6,19.640000000000025
20.3,12975.0,31.9,15.7,18.5,19.440000000000026
20.3,12975.0,31.9,15.7,20.3,19.540000000000028
17.0,17803.0,30.2,16.0,20.3,19.140000000000025
18.4,19185.0,32.2,16.1,17.0,18.900000000000027
17.9,17910.0,30.2,16.7,18.4,18.78000000000003
19.8,14160.0,33.2,21.8,17.9,18.680000000000028
18.2,13033.0,28.8,18.8,19.8,18.26000000000003
19.0,13844.0,29.7,16.4,18.2,18.660000000000032
19.0,13844.0,29.7,16.4,19.0,18.78000000000003
20.7,16097.0,30.0,14.4,19.0,19.340000000000032
18.3,15177.0,24.9,13.8,20.7,19.04000000000003
17.4,13245.0,25.6,15.0,18.3,18.88000000000003
16.8,12660.0,24.0,13.0,17.4,18.440000000000033
18.8,12809.0,23.4,15.1,16.8,18.40000000000003
17.3,11989.0,23.2,14.1,18.8,17.72000000000003
17.3,11989.0,23.2,14.1,17.3,17.52000000000003
20.3,13647.0,22.9,17.4,17.3,18.10000000000003
20.0,12049.0,20.6,16.6,20.3,18.74000000000003
21.4,14835.0,20.5,17.7,20.0,19.260000000000026
19.2,15660.0,22.4,15.9,21.4,19.64000000000003
22.8,11580.0,21.8,16.3,19.2,20.74000000000003
21.8,12224.0,24.7,14.9,22.8,21.040000000000028
21.8,12224.0,24.7,14.9,21.8,21.400000000000027
18.6,17382.0,25.4,17.1,21.8,20.840000000000025
20.8,11476.0,22.5,14.8,18.6,21.160000000000025
20.1,10319.0,21.9,15.5,20.8,20.620000000000026
21.2,8485.0,20.4,16.8,20.1,20.500000000000025
20.4,10925.0,21.5,17.1,21.2,20.220000000000024
20.5,12345.0,25.5,18.9,20.4,20.600000000000023
20.5,12345.0,25.5,18.9,20.5,20.540000000000024
20.4,12613.0,25.3,15.2,20.5,20.600000000000023
20.8,13131.0,26.5,18.8,20.4,20.52000000000002
22.2,15305.0,28.0,18.6,20.8,20.880000000000024
19.4,17563.0,28.8,17.8,22.2,20.660000000000025
21.8,11818.0,28.9,17.2,19.4,20.920000000000023
21.5,11410.0,28.9,16.7,21.8,21.140000000000025
21.5,11410.0,28.9,16.7,21.5,21.280000000000026
21.8,12860.0,29.0,18.1,21.5,21.200000000000024
21.0,10625.0,26.8,17.7,21.8,21.520000000000028
19.8,10865.0,27.3,16.2,21.0,21.120000000000026
20.9,11396.0,27.6,14.8,19.8,21.00000000000003
20.7,11317.0,30.2,16.3,20.9,20.84000000000003
20.8,13302.0,33.1,14.6,20.7,20.64000000000003
20.8,13302.0,33.1,14.6,20.8,20.60000000000003
21.0,14400.0,34.7,17.7,20.8,20.84000000000003
21.6,11877.0,37.8,16.3,21.0,20.98000000000003
20.3,11775.0,36.8,14.8,21.6,20.900000000000027
20.8,9897.0,35.6,14.3,20.3,20.900000000000027
18.4,18282.0,35.6,15.9,20.8,20.42000000000003
17.8,20870.0,34.2,16.5,18.4,19.78000000000003
17.8,20870.0,34.2,16.5,17.8,19.020000000000028
19.7,15265.0,35.1,15.0,17.8,18.900000000000027
20.1,10647.0,32.5,15.5,19.7,18.760000000000026
19.9,10875.0,32.2,14.5,20.1,19.060000000000024
18.0,11717.0,35.8,16.3,19.9,19.100000000000026
21.9,10875.0,34.5,14.6,18.0,19.920000000000023
21.9,9045.0,35.5,14.1,21.9,20.36000000000002
21.9,9045.0,35.5,14.1,21.9,20.72000000000002
22.7,13875.0,35.2,16.8,21.9,21.280000000000022
22.0,11175.0,33.0,11.5,22.7,22.080000000000023
21.2,9150.0,26.9,18.3,22.0,21.94000000000002
20.5,8244.0,26.2,15.2,21.2,21.660000000000018
20.6,12630.0,28.1,13.6,20.5,21.400000000000016
23.8,11190.0,28.7,19.0,20.6,21.62000000000002
23.8,11190.0,28.7,19.0,23.8,21.980000000000018
22.4,16145.0,29.3,18.3,23.8,22.22000000000002
20.1,12060.0,28.1,16.4,22.4,22.140000000000022
21.1,8448.0,25.3,18.4,20.1,22.24000000000002
21.1,10138.0,24.5,15.0,21.1,21.70000000000002
21.0,10488.0,23.1,14.5,21.1,21.140000000000022
19.8,10425.0,23.1,15.6,21.0,20.620000000000022
19.8,10425.0,23.1,15.6,19.8,20.56000000000002
18.1,15630.0,21.6,12.8,19.8,19.96000000000002
15.6,14161.0,20.3,14.4,18.1,18.86000000000002
17.0,11640.0,17.2,15.2,15.6,18.06000000000002
18.4,12450.0,11.9,14.9,17.0,17.780000000000022
20.1,10932.0,12.1,17.0,18.4,17.840000000000025
21.1,5535.0,12.5,16.3,20.1,18.440000000000026
21.1,5535.0,12.5,16.3,21.1,19.540000000000028
21.1,5535.0,12.5,16.3,21.1,20.360000000000024
21.1,5535.0,12.5,16.3,21.1,20.900000000000023
21.1,5535.0,12.5,16.3,21.1,21.100000000000023
21.1,5535.0,12.5,16.3,21.1,21.100000000000023
16.0,15645.0,18.9,18.3,21.1,20.080000000000023
21.7,11730.0,13.4,24.4,16.0,20.200000000000024
19.8,14379.0,13.7,27.0,21.7,19.94000000000002
19.8,14379.0,13.7,27.0,19.8,19.680000000000017
20.8,12300.0,13.6,18.7,19.8,19.620000000000015
17.9,11325.0,12.5,14.0,20.8,20.000000000000018
19.0,8634.0,11.1,14.0,17.9,19.460000000000015
18.1,11949.0,11.0,11.1,19.0,19.12000000000002
20.6,12510.0,13.1,15.6,18.1,19.280000000000022
21.9,13665.0,20.0,20.5,20.6,19.50000000000002
21.9,13665.0,20.0,20.5,21.9,20.30000000000002
21.9,13665.0,20.0,20.5,21.9,20.880000000000017
20.6,14715.0,20.5,21.3,21.9,21.380000000000017
18.5,11713.0,17.7,21.0,20.6,20.96000000000002
20.8,11412.0,13.4,18.9,18.5,20.74000000000002
21.5,12915.0,14.2,17.3,20.8,20.660000000000018
21.5,12915.0,14.2,17.3,21.5,20.58000000000002
21.0,11760.0,17.1,15.8,21.5,20.660000000000018
21.4,12091.0,16.6,14.7,21.0,21.24000000000002
18.3,11267.0,13.6,13.5,21.4,20.74000000000002
21.1,9045.0,18.1,18.2,18.3,20.660000000000018
20.6,11819.0,17.9,17.1,21.1,20.480000000000018
21.3,12565.0,18.4,19.4,20.6,20.540000000000017
21.3,12565.0,18.4,19.4,21.3,20.520000000000017
23.4,17260.0,19.4,18.4,21.3,21.540000000000017
24.5,12192.0,26.4,23.3,23.4,22.22000000000002
24.3,14499.0,23.7,24.7,24.5,22.960000000000026
24.9,8595.0,19.5,23.9,24.3,23.680000000000028
24.8,9909.0,19.8,20.4,24.9,24.380000000000027
23.5,10368.0,16.7,19.5,24.8,24.400000000000027
23.5,10368.0,16.7,19.5,23.5,24.200000000000028
25.5,9987.0,19.3,19.6,23.5,24.44000000000003
26.1,9762.0,20.5,24.3,25.5,24.680000000000028
26.6,9147.0,23.3,22.1,26.1,25.040000000000028
29.0,9780.0,26.8,21.2,26.6,26.140000000000033
31.3,8772.0,27.4,20.5,29.0,27.700000000000035
31.0,9922.0,30.9,22.0,31.3,28.800000000000033
31.0,9922.0,30.9,22.0,31.0,29.780000000000037
31.3,12819.0,30.1,20.6,31.0,30.720000000000038
28.7,17462.0,29.8,21.6,31.3,30.660000000000036
31.5,11136.0,27.5,20.4,28.7,30.700000000000035
30.4,9147.0,21.9,19.3,31.5,30.580000000000034
31.6,10860.0,24.6,16.9,30.4,30.700000000000035
32.7,10035.0,29.2,20.5,31.6,30.98000000000003
32.7,10035.0,29.2,20.5,32.7,31.78000000000003
30.6,11895.0,36.7,22.0,32.7,31.60000000000003
28.5,12437.0,28.5,22.4,30.6,31.220000000000027
29.4,11195.0,30.3,20.1,28.5,30.78000000000003
31.9,9705.0,30.9,21.6,29.4,30.620000000000026
33.4,10425.0,30.8,18.9,31.9,30.760000000000026
32.4,13750.0,30.9,20.5,33.4,31.120000000000026
32.4,13750.0,30.9,20.5,32.4,31.900000000000027
31.6,14670.0,28.8,19.7,32.4,32.340000000000025
31.6,19245.0,26.9,19.9,31.6,32.28000000000002
30.8,14999.0,25.9,19.6,31.6,31.760000000000026
29.5,12690.0,24.4,18.3,30.8,31.180000000000025
29.3,14575.0,22.2,22.9,29.5,30.560000000000024
29.5,11862.0,20.0,23.5,29.3,30.140000000000025
29.5,11862.0,20.0,23.5,29.5,29.720000000000027
28.1,14322.0,20.0,18.7,29.5,29.180000000000025
25.2,14947.0,20.4,22.4,28.1,28.32000000000002
26.8,10692.0,20.9,20.6,25.2,27.82000000000002
25.4,13565.0,21.2,19.3,26.8,27.00000000000002
22.3,15264.0,21.0,19.1,25.4,25.560000000000024
25.8,13557.0,21.1,21.0,22.3,25.10000000000003
22.1,17562.0,26.5,22.6,25.8,24.480000000000025
22.7,20829.0,32.7,23.9,22.1,23.66000000000003
22.7,20829.0,32.7,23.9,22.7,23.120000000000026
22.7,20829.0,32.7,23.9,22.7,23.200000000000024
23.9,18567.0,25.9,24.8,22.7,22.820000000000025
24.3,16314.0,22.9,23.6,23.9,23.260000000000026
25.7,16257.0,23.3,26.0,24.3,23.86000000000002
25.7,16257.0,23.3,26.0,25.7,24.460000000000022
22.7,15981.0,22.9,20.8,25.7,24.460000000000022
23.3,13857.0,21.3,21.3,22.7,24.34000000000002
23.8,15075.0,20.6,19.6,23.3,24.240000000000023
23.2,12970.0,22.8,19.5,23.8,23.740000000000023
23.6,14554.0,23.9,17.9,23.2,23.320000000000025
23.3,17235.0,25.0,20.8,23.6,23.440000000000023
23.3,17235.0,25.0,20.8,23.3,23.440000000000023
22.7,16675.0,25.1,18.0,23.3,23.220000000000024
21.7,15015.0,26.4,18.6,22.7,22.920000000000023
21.9,13180.0,31.0,20.0,21.7,22.580000000000023
24.8,14970.0,33.7,21.3,21.9,22.880000000000027
23.2,17264.0,33.4,20.7,24.8,22.860000000000028
25.4,14387.0,39.2,22.3,23.2,23.400000000000027
25.4,14387.0,39.2,22.3,25.4,24.140000000000022
22.0,20838.0,37.3,21.4,25.4,24.160000000000018
22.0,14604.0,34.9,19.7,22.0,23.60000000000002
19.2,15747.0,33.1,22.3,22.0,22.80000000000002
22.1,11955.0,36.6,25.2,19.2,22.140000000000022
22.3,13875.0,36.4,22.3,22.1,21.52000000000002
