日期,市場,產品,上價,中價,下價,平均價(元/公斤),平均價_跟前一交易日比較%,交易量(公斤),交易量_跟前一交易日比較%
110/04/30,104 台北二  ,A1 香蕉  ,43.5,32.3,27.1,33.5, + 23,"6,571", + 10
110/05/01,104 台北二  ,A1 香蕉  ,41.6,29.1,18.7,29.5, - 12,"8,880", + 35
110/05/02,104 台北二  ,A1 香蕉  ,38.6,26.4,15.2,26.6, - 10,"9,274", +  4
110/05/04,104 台北二  ,A1 香蕉  ,37.5,29.5,22.2,29.6, + 11,"10,655", + 15
110/05/05,104 台北二  ,A1 香蕉  ,39.4,32.6,27.7,33.0, + 11,"7,170", - 33
110/05/06,104 台北二  ,A1 香蕉  ,50.5,35.0,25.0,36.1, +  9,"7,110", -  1
110/05/07,104 台北二  ,A1 香蕉  ,45.6,32.3,25.3,33.6, -  7,"8,280", + 16
110/05/08,104 台北二  ,A1 香蕉  ,46.6,33.9,17.3,33.1, -  1,"8,991", +  9
110/05/09,104 台北二  ,A1 香蕉  ,49.3,34.1,24.8,35.3, +  7,"6,952", - 23
110/05/11,104 台北二  ,A1 香蕉  ,46.1,34.4,29.2,35.7, +  1,"13,771", + 98
110/05/12,104 台北二  ,A1 香蕉  ,47.4,34.5,26.3,35.4, -  1,"8,400", - 39
110/05/13,104 台北二  ,A1 香蕉  ,52.0,36.1,29.9,38.1, +  8,"6,255", - 26
110/05/14,104 台北二  ,A1 香蕉  ,43.5,30.3,21.3,31.2, - 18,"10,196", + 63
110/05/15,104 台北二  ,A1 香蕉  ,41.9,30.3,23.6,31.3, +  0,"10,066", -  1
110/05/16,104 台北二  ,A1 香蕉  ,50.5,35.4,30.7,37.5, + 20,"8,100", - 20
110/05/18,104 台北二  ,A1 香蕉  ,39.6,30.3,23.1,30.8, - 18,"14,923", + 84
110/05/19,104 台北二  ,A1 香蕉  ,36.7,29.2,18.9,28.6, -  7,"10,395", - 30
110/05/20,104 台北二  ,A1 香蕉  ,34.5,22.2,13.0,22.8, - 20,"15,300", + 47
110/05/21,104 台北二  ,A1 香蕉  ,34.4,23.0,11.7,23.0, +  1,"14,265", -  7
110/05/22,104 台北二  ,A1 香蕉  ,35.0,22.2,11.8,22.7, -  1,"15,120", +  6
110/05/23,104 台北二  ,A1 香蕉  ,37.0,28.7,12.4,27.1, + 19,"9,480", - 37
110/05/25,104 台北二  ,A1 香蕉  ,40.8,28.1,18.8,28.8, +  6,"13,194", + 39
110/05/26,104 台北二  ,A1 香蕉  ,42.9,30.7,21.3,31.3, +  9,"11,295", - 14
110/05/27,104 台北二  ,A1 香蕉  ,33.3,25.3,16.1,25.0, - 20,"11,685", +  3
110/05/28,104 台北二  ,A1 香蕉  ,34.0,30.1,16.1,28.1, + 12,"7,785", - 33
110/05/29,104 台北二  ,A1 香蕉  ,38.9,27.4,16.2,27.5, -  2,"10,872", + 40
110/05/30,104 台北二  ,A1 香蕉  ,40.7,27.6,16.5,28.0, +  2,"10,612", -  2
110/06/01,104 台北二  ,A1 香蕉  ,37.6,26.2,12.9,25.8, -  8,"13,965", + 32
110/06/02,104 台北二  ,A1 香蕉  ,42.3,30.7,24.4,31.8, + 23,"10,605", - 24
110/06/04,104 台北二  ,A1 香蕉  ,37.4,27.2,16.8,27.2, - 14,"14,559", + 37
110/06/05,104 台北二  ,A1 香蕉  ,36.0,25.6,18.0,26.2, -  4,"12,131", - 17
110/06/06,104 台北二  ,A1 香蕉  ,40.8,29.2,22.1,30.1, + 15,"8,940", - 26
110/06/08,104 台北二  ,A1 香蕉  ,35.6,28.4,21.4,28.5, -  5,"12,180", + 36
110/06/09,104 台北二  ,A1 香蕉  ,36.8,21.9,11.0,22.7, - 20,"14,484", + 19
110/06/10,104 台北二  ,A1 香蕉  ,34.5,25.2,13.7,24.8, +  9,"10,425", - 28
110/06/11,104 台北二  ,A1 香蕉  ,36.5,28.5,15.6,27.5, + 11,"9,355", - 10
110/06/12,104 台北二  ,A1 香蕉  ,42.2,32.9,23.3,32.9, + 20,"7,575", - 19
110/06/13,104 台北二  ,A1 香蕉  ,47.8,32.8,24.4,34.2, +  4,"7,623", +  1
110/06/14,104 台北二  ,A1 香蕉  ,41.7,31.3,25.7,32.2, -  6,"9,780", + 28
110/06/17,104 台北二  ,A1 香蕉  ,36.8,28.7,20.5,28.6, - 11,"10,080", +  3
110/06/18,104 台北二  ,A1 香蕉  ,39.1,28.5,17.0,28.3, -  1,"8,045", - 20
110/06/19,104 台北二  ,A1 香蕉  ,35.0,25.0,13.6,24.7, - 13,"13,763", + 71
110/06/20,104 台北二  ,A1 香蕉  ,30.9,26.2,17.0,25.3, +  2,"10,095", - 27
110/06/22,104 台北二  ,A1 香蕉  ,37.4,28.3,20.2,28.5, + 13,"9,227", -  9
110/06/23,104 台北二  ,A1 香蕉  ,51.4,35.8,29.4,37.7, + 32,"6,075", - 34
110/06/24,104 台北二  ,A1 香蕉  ,46.8,30.7,18.6,31.5, - 16,"8,205", + 35
110/06/25,104 台北二  ,A1 香蕉  ,48.4,35.2,28.2,36.4, + 16,"5,941", - 28
110/06/26,104 台北二  ,A1 香蕉  ,50.5,33.8,26.3,35.6, -  2,"6,900", + 16
110/06/27,104 台北二  ,A1 香蕉  ,44.6,33.0,28.8,34.5, -  3,"7,187", +  4
110/06/29,104 台北二  ,A1 香蕉  ,45.0,32.0,24.6,33.1, -  4,"8,895", + 24
110/06/30,104 台北二  ,A1 香蕉  ,45.9,32.6,29.3,34.6, +  5,"7,500", - 16
110/07/01,104 台北二  ,A1 香蕉  ,40.4,25.9,17.6,27.2, - 21,"10,530", + 40
110/07/02,104 台北二  ,A1 香蕉  ,40.3,30.2,21.8,30.6, + 13,"8,025", - 24
110/07/03,104 台北二  ,A1 香蕉  ,44.9,31.5,19.4,31.8, +  4,"6,959", - 13
110/07/04,104 台北二  ,A1 香蕉  ,45.8,34.0,28.6,35.3, + 11,"6,105", - 12
110/07/06,104 台北二  ,A1 香蕉  ,43.4,33.2,24.4,33.5, -  5,"8,206", + 34
110/07/07,104 台北二  ,A1 香蕉  ,44.5,34.5,29.1,35.4, +  6,"6,840", - 17
110/07/08,104 台北二  ,A1 香蕉  ,45.8,35.7,27.3,36.0, +  2,"6,888", +  1
110/07/09,104 台北二  ,A1 香蕉  ,49.9,36.0,25.7,36.7, +  2,"8,023", + 16
110/07/10,104 台北二  ,A1 香蕉  ,48.7,37.8,26.4,37.7, +  3,"6,405", - 20
110/07/11,104 台北二  ,A1 香蕉  ,54.6,39.4,32.7,41.1, +  9,"4,710", - 26
110/07/13,104 台北二  ,A1 香蕉  ,39.3,32.6,25.6,32.6, - 21,"10,200", +117
110/07/14,104 台北二  ,A1 香蕉  ,38.9,30.5,23.5,30.8, -  6,"8,176", - 20
110/07/16,104 台北二  ,A1 香蕉  ,38.6,23.9,15.8,25.2, - 18,"11,187", + 37
110/07/17,104 台北二  ,A1 香蕉  ,36.2,27.6,16.1,27.0, +  7,"8,825", - 21
110/07/18,104 台北二  ,A1 香蕉  ,40.9,33.4,22.5,32.7, + 21,"5,910", - 33
110/07/20,104 台北二  ,A1 香蕉  ,40.7,30.5,20.6,30.6, -  6,"9,525", + 61
110/07/21,104 台北二  ,A1 香蕉  ,39.1,32.5,24.0,32.1, +  5,"6,810", - 29
110/07/22,104 台北二  ,A1 香蕉  ,43.0,34.3,26.5,34.5, +  7,"5,685", - 17
110/07/23,104 台北二  ,A1 香蕉  ,41.3,31.2,23.8,31.8, -  8,"8,416", + 48
110/07/24,104 台北二  ,A1 香蕉  ,42.2,28.6,19.4,29.5, -  7,"7,141", - 15
110/07/25,104 台北二  ,A1 香蕉  ,41.1,34.0,28.8,34.4, + 17,"6,030", - 16
110/07/27,104 台北二  ,A1 香蕉  ,42.3,33.6,21.1,32.8, -  5,"7,215", + 20
110/07/28,104 台北二  ,A1 香蕉  ,43.0,35.1,23.3,34.3, +  5,"6,405", - 11
110/07/29,104 台北二  ,A1 香蕉  ,48.7,40.9,34.3,41.2, + 20,"4,260", - 33
110/01/01,109 台北一  ,A1 香蕉  ,22.9,18.4,13.8,18.4, -  6,"16,657", - 29
110/01/02,109 台北一  ,A1 香蕉  ,22.6,18.6,15.6,18.8, +  2,"19,995", + 20
110/01/03,109 台北一  ,A1 香蕉  ,23.0,18.7,15.2,18.9, +  1,"17,733", - 11
110/01/05,109 台北一  ,A1 香蕉  ,23.9,20.0,16.0,20.0, +  6,"17,072", -  4
110/01/06,109 台北一  ,A1 香蕉  ,22.8,19.4,17.1,19.6, -  2,"18,632", +  9
110/01/07,109 台北一  ,A1 香蕉  ,24.0,20.1,16.5,20.2, +  3,"19,360", +  4
110/01/08,109 台北一  ,A1 香蕉  ,24.5,20.2,16.4,20.3, +  0,"16,478", - 15
110/01/09,109 台北一  ,A1 香蕉  ,24.5,20.5,17.3,20.6, +  1,"15,885", -  4
110/01/10,109 台北一  ,A1 香蕉  ,25.7,22.0,17.5,21.8, +  6,"15,043", -  5
110/01/12,109 台北一  ,A1 香蕉  ,26.9,21.7,18.1,22.0, +  1,"22,978", + 53
110/01/13,109 台北一  ,A1 香蕉  ,26.9,22.4,17.6,22.4, +  2,"27,386", + 19
110/01/15,109 台北一  ,A1 香蕉  ,27.6,22.2,17.9,22.5, +  0,"27,290", -  0
110/01/16,109 台北一  ,A1 香蕉  ,26.9,21.9,17.9,22.1, -  2,"21,780", - 20
110/01/17,109 台北一  ,A1 香蕉  ,26.9,22.6,18.4,22.6, +  2,"15,405", - 29
110/01/19,109 台北一  ,A1 香蕉  ,27.2,22.7,19.5,22.9, +  1,"20,045", + 30
110/01/20,109 台北一  ,A1 香蕉  ,26.6,21.8,18.4,22.1, -  3,"22,431", + 12
110/01/21,109 台北一  ,A1 香蕉  ,25.5,20.3,15.3,20.3, -  8,"19,816", - 12
110/01/22,109 台北一  ,A1 香蕉  ,25.2,18.8,13.6,19.0, -  6,"17,852", - 10
110/01/23,109 台北一  ,A1 香蕉  ,24.8,17.9,14.2,18.5, -  3,"19,584", + 10
110/01/24,109 台北一  ,A1 香蕉  ,26.0,19.8,15.6,20.2, +  9,"18,585", -  5
110/01/26,109 台北一  ,A1 香蕉  ,27.0,21.0,16.7,21.3, +  5,"25,538", + 37
110/01/27,109 台北一  ,A1 香蕉  ,26.5,21.3,16.2,21.3,    0,"24,684", -  3
110/01/28,109 台北一  ,A1 香蕉  ,25.5,21.6,17.5,21.6, +  1,"21,165", - 14
110/01/29,109 台北一  ,A1 香蕉  ,25.2,20.7,16.3,20.7, -  4,"16,890", - 20
110/01/30,109 台北一  ,A1 香蕉  ,25.0,20.6,16.6,20.7,    0,"16,878", -  0
110/01/31,109 台北一  ,A1 香蕉  ,25.6,20.2,15.4,20.4, -  1,"17,430", +  3
110/02/02,109 台北一  ,A1 香蕉  ,25.7,21.0,16.2,21.0, +  3,"18,327", +  5
110/02/03,109 台北一  ,A1 香蕉  ,26.2,22.0,17.6,21.9, +  4,"15,586", - 15
110/02/04,109 台北一  ,A1 香蕉  ,30.2,24.8,18.5,24.6, + 12,"14,499", -  7
110/02/06,109 台北一  ,A1 香蕉  ,31.3,24.9,19.0,25.0, +  2,"17,784", + 23
110/02/07,109 台北一  ,A1 香蕉  ,30.7,23.2,16.9,23.4, -  6,"19,683", + 11
110/02/08,109 台北一  ,A1 香蕉  ,29.2,22.1,16.7,22.4, -  4,"15,464", - 21
110/02/09,109 台北一  ,A1 香蕉  ,27.1,19.7,13.4,19.9, - 11,"18,577", + 20
110/02/10,109 台北一  ,A1 香蕉  ,27.1,19.0,13.0,19.4, -  3,"18,630", +  0
110/02/11,109 台北一  ,A1 香蕉  ,25.4,20.6,13.9,20.2, +  4,"13,392", - 28
110/02/17,109 台北一  ,A1 香蕉  ,27.7,23.1,18.9,23.2, + 15,"17,565", + 31
110/02/18,109 台北一  ,A1 香蕉  ,30.9,25.2,20.8,25.5, + 10,"16,555", -  6
110/02/19,109 台北一  ,A1 香蕉  ,33.1,29.0,21.9,28.4, + 11,"18,351", + 11
110/02/21,109 台北一  ,A1 香蕉  ,35.6,30.8,23.8,30.4, +  7,"15,981", - 13
110/02/23,109 台北一  ,A1 香蕉  ,37.2,33.7,28.2,33.3, + 10,"16,125", +  1
110/02/24,109 台北一  ,A1 香蕉  ,38.5,33.5,28.1,33.4, +  0,"16,545", +  3
110/02/25,109 台北一  ,A1 香蕉  ,37.5,28.2,19.7,28.4, - 15,"23,376", + 41
110/02/26,109 台北一  ,A1 香蕉  ,31.6,25.7,17.8,25.3, - 11,"21,512", -  8
110/02/27,109 台北一  ,A1 香蕉  ,31.5,25.8,18.1,25.4, +  0,"17,628", - 18
110/03/02,109 台北一  ,A1 香蕉  ,31.6,25.9,19.9,25.8, +  2,"20,310", + 15
110/03/03,109 台北一  ,A1 香蕉  ,31.4,26.0,20.8,26.0, +  1,"16,605", - 18
110/03/04,109 台北一  ,A1 香蕉  ,31.2,26.1,19.5,25.8, -  1,"13,914", - 16
110/03/05,109 台北一  ,A1 香蕉  ,30.3,24.5,19.6,24.7, -  4,"16,065", + 15
110/03/06,109 台北一  ,A1 香蕉  ,30.5,22.9,17.9,23.4, -  5,"16,225", +  1
110/03/07,109 台北一  ,A1 香蕉  ,30.9,25.3,19.4,25.3, +  8,"13,689", - 16
110/03/09,109 台北一  ,A1 香蕉  ,31.8,25.4,19.1,25.4, +  0,"16,902", + 23
110/03/10,109 台北一  ,A1 香蕉  ,31.9,26.2,20.4,26.2, +  3,"16,900", -  0
110/03/11,109 台北一  ,A1 香蕉  ,31.4,25.6,19.0,25.4, -  3,"18,135", +  7
110/03/12,109 台北一  ,A1 香蕉  ,31.7,25.0,16.6,24.6, -  3,"19,264", +  6
110/03/13,109 台北一  ,A1 香蕉  ,32.1,26.6,18.9,26.2, +  7,"23,041", + 20
110/03/14,109 台北一  ,A1 香蕉  ,32.6,27.0,20.9,26.9, +  3,"20,189", - 12
110/03/16,109 台北一  ,A1 香蕉  ,32.1,24.8,20.0,25.3, -  6,"23,469", + 16
110/03/17,109 台北一  ,A1 香蕉  ,29.8,24.3,18.6,24.3, -  4,"18,860", - 20
110/03/18,109 台北一  ,A1 香蕉  ,29.4,23.0,16.4,22.9, -  6,"18,494", -  2
110/03/19,109 台北一  ,A1 香蕉  ,29.0,23.3,17.8,23.4, +  2,"16,775", -  9
110/03/20,109 台北一  ,A1 香蕉  ,28.4,21.0,15.5,21.4, -  9,"21,197", + 26
110/03/21,109 台北一  ,A1 香蕉  ,27.5,21.5,16.9,21.8, +  2,"19,518", -  8
110/03/24,109 台北一  ,A1 香蕉  ,28.2,21.6,14.6,21.5, -  1,"23,432", + 20
110/03/25,109 台北一  ,A1 香蕉  ,27.0,19.7,13.7,20.0, -  7,"23,921", +  2
110/03/26,109 台北一  ,A1 香蕉  ,26.7,18.7,14.5,19.5, -  3,"27,508", + 15
110/03/27,109 台北一  ,A1 香蕉  ,27.3,19.8,15.5,20.5, +  5,"27,800", +  1
110/03/28,109 台北一  ,A1 香蕉  ,27.5,21.4,16.6,21.7, +  6,"21,488", - 23
110/03/30,109 台北一  ,A1 香蕉  ,27.4,22.5,17.0,22.4, +  3,"22,515", +  5
110/03/31,109 台北一  ,A1 香蕉  ,25.6,18.7,14.3,19.2, - 14,"23,446", +  4
110/04/01,109 台北一  ,A1 香蕉  ,22.3,18.2,13.6,18.1, -  6,"20,957", - 11
110/04/02,109 台北一  ,A1 香蕉  ,20.7,15.4,10.9,15.6, - 14,"22,955", + 10
110/04/03,109 台北一  ,A1 香蕉  ,20.5,13.5,11.0,14.4, -  8,"23,973", +  4
110/04/06,109 台北一  ,A1 香蕉  ,18.7,14.4,11.6,14.7, +  2,"22,474", -  6
110/04/07,109 台北一  ,A1 香蕉  ,24.6,17.6,12.7,18.0, + 22,"19,281", - 14
110/04/08,109 台北一  ,A1 香蕉  ,25.8,20.9,16.3,21.0, + 17,"17,625", -  9
110/04/09,109 台北一  ,A1 香蕉  ,25.4,19.9,14.7,20.0, -  5,"20,190", + 15
110/04/10,109 台北一  ,A1 香蕉  ,23.3,16.9,12.0,17.2, - 14,"28,824", + 43
110/04/11,109 台北一  ,A1 香蕉  ,24.9,20.5,12.0,19.7, + 15,"21,120", - 27
110/04/13,109 台北一  ,A1 香蕉  ,25.6,21.6,17.6,21.6, + 10,"28,072", + 33
110/04/14,109 台北一  ,A1 香蕉  ,24.8,19.8,14.3,19.7, -  9,"25,668", -  9
110/04/15,109 台北一  ,A1 香蕉  ,23.0,18.5,13.3,18.3, -  7,"20,140", - 22
110/04/16,109 台北一  ,A1 香蕉  ,21.6,16.7,12.6,16.9, -  8,"24,208", + 20
110/04/17,109 台北一  ,A1 香蕉  ,23.6,16.2,12.6,17.0, +  1,"23,034", -  5
110/04/18,109 台北一  ,A1 香蕉  ,25.1,20.0,15.0,20.0, + 18,"16,350", - 29
110/04/20,109 台北一  ,A1 香蕉  ,25.2,20.6,15.2,20.4, +  2,"21,050", + 29
110/04/21,109 台北一  ,A1 香蕉  ,23.6,19.9,15.8,19.8, -  3,"19,410", -  8
110/04/22,109 台北一  ,A1 香蕉  ,25.0,21.1,17.4,21.2, +  7,"17,394", - 10
110/04/23,109 台北一  ,A1 香蕉  ,27.6,23.0,17.8,22.9, +  8,"16,185", -  7
110/04/24,109 台北一  ,A1 香蕉  ,27.3,23.5,19.5,23.5, +  3,"17,633", +  9
110/04/25,109 台北一  ,A1 香蕉  ,30.3,23.6,20.4,24.3, +  3,"14,993", - 15
110/04/27,109 台北一  ,A1 香蕉  ,32.6,25.4,19.7,25.7, +  6,"21,664", + 44
110/04/28,109 台北一  ,A1 香蕉  ,31.2,25.4,19.3,25.3, -  2,"18,975", - 12
110/04/29,109 台北一  ,A1 香蕉  ,31.2,25.8,20.3,25.8, +  2,"14,350", - 24
