日期,市場,產品,上價,中價,下價,平均價(元/公斤),平均價_跟前一交易日比較%,交易量(公斤),交易量_跟前一交易日比較%
100/06/29,104 台北二  ,B6 鳳梨 甜蜜蜜 ,55.5,40.0,23.9,39.9, +  8,963, +102
100/06/30,104 台北二  ,B6 鳳梨 甜蜜蜜 ,42.9,34.6,17.3,32.8, - 18,749, - 22
100/07/01,104 台北二  ,B6 鳳梨 甜蜜蜜 ,41.5,27.3,15.7,27.8, - 15,"2,239", +199
100/07/02,104 台北二  ,B6 鳳梨 甜蜜蜜 ,50.0,37.1,23.2,36.9, + 33,641, - 71
100/07/03,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.1,29.9,14.8,28.1, - 24,619, -  3
100/07/05,104 台北二  ,B6 鳳梨 甜蜜蜜 ,45.3,34.7,18.5,33.6, + 20,"1,474", +138
100/07/06,104 台北二  ,B6 鳳梨 甜蜜蜜 ,42.2,31.3,18.4,30.9, -  8,"1,708", + 16
100/07/07,104 台北二  ,B6 鳳梨 甜蜜蜜 ,38.7,26.1,18.5,27.1, - 12,"2,985", + 75
100/07/08,104 台北二  ,B6 鳳梨 甜蜜蜜 ,32.7,25.9,15.4,25.1, -  7,"1,592", - 47
100/07/09,104 台北二  ,B6 鳳梨 甜蜜蜜 ,34.1,22.6,17.2,23.9, -  5,"2,195", + 38
100/07/10,104 台北二  ,B6 鳳梨 甜蜜蜜 ,38.1,25.8,14.6,26.0, +  9,"2,249", +  2
100/07/12,104 台北二  ,B6 鳳梨 甜蜜蜜 ,40.1,26.7,16.8,27.4, +  5,"1,928", - 14
100/07/13,104 台北二  ,B6 鳳梨 甜蜜蜜 ,46.9,28.2,17.6,29.9, +  9,"2,120", + 10
100/07/14,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.6,27.6,18.2,27.5, -  8,"3,068", + 45
100/07/15,104 台北二  ,B6 鳳梨 甜蜜蜜 ,35.3,25.6,15.0,25.4, -  8,"2,452", - 20
100/07/16,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.0,26.0,14.7,25.8, +  2,"1,877", - 23
100/07/17,104 台北二  ,B6 鳳梨 甜蜜蜜 ,32.3,27.9,19.1,27.0, +  5,"1,450", - 23
100/07/19,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.9,23.4,14.1,23.0, - 15,"1,954", + 35
100/07/20,104 台北二  ,B6 鳳梨 甜蜜蜜 ,29.3,21.3,11.9,21.0, -  9,"1,752", - 10
100/07/21,104 台北二  ,B6 鳳梨 甜蜜蜜 ,26.8,20.0,10.7,19.5, -  7,"2,183", + 25
100/07/22,104 台北二  ,B6 鳳梨 甜蜜蜜 ,24.8,17.4,12.5,17.9, -  8,"2,695", + 23
100/07/23,104 台北二  ,B6 鳳梨 甜蜜蜜 ,23.7,17.3,9.4,17.0, -  5,"3,793", + 41
100/07/24,104 台北二  ,B6 鳳梨 甜蜜蜜 ,22.2,16.9,9.7,16.6, -  2,"3,511", -  7
100/07/26,104 台北二  ,B6 鳳梨 甜蜜蜜 ,26.2,18.7,10.4,18.6, + 12,"3,177", - 10
100/07/27,104 台北二  ,B6 鳳梨 甜蜜蜜 ,29.1,22.2,13.8,21.9, + 18,"1,927", - 39
100/07/28,104 台北二  ,B6 鳳梨 甜蜜蜜 ,27.5,20.4,15.1,20.8, -  5,"3,296", + 71
100/07/29,104 台北二  ,B6 鳳梨 甜蜜蜜 ,27.0,19.4,15.1,20.0, -  4,"3,609", +  9
100/07/30,104 台北二  ,B6 鳳梨 甜蜜蜜 ,26.2,19.7,10.7,19.2, -  4,"3,966", + 10
100/07/31,104 台北二  ,B6 鳳梨 甜蜜蜜 ,28.0,18.9,11.1,19.2,    0,"4,202", +  6
100/08/02,104 台北二  ,B6 鳳梨 甜蜜蜜 ,26.0,19.5,15.3,19.9, +  4,"2,712", - 35
100/08/03,104 台北二  ,B6 鳳梨 甜蜜蜜 ,21.6,19.4,13.7,18.7, -  6,"1,699", - 37
100/08/04,104 台北二  ,B6 鳳梨 甜蜜蜜 ,28.8,22.8,20.0,23.5, + 26,396, - 77
100/08/05,104 台北二  ,B6 鳳梨 甜蜜蜜 ,24.3,21.6,14.2,20.7, - 12,"2,283", +477
100/08/06,104 台北二  ,B6 鳳梨 甜蜜蜜 ,25.7,22.4,16.6,21.9, +  6,"2,139", -  6
100/08/07,104 台北二  ,B6 鳳梨 甜蜜蜜 ,25.7,20.8,11.6,20.0, -  9,"2,771", + 30
100/08/09,104 台北二  ,B6 鳳梨 甜蜜蜜 ,21.6,15.2,10.8,15.6, - 22,"4,001", + 44
100/08/10,104 台北二  ,B6 鳳梨 甜蜜蜜 ,21.4,17.6,12.2,17.2, + 10,"2,141", - 46
100/08/11,104 台北二  ,B6 鳳梨 甜蜜蜜 ,20.4,15.9,12.3,16.1, -  6,"2,741", + 28
100/08/12,104 台北二  ,B6 鳳梨 甜蜜蜜 ,22.0,19.1,11.6,18.1, + 12,823, - 70
100/08/13,104 台北二  ,B6 鳳梨 甜蜜蜜 ,16.9,13.2,9.2,13.1, - 28,"2,231", +171
100/08/14,104 台北二  ,B6 鳳梨 甜蜜蜜 ,16.5,13.6,11.8,13.8, +  5,"1,382", - 38
100/08/17,104 台北二  ,B6 鳳梨 甜蜜蜜 ,16.9,11.9,5.0,11.5, - 17,559, - 60
100/08/18,104 台北二  ,B6 鳳梨 甜蜜蜜 ,17.0,15.2,11.7,14.8, + 29,780, + 40
100/08/19,104 台北二  ,B6 鳳梨 甜蜜蜜 ,16.0,14.3,11.2,14.0, -  5,301, - 61
100/08/20,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,16.1,10.0,15.3, +  9,324, +  8
100/08/21,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,16.5,12.0,15.9, +  4,312, -  4
100/08/23,104 台北二  ,B6 鳳梨 甜蜜蜜 ,15.0,15.0,11.9,14.4, -  9,406, + 30
100/08/26,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,16.7,14.1,16.5,  -  ,358,  -  
100/08/27,104 台北二  ,B6 鳳梨 甜蜜蜜 ,6.0,6.0,6.0,6.0, - 64,40, - 89
100/08/28,104 台北二  ,B6 鳳梨 甜蜜蜜 ,14.0,13.4,9.0,12.6, +110,353, +783
100/09/02,104 台北二  ,B6 鳳梨 甜蜜蜜 ,16.0,15.7,15.0,15.6,  -  ,159,  -  
100/09/04,104 台北二  ,B6 鳳梨 甜蜜蜜 ,15.0,15.0,15.0,15.0,  -  ,117,  -  
100/09/12,104 台北二  ,B6 鳳梨 甜蜜蜜 ,20.0,17.6,17.0,18.0,  -  ,221,  -  
100/09/15,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,15.3,9.9,14.8, - 18,453, +105
100/09/16,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,15.4,13.4,15.5, +  5,340, - 25
100/09/18,104 台北二  ,B6 鳳梨 甜蜜蜜 ,25.0,20.5,18.0,20.9,  -  ,218,  -  
100/09/20,104 台北二  ,B6 鳳梨 甜蜜蜜 ,20.0,18.3,16.0,18.2, - 13,180, - 17
100/09/23,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,16.5,11.5,15.8,  -  ,265,  -  
100/09/25,104 台北二  ,B6 鳳梨 甜蜜蜜 ,16.0,15.2,15.0,15.3,  -  ,233,  -  
100/09/27,104 台北二  ,B6 鳳梨 甜蜜蜜 ,15.0,14.1,7.7,13.0, - 15,227, -  3
100/10/18,104 台北二  ,B6 鳳梨 甜蜜蜜 ,13.0,13.0,11.3,12.7,  -  ,98,  -  
100/10/27,104 台北二  ,B6 鳳梨 甜蜜蜜 ,8.0,7.5,7.0,7.5,  -  ,112,  -  
101/03/13,104 台北二  ,B6 鳳梨 甜蜜蜜 ,14.7,12.1,8.0,11.8,  -  ,459,  -  
101/03/20,104 台北二  ,B6 鳳梨 甜蜜蜜 ,15.8,12.3,12.0,12.9,  -  ,445,  -  
101/03/21,104 台北二  ,B6 鳳梨 甜蜜蜜 ,15.3,12.8,10.7,12.9,    0,506, + 14
101/03/22,104 台北二  ,B6 鳳梨 甜蜜蜜 ,16.0,10.8,10.0,11.7, -  9,450, - 11
101/03/23,104 台北二  ,B6 鳳梨 甜蜜蜜 ,12.0,11.9,8.7,11.3, -  3,689, + 53
101/03/25,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,14.9,10.0,14.5,  -  ,466,  -  
101/03/27,104 台北二  ,B6 鳳梨 甜蜜蜜 ,13.0,12.5,9.1,11.9, - 18,566, + 21
101/03/29,104 台北二  ,B6 鳳梨 甜蜜蜜 ,13.0,10.7,8.1,10.6,  -  ,339,  -  
101/03/30,104 台北二  ,B6 鳳梨 甜蜜蜜 ,17.0,17.0,17.0,17.0, + 60,140, - 59
101/03/31,104 台北二  ,B6 鳳梨 甜蜜蜜 ,17.0,17.0,17.0,17.0,    0,180, + 29
101/04/01,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,18.0,18.0,18.0, +  6,256, + 42
101/04/03,104 台北二  ,B6 鳳梨 甜蜜蜜 ,14.0,12.3,10.1,12.2,  -  ,460,  -  
101/04/06,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,16.5,13.1,16.1, + 32,520, + 13
101/04/07,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,16.3,15.0,16.4, +  2,598, + 15
101/04/08,104 台北二  ,B6 鳳梨 甜蜜蜜 ,17.0,15.7,15.0,15.8, -  4,430, - 28
101/04/10,104 台北二  ,B6 鳳梨 甜蜜蜜 ,12.0,12.0,12.0,12.0, - 24,238, - 45
101/04/11,104 台北二  ,B6 鳳梨 甜蜜蜜 ,14.0,13.0,13.0,13.2, + 10,46, - 81
101/04/12,104 台北二  ,B6 鳳梨 甜蜜蜜 ,16.0,16.0,16.0,16.0, + 21,70, + 52
101/04/13,104 台北二  ,B6 鳳梨 甜蜜蜜 ,16.0,14.8,13.0,14.7, -  8,216, +209
101/04/14,104 台北二  ,B6 鳳梨 甜蜜蜜 ,13.0,13.0,13.0,13.0, - 12,150, - 31
101/04/15,104 台北二  ,B6 鳳梨 甜蜜蜜 ,10.0,10.0,10.0,10.0, - 23,230, + 53
101/04/17,104 台北二  ,B6 鳳梨 甜蜜蜜 ,11.0,11.0,11.0,11.0, + 10,120, - 48
101/04/18,104 台北二  ,B6 鳳梨 甜蜜蜜 ,13.0,11.5,11.0,11.7, +  6,398, +232
101/04/19,104 台北二  ,B6 鳳梨 甜蜜蜜 ,23.0,22.3,18.8,21.7, + 85,181, - 55
101/04/20,104 台北二  ,B6 鳳梨 甜蜜蜜 ,20.0,19.0,18.0,19.0, - 12,357, + 97
101/04/21,104 台北二  ,B6 鳳梨 甜蜜蜜 ,20.0,20.0,20.0,20.0, +  5,202, - 43
101/04/24,104 台北二  ,B6 鳳梨 甜蜜蜜 ,20.0,18.4,18.0,18.6,  -  ,321,  -  
101/04/25,104 台北二  ,B6 鳳梨 甜蜜蜜 ,20.0,19.3,18.0,19.2, +  3,350, +  9
101/04/26,104 台北二  ,B6 鳳梨 甜蜜蜜 ,18.0,18.0,18.0,18.0, -  6,132, - 62
101/04/27,104 台北二  ,B6 鳳梨 甜蜜蜜 ,21.0,19.0,16.0,18.8, +  4,489, +270
101/04/28,104 台北二  ,B6 鳳梨 甜蜜蜜 ,22.0,18.8,17.0,19.1, +  2,408, - 17
101/04/29,104 台北二  ,B6 鳳梨 甜蜜蜜 ,20.0,20.0,20.0,20.0, +  5,240, - 41
101/05/01,104 台北二  ,B6 鳳梨 甜蜜蜜 ,22.0,21.4,20.2,21.3, +  7,686, +186
101/05/02,104 台北二  ,B6 鳳梨 甜蜜蜜 ,24.0,22.9,20.1,22.6, +  6,701, +  2
101/05/03,104 台北二  ,B6 鳳梨 甜蜜蜜 ,25.0,22.6,20.9,22.8, +  1,406, - 42
101/05/04,104 台北二  ,B6 鳳梨 甜蜜蜜 ,25.0,23.4,18.0,22.6, -  1,448, + 10
101/05/05,104 台北二  ,B6 鳳梨 甜蜜蜜 ,26.2,21.0,15.2,20.9, -  8,769, + 72
101/05/06,104 台北二  ,B6 鳳梨 甜蜜蜜 ,27.0,26.8,21.3,25.7, + 23,107, - 86
101/05/08,104 台北二  ,B6 鳳梨 甜蜜蜜 ,28.8,25.7,22.4,25.7,    0,811, +658
101/05/09,104 台北二  ,B6 鳳梨 甜蜜蜜 ,27.8,26.0,21.7,25.5, -  1,847, +  4
101/05/10,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.3,27.5,25.2,27.6, +  8,"1,167", + 38
101/05/11,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.0,27.8,25.4,27.7, +  0,"1,291", + 11
101/05/12,104 台北二  ,B6 鳳梨 甜蜜蜜 ,33.5,30.7,27.6,30.6, + 10,"1,196", -  7
101/05/13,104 台北二  ,B6 鳳梨 甜蜜蜜 ,32.0,25.8,21.3,26.1, - 15,"1,496", + 25
101/05/15,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.5,26.7,24.0,26.9, +  3,"1,831", + 22
101/05/16,104 台北二  ,B6 鳳梨 甜蜜蜜 ,31.6,26.8,18.0,26.0, -  3,"1,654", - 10
101/05/17,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.0,27.9,24.9,28.9, + 11,"1,026", - 38
101/05/18,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.2,29.4,25.9,30.1, +  4,810, - 21
101/05/19,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.0,30.0,25.0,30.2, +  0,913, + 13
101/05/20,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.0,30.0,20.0,29.2, -  3,"1,093", + 20
101/05/22,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.0,27.3,18.1,27.2, -  7,"1,403", + 28
101/05/23,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.0,27.2,20.0,27.5, +  1,779, - 44
101/05/24,104 台北二  ,B6 鳳梨 甜蜜蜜 ,35.6,26.3,21.0,27.1, -  1,964, + 24
101/05/25,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.0,28.4,22.1,28.7, +  6,692, - 28
101/05/26,104 台北二  ,B6 鳳梨 甜蜜蜜 ,35.5,20.6,12.6,22.0, - 23,"1,389", +101
101/05/27,104 台北二  ,B6 鳳梨 甜蜜蜜 ,35.9,23.2,15.1,24.1, + 10,"1,567", + 13
101/05/29,104 台北二  ,B6 鳳梨 甜蜜蜜 ,20.0,15.7,14.0,16.2, - 33,714, - 54
101/05/30,104 台北二  ,B6 鳳梨 甜蜜蜜 ,20.0,18.3,15.4,18.0, + 11,"1,139", + 60
101/05/31,104 台北二  ,B6 鳳梨 甜蜜蜜 ,21.1,18.5,16.0,18.5, +  3,458, - 60
101/06/01,104 台北二  ,B6 鳳梨 甜蜜蜜 ,19.7,17.2,15.3,17.3, -  6,"1,458", +218
101/06/02,104 台北二  ,B6 鳳梨 甜蜜蜜 ,19.5,17.2,15.1,17.2, -  1,"1,701", + 17
101/06/03,104 台北二  ,B6 鳳梨 甜蜜蜜 ,24.5,18.1,16.6,19.1, + 11,928, - 45
101/06/05,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.0,30.0,30.0,30.0, + 57,165, - 82
101/06/06,104 台北二  ,B6 鳳梨 甜蜜蜜 ,29.0,24.7,23.0,25.2, - 16,343, +108
101/06/07,104 台北二  ,B6 鳳梨 甜蜜蜜 ,34.4,27.4,22.6,27.8, + 10,796, +132
101/06/08,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.0,21.5,20.0,22.9, - 18,911, + 14
101/06/09,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.0,24.9,20.4,25.0, +  9,628, - 31
101/06/10,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.0,24.4,21.0,24.9, -  0,259, - 59
101/06/12,104 台北二  ,B6 鳳梨 甜蜜蜜 ,31.0,25.7,22.3,26.1, +  5,681, +163
101/06/13,104 台北二  ,B6 鳳梨 甜蜜蜜 ,24.0,21.6,18.0,21.4, - 18,246, - 64
101/06/14,104 台北二  ,B6 鳳梨 甜蜜蜜 ,25.0,24.2,22.0,23.9, + 12,680, +176
101/06/15,104 台北二  ,B6 鳳梨 甜蜜蜜 ,32.4,27.8,26.6,28.5, + 19,510, - 25
101/06/16,104 台北二  ,B6 鳳梨 甜蜜蜜 ,31.0,30.7,27.0,30.0, +  5,270, - 47
101/06/17,104 台北二  ,B6 鳳梨 甜蜜蜜 ,34.8,29.9,22.2,29.4, -  2,962, +256
101/06/19,104 台北二  ,B6 鳳梨 甜蜜蜜 ,38.2,30.6,18.9,29.8, +  1,"2,226", +131
101/06/20,104 台北二  ,B6 鳳梨 甜蜜蜜 ,36.8,29.0,23.8,29.5, -  1,"1,867", - 16
101/06/21,104 台北二  ,B6 鳳梨 甜蜜蜜 ,45.0,25.1,20.0,28.1, -  5,451, - 76
101/06/22,104 台北二  ,B6 鳳梨 甜蜜蜜 ,40.0,33.1,24.2,32.7, + 16,544, + 21
101/06/23,104 台北二  ,B6 鳳梨 甜蜜蜜 ,32.8,26.6,16.6,25.9, - 21,"3,085", +467
101/06/26,104 台北二  ,B6 鳳梨 甜蜜蜜 ,29.5,21.2,15.0,21.6, - 17,"3,007", -  3
101/06/27,104 台北二  ,B6 鳳梨 甜蜜蜜 ,28.6,23.1,17.5,23.1, +  7,"1,102", - 63
101/06/28,104 台北二  ,B6 鳳梨 甜蜜蜜 ,33.1,21.1,11.6,21.6, -  6,"2,545", +131
101/06/29,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.1,21.2,12.1,21.2, -  2,"1,851", - 27
101/06/30,104 台北二  ,B6 鳳梨 甜蜜蜜 ,42.0,28.2,15.8,28.5, + 34,"1,892", +  2
101/07/01,104 台北二  ,B6 鳳梨 甜蜜蜜 ,47.1,34.3,19.2,33.8, + 19,"3,016", + 59
101/07/03,104 台北二  ,B6 鳳梨 甜蜜蜜 ,45.2,29.9,13.5,29.7, - 12,"4,354", + 44
101/07/04,104 台北二  ,B6 鳳梨 甜蜜蜜 ,42.6,27.7,19.2,29.0, -  2,"3,329", - 24
101/07/05,104 台北二  ,B6 鳳梨 甜蜜蜜 ,49.4,29.3,14.6,30.4, +  5,"2,597", - 22
101/07/06,104 台北二  ,B6 鳳梨 甜蜜蜜 ,48.9,35.7,23.2,35.8, + 18,"2,737", +  5
101/07/07,104 台北二  ,B6 鳳梨 甜蜜蜜 ,49.5,29.6,14.0,30.5, - 15,"3,128", + 14
101/07/08,104 台北二  ,B6 鳳梨 甜蜜蜜 ,39.7,29.2,17.4,28.9, -  5,"7,053", +125
101/07/10,104 台北二  ,B6 鳳梨 甜蜜蜜 ,38.5,28.0,16.6,27.8, -  4,"6,265", - 11
101/07/11,104 台北二  ,B6 鳳梨 甜蜜蜜 ,34.7,26.1,14.3,25.5, -  8,"2,954", - 53
101/07/12,104 台北二  ,B6 鳳梨 甜蜜蜜 ,47.1,28.1,13.3,28.9, + 13,"1,789", - 39
101/07/13,104 台北二  ,B6 鳳梨 甜蜜蜜 ,38.9,34.2,19.5,32.2, + 11,"1,832", +  2
101/07/14,104 台北二  ,B6 鳳梨 甜蜜蜜 ,40.1,27.6,18.6,28.3, - 12,"3,753", +105
101/07/15,104 台北二  ,B6 鳳梨 甜蜜蜜 ,35.9,24.0,15.8,24.7, - 13,"4,643", + 24
101/07/17,104 台北二  ,B6 鳳梨 甜蜜蜜 ,39.4,26.5,15.0,26.8, +  9,"3,784", - 19
101/07/18,104 台北二  ,B6 鳳梨 甜蜜蜜 ,37.0,28.3,13.2,27.0, +  1,"2,550", - 33
101/07/19,104 台北二  ,B6 鳳梨 甜蜜蜜 ,38.4,27.5,14.5,27.1, +  0,"2,266", - 11
101/07/20,104 台北二  ,B6 鳳梨 甜蜜蜜 ,41.9,32.0,14.5,30.5, + 13,794, - 65
101/07/21,104 台北二  ,B6 鳳梨 甜蜜蜜 ,56.8,37.4,25.3,38.9, + 28,357, - 55
101/07/22,104 台北二  ,B6 鳳梨 甜蜜蜜 ,42.0,32.2,24.9,32.7, - 16,386, +  8
101/07/24,104 台北二  ,B6 鳳梨 甜蜜蜜 ,44.2,37.0,25.4,36.1, + 10,"1,606", +316
101/07/25,104 台北二  ,B6 鳳梨 甜蜜蜜 ,42.0,34.3,26.5,34.3, -  5,"1,461", -  9
101/07/26,104 台北二  ,B6 鳳梨 甜蜜蜜 ,37.7,28.6,12.8,27.2, - 21,"1,271", - 13
101/07/27,104 台北二  ,B6 鳳梨 甜蜜蜜 ,34.8,27.8,22.6,28.1, +  3,838, - 34
101/07/28,104 台北二  ,B6 鳳梨 甜蜜蜜 ,38.5,27.3,16.9,27.5, -  2,"1,246", + 49
101/07/29,104 台北二  ,B6 鳳梨 甜蜜蜜 ,29.4,26.6,21.5,26.1, -  5,586, - 53
101/07/31,104 台北二  ,B6 鳳梨 甜蜜蜜 ,35.8,27.6,12.9,26.3, +  1,"1,454", +148
101/08/01,104 台北二  ,B6 鳳梨 甜蜜蜜 ,34.7,25.5,18.8,26.0, -  1,826, - 43
101/08/02,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.3,19.2,15.0,20.6, - 21,657, - 20
101/08/03,104 台北二  ,B6 鳳梨 甜蜜蜜 ,19.0,19.0,19.0,19.0, -  8,130, - 80
101/08/04,104 台北二  ,B6 鳳梨 甜蜜蜜 ,32.0,28.4,20.0,27.5, + 45,714, +449
101/08/05,104 台北二  ,B6 鳳梨 甜蜜蜜 ,30.0,20.6,14.0,21.1, - 23,556, - 22
101/08/07,104 台北二  ,B6 鳳梨 甜蜜蜜 ,29.9,23.7,19.5,24.1, + 14,"1,399", +152
101/08/08,104 台北二  ,B6 鳳梨 甜蜜蜜 ,33.9,25.9,22.3,26.8, + 11,"1,133", - 19
101/08/09,104 台北二  ,B6 鳳梨 甜蜜蜜 ,28.1,23.2,17.8,23.1, - 14,"1,711", + 51
101/08/10,104 台北二  ,B6 鳳梨 甜蜜蜜 ,28.0,22.4,17.5,22.5, -  3,"1,030", - 40
101/08/11,104 台北二  ,B6 鳳梨 甜蜜蜜 ,28.9,23.5,21.4,24.2, +  8,636, - 38
