年度,地區別,果品類別,種植株數,收穫株數,種植面積_公頃,收穫面積_公頃,每株平均產量_公斤,每公頃平均產量_公斤,產量_公噸
2016,南投縣,鳳梨,49770099,49753499,1290.75,1290.25,1.72,66338.4,85593.12
2016,雲林縣,鳳梨,30622213,30252289,827.03,816.4,1.53,56640.91,46241.64
2016,嘉義縣,鳳梨,48940255,46280255,1393.4,1317.4,1.35,47440.8,62498.51
2016,屏東縣,鳳梨,132071627,128766395,3313.1,3228.35,1.25,49971.3,161324.85
2016,台東縣,鳳梨,12370869,11918385,353.91,341.21,1.03,36099.27,12317.43
2016,花蓮縣,鳳梨,11321729,11256979,288.75,286.9,0.81,31781.19,9118.02
2016,澎湖縣,鳳梨,45600,6300,1.52,0.21,0.9,27000.0,5.67
2016,基隆市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2016,新竹市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2016,嘉義市,鳳梨,2580512,2580512,73.75,73.75,1.11,38915.99,2870.05
2016,金門縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2016,連江縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2015,新北市,鳳梨,33550,32700,1.29,1.26,0.87,22678.57,28.57
2015,台北市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2015,桃園市,鳳梨,13080,13080,0.41,0.41,1.49,47546.34,19.49
2015,台中市,鳳梨,4013535,4013535,116.1,116.1,1.28,44330.4,5146.76
2015,台南市,鳳梨,50677698,43560898,1477.05,1268.01,1.47,50373.58,63874.2
2015,高雄市,鳳梨,51587854,36885435,1431.35,1022.84,1.36,49111.5,50233.21
2015,宜蘭縣,鳳梨,1268500,1267000,47.16,47.11,0.9,24327.36,1146.06
2015,新竹縣,鳳梨,21600,21600,1.08,1.08,1.0,20000.0,21.6
2015,苗栗縣,鳳梨,12971,12971,0.41,0.41,1.15,36341.46,14.9
2015,彰化縣,鳳梨,8698170,8698170,250.17,250.17,1.45,50313.65,12586.97
2015,南投縣,鳳梨,47626497,47619857,1236.59,1236.39,1.69,65274.47,80704.7
2015,雲林縣,鳳梨,28702724,28395440,775.83,767.0,1.55,57282.84,43935.94
2015,嘉義縣,鳳梨,50160027,46351908,1430.35,1321.24,1.42,49931.72,65971.79
2015,屏東縣,鳳梨,119725988,107781364,3003.96,2703.02,1.31,52041.34,140668.8
2015,台東縣,鳳梨,13250995,13084339,378.11,373.11,1.35,47206.71,17613.29
2015,花蓮縣,鳳梨,11385213,11367713,290.15,289.65,0.8,31539.15,9135.32
2015,澎湖縣,鳳梨,71700,15900,2.39,0.53,0.9,27000.0,14.31
2015,基隆市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2015,新竹市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2015,嘉義市,鳳梨,2581912,2581912,73.79,73.79,1.12,39062.77,2882.44
2015,金門縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2015,連江縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2014,新北市,鳳梨,28700,27950,1.0,1.0,1.0,20435.0,22.0
2014,台北市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2014,台中市,鳳梨,3782180,3771680,110.0,109.0,1.0,50311.0,5505.0
2014,台南市,鳳梨,46177285,38797045,1348.0,1132.0,1.0,39665.0,44897.0
2014,高雄市,鳳梨,51092581,37645749,1417.0,1043.0,1.0,51808.0,54024.0
2014,宜蘭縣,鳳梨,1168150,1168150,44.0,44.0,1.0,28624.0,1261.0
2014,桃園縣,鳳梨,28480,22200,1.0,1.0,1.0,30000.0,21.0
2014,新竹縣,鳳梨,20200,20200,1.0,1.0,1.0,23960.0,24.0
2014,苗栗縣,鳳梨,12614,12614,0.0,0.0,1.0,33503.0,13.0
2014,彰化縣,鳳梨,8752920,8747320,252.0,252.0,1.0,50736.0,12767.0
2014,南投縣,鳳梨,48523286,48368846,1257.0,1253.0,2.0,61041.0,76459.0
2014,雲林縣,鳳梨,27779494,27567214,751.0,745.0,2.0,57645.0,42956.0
2014,嘉義縣,鳳梨,49664921,46231860,1419.0,1321.0,1.0,50760.0,67034.0
2014,屏東縣,鳳梨,113994780,94437620,2851.0,2362.0,1.0,52212.0,123304.0
2014,台東縣,鳳梨,12746995,12521253,364.0,357.0,1.0,48072.0,17169.0
2014,花蓮縣,鳳梨,10303008,10021262,263.0,256.0,1.0,30973.0,7914.0
2014,澎湖縣,鳳梨,28800,28800,1.0,1.0,1.0,39000.0,37.0
2014,基隆市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2014,新竹市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2014,嘉義市,鳳梨,2577014,2577014,74.0,74.0,1.0,38489.0,2835.0
2014,金門縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2014,連江縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2013,新北市,鳳梨,25850,19100,0.93,0.7,0.95,25985.71,18.19
2013,台北市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2013,台中市,鳳梨,3603920,3603920,104.52,104.52,1.38,47668.46,4982.31
2013,台南市,鳳梨,46560506,37913256,1359.97,1109.3,1.16,39719.68,44061.04
2013,高雄市,鳳梨,48016085,33394663,1331.04,925.64,1.42,51082.21,47283.74
2013,宜蘭縣,鳳梨,1162150,1162150,43.63,43.63,1.05,27841.74,1214.73
2013,桃園縣,鳳梨,22000,19000,0.7,0.6,0.92,29166.67,17.5
2013,新竹縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2013,苗栗縣,鳳梨,12769,12769,0.39,0.39,1.39,45500.0,17.75
2013,彰化縣,鳳梨,8712170,8596670,250.59,247.29,1.45,50446.14,12474.83
2013,南投縣,鳳梨,47794851,47618361,1240.85,1235.35,1.51,58096.92,71770.03
2013,雲林縣,鳳梨,26314760,26015828,719.66,711.07,1.15,42200.73,30007.67
2013,嘉義縣,鳳梨,50325783,40147273,1436.98,1147.18,1.15,40354.75,46294.16
2013,屏東縣,鳳梨,107362520,100898720,2684.21,2522.6,1.29,51700.22,130418.98
2013,台東縣,鳳梨,11588657,11172167,330.75,318.18,1.35,47549.92,15129.43
2013,花蓮縣,鳳梨,8584011,8541461,219.26,218.09,0.81,31910.92,6959.45
2013,澎湖縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2013,基隆市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2013,新竹市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2013,嘉義市,鳳梨,2559519,2559519,73.15,73.15,1.1,38489.01,2815.47
2013,金門縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2013,連江縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2012,新北市,鳳梨,4500,3000,0.18,0.12,0.96,23958.33,2.88
2012,台北市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2012,台中市,鳳梨,3817815,3817815,110.65,110.65,1.36,46992.32,5199.7
2012,台南市,鳳梨,47738802,40128922,1402.63,1177.77,1.16,39537.91,46566.57
2012,高雄市,鳳梨,47640323,31190726,1320.26,863.61,1.38,49988.82,43170.85
2012,宜蘭縣,鳳梨,1239350,1239350,46.19,46.19,0.84,22424.23,1035.78
2012,桃園縣,鳳梨,8800,2800,0.3,0.1,1.2,33600.0,3.36
2012,新竹縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2012,苗栗縣,鳳梨,17432,17432,0.54,0.54,1.43,46300.0,25.0
2012,彰化縣,鳳梨,8514570,8026970,244.82,230.86,1.46,50696.79,11703.86
2012,南投縣,鳳梨,46062526,45832126,1196.03,1188.83,1.48,57220.9,68025.92
2012,雲林縣,鳳梨,21541178,21344210,593.89,588.23,1.14,41543.46,24437.11
2012,嘉義縣,鳳梨,47525875,36150825,1352.59,1028.58,1.45,51069.38,52528.94
2012,屏東縣,鳳梨,101946720,98615920,2548.82,2465.55,1.21,48470.94,119507.53
2012,台東縣,鳳梨,10839481,10244801,308.97,290.77,1.29,45546.36,13243.51
2012,花蓮縣,鳳梨,5822843,5473243,146.56,137.71,0.8,31633.56,4356.26
2012,澎湖縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2012,基隆市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2012,新竹市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2012,嘉義市,鳳梨,2185126,2185126,62.45,62.45,1.1,38489.02,2403.64
2012,金門縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2012,連江縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2011,新北市,鳳梨,2450,2450,0.1,0.1,1.0,24500.0,2.45
2011,台北市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2011,台中市,鳳梨,4485365,4485365,130.87,130.87,1.39,47637.55,6234.33
2011,台南市,鳳梨,48341133,44263133,1421.47,1301.14,1.13,38598.78,50222.42
2011,高雄市,鳳梨,47497822,36445937,1316.53,1009.45,1.34,48441.18,48898.95
2011,宜蘭縣,鳳梨,1350050,1349550,50.35,50.33,1.01,27204.95,1369.22
2011,桃園縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2011,新竹縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2011,苗栗縣,鳳梨,103176,103176,3.38,3.38,1.42,43395.27,146.68
2011,彰化縣,鳳梨,8329570,8312770,239.38,238.9,1.46,50871.89,12153.3
2011,南投縣,鳳梨,45770788,45635588,1187.87,1183.75,1.55,59944.7,70959.54
2011,雲林縣,鳳梨,17333498,14425988,477.73,401.59,1.1,39385.93,15817.0
2011,嘉義縣,鳳梨,43494822,38300919,1236.88,1089.74,1.42,50065.86,54558.77
2011,屏東縣,鳳梨,97333704,93611328,2456.91,2361.84,1.29,51170.76,120857.15
2011,台東縣,鳳梨,10528310,10096210,300.62,287.48,1.3,45830.87,13175.46
2011,花蓮縣,鳳梨,5659708,5571708,142.23,140.03,0.8,31856.5,4460.87
2011,澎湖縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2011,基隆市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2011,新竹市,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2011,嘉義市,鳳梨,2282398,2282398,65.23,65.23,1.1,38492.1,2510.84
2011,金門縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
2011,連江縣,鳳梨,0,0,0.0,0.0,0.0,0.0,0.0
