年度,地區別,果品類別,種植株數,收穫株數,種植面積_公頃,收穫面積_公頃,每株平均產量_公斤,每公頃平均產量_公斤,產量_公噸
2018,屏東縣,香蕉,7254615,6599608,4235.0,3851.0,15.0,25346.0,97614.0
2018,台東縣,香蕉,898424,842600,603.0,565.0,18.0,27144.0,15346.0
2018,花蓮縣,香蕉,1362394,570933,766.0,332.0,14.0,23958.0,7952.0
2018,澎湖縣,香蕉,2571,2571,3.0,3.0,16.0,16300.0,42.0
2018,基隆市,香蕉,5213,5213,4.0,4.0,12.0,15641.0,62.0
2018,新竹市,香蕉,9708,9708,6.0,6.0,11.0,17206.0,107.0
2018,嘉義市,香蕉,70950,70950,47.0,47.0,14.0,21159.0,1001.0
2018,金門縣,香蕉,1600,1600,1.0,1.0,8.0,16945.0,14.0
2018,連江縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2017,新北市,香蕉,106299,98160,74.22,68.85,12.41,17689.21,1217.902
2017,台北市,香蕉,13304,13304,10.71,10.71,13.62,16917.09,181.18200000000002
2017,桃園市,香蕉,40677,38774,49.68,47.43,17.87,14608.26,692.87
2017,台中市,香蕉,563601,553469,623.37,613.96,16.72,15068.7,9251.577
2017,台南市,香蕉,1479424,1477329,1062.85,1061.0,16.22,22589.21,23967.157000000003
2017,高雄市,香蕉,3782804,3533292,2107.8,1969.61,13.46,24141.65,47549.639
2017,宜蘭縣,香蕉,140330,140330,111.66,111.66,8.8,11058.74,1234.819
2017,新竹縣,香蕉,145137,145137,101.15,101.15,11.71,16808.58,1700.1879999999999
2017,苗栗縣,香蕉,146076,145999,109.28,109.23,17.99,24050.05,2626.987
2017,彰化縣,香蕉,224786,221676,150.23,148.13,14.87,22246.05,3295.3070000000002
2017,南投縣,香蕉,3821862,3817463,3100.74,3096.94,14.76,18190.64,56335.335999999996
2017,雲林縣,香蕉,1212385,1182001,675.19,658.31,14.73,26453.41,17414.545
2017,嘉義縣,香蕉,4498169,4401734,2855.36,2794.47,15.16,23872.36,66710.595
2017,屏東縣,香蕉,7378282,6624406,4323.33,3883.02,15.31,26115.48,101406.92599999999
2017,台東縣,香蕉,975068,959600,652.62,641.65,12.82,19167.79,12299.014
2017,花蓮縣,香蕉,1191572,668392,777.13,431.31,13.48,20897.27,9013.2
2017,澎湖縣,香蕉,2571,2571,2.6,2.6,16.49,16306.92,42.398
2017,基隆市,香蕉,5033,5033,3.85,3.85,9.0,11765.45,45.297
2017,新竹市,香蕉,9459,9459,6.06,6.06,11.11,17336.3,105.05799999999999
2017,嘉義市,香蕉,64515,64515,43.01,43.01,14.14,21211.35,912.3
2017,金門縣,香蕉,1600,1600,0.8,0.8,9.16,18312.5,14.65
2017,連江縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2016,新北市,香蕉,101434,93383,71.61,66.25,10.43,14700.26,973.8919999999999
2016,台北市,香蕉,8751,8751,10.09,10.09,16.95,14697.22,148.295
2016,桃園市,香蕉,35931,35551,45.42,44.94,12.86,10171.14,457.091
2016,台中市,香蕉,538475,536915,597.9,596.4,14.81,13337.1,7954.246
2016,台南市,香蕉,1423558,1421858,1024.33,1022.83,11.87,16498.54,16875.205
2016,高雄市,香蕉,3483331,3402431,1941.6,1897.05,10.48,18804.8,35673.648
2016,宜蘭縣,香蕉,141132,141132,112.14,112.14,8.13,10230.6,1147.26
2016,新竹縣,香蕉,140371,140371,97.63,97.63,9.8,14097.04,1376.2939999999999
2016,苗栗縣,香蕉,139080,139080,104.46,104.46,13.3,17703.69,1849.3270000000002
2016,彰化縣,香蕉,224106,220466,150.08,147.58,12.33,18415.31,2717.732
2016,南投縣,香蕉,3791992,3784362,3045.88,3041.08,11.25,13999.26,42572.87
2016,雲林縣,香蕉,1138648,1126264,637.9,631.02,11.39,20330.06,12828.671999999999
2016,嘉義縣,香蕉,4562679,4562679,2898.83,2898.83,11.76,18510.7,53659.386
2016,屏東縣,香蕉,6723319,6337572,3954.06,3727.26,9.17,15600.36,58146.593
2016,台東縣,香蕉,761203,747228,510.08,500.44,9.13,13638.6,6825.299
2016,花蓮縣,香蕉,1165692,1141637,760.02,744.79,11.85,18171.03,13533.598999999998
2016,澎湖縣,香蕉,2575,2575,2.63,2.63,11.78,11536.88,30.342
2016,基隆市,香蕉,5099,5099,3.9,3.9,8.55,11173.08,43.575
2016,新竹市,香蕉,9302,9302,5.96,5.96,8.44,13169.13,78.488
2016,嘉義市,香蕉,61335,61335,40.89,40.89,10.64,15965.15,652.815
2016,金門縣,香蕉,1672,1672,0.84,0.84,8.4,16720.24,14.045
2016,連江縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2015,新北市,香蕉,104047,97252,73.56,69.15,11.39,16025.19,1108.142
2015,台北市,香蕉,8106,8106,9.54,9.54,19.24,16350.1,155.98
2015,桃園市,香蕉,28502,27558,37.49,36.3,13.3,10096.06,366.48699999999997
2015,台中市,香蕉,703876,700816,579.72,577.02,8.63,10486.95,6051.181
2015,台南市,香蕉,1318476,1312463,950.85,946.78,13.87,19226.51,18203.279
2015,高雄市,香蕉,3107203,2967931,1728.85,1651.51,12.62,22685.9,37465.998
2015,宜蘭縣,香蕉,125957,125742,95.29,95.1,7.83,10355.92,984.8480000000001
2015,新竹縣,香蕉,130726,129976,90.27,89.77,10.6,15350.46,1378.011
2015,苗栗縣,香蕉,136105,136105,100.03,100.03,14.89,20259.68,2026.576
2015,彰化縣,香蕉,207124,203974,139.17,137.07,15.54,23127.39,3170.071
2015,南投縣,香蕉,3749539,3746819,3016.27,3014.57,12.76,15863.5,47821.619000000006
2015,雲林縣,香蕉,935574,913938,544.0,531.98,14.11,24248.27,12899.595
2015,嘉義縣,香蕉,3948270,3900670,2536.34,2505.64,13.32,20741.98,51971.937999999995
2015,屏東縣,香蕉,5839308,5248418,3434.67,3087.61,12.6,21410.06,66105.907
2015,台東縣,香蕉,793688,769054,531.26,514.71,15.39,22991.95,11834.187
2015,花蓮縣,香蕉,1048982,1032107,684.23,673.93,11.28,17273.75,11641.296999999999
2015,澎湖縣,香蕉,3283,1589,3.15,1.64,14.94,14473.78,23.737
2015,基隆市,香蕉,6030,6030,4.74,4.74,8.55,10876.58,51.555
2015,新竹市,香蕉,9880,9880,6.33,6.33,10.99,17148.82,108.552
2015,嘉義市,香蕉,59520,59520,39.68,39.68,11.71,17570.56,697.2
2015,金門縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2015,連江縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2014,新北市,香蕉,92670,80051,71.0,64.0,13.0,16283.0,1035.0
2014,台北市,香蕉,8917,8917,10.0,10.0,21.0,18258.0,191.0
2014,台中市,香蕉,721482,718032,594.0,591.0,10.0,11924.0,7052.0
2014,台南市,香蕉,1262680,1256184,915.0,911.0,17.0,23389.0,21309.0
2014,高雄市,香蕉,3035418,2737573,1690.0,1525.0,14.0,24784.0,37795.0
2014,宜蘭縣,香蕉,101500,96495,78.0,75.0,12.0,15445.0,1155.0
2014,桃園縣,香蕉,27369,26920,35.0,35.0,14.0,10578.0,367.0
2014,新竹縣,香蕉,133453,133453,93.0,93.0,12.0,17675.0,1638.0
2014,苗栗縣,香蕉,128423,128423,94.0,94.0,17.0,23089.0,2173.0
2014,彰化縣,香蕉,166420,158810,112.0,107.0,17.0,25542.0,2727.0
2014,南投縣,香蕉,3906967,3900391,3120.0,3115.0,16.0,20595.0,64162.0
2014,雲林縣,香蕉,784779,760785,453.0,440.0,18.0,31606.0,13906.0
2014,嘉義縣,香蕉,3468434,3381439,2229.0,2173.0,15.0,23266.0,50561.0
2014,屏東縣,香蕉,5721209,5000394,3324.0,2903.0,15.0,25395.0,73724.0
2014,台東縣,香蕉,776639,761961,522.0,512.0,15.0,22318.0,11426.0
2014,花蓮縣,香蕉,885951,863061,576.0,561.0,11.0,16484.0,9244.0
2014,澎湖縣,香蕉,3279,3279,3.0,3.0,16.0,16611.0,52.0
2014,基隆市,香蕉,4789,4789,4.0,4.0,8.0,11051.0,41.0
2014,新竹市,香蕉,55256,55256,35.0,35.0,11.0,16515.0,584.0
2014,嘉義市,香蕉,59040,59040,39.0,39.0,13.0,19232.0,757.0
2014,金門縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2014,連江縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2013,新北市,香蕉,87339,78854,66.33,61.12,11.45,14766.88,902.552
2013,台北市,香蕉,9140,9140,10.79,10.79,22.64,19174.42,206.892
2013,台中市,香蕉,725269,719571,598.53,594.01,8.33,10090.81,5994.041
2013,台南市,香蕉,1296286,1285360,938.64,931.32,16.69,23032.07,21450.226000000002
2013,高雄市,香蕉,2736560,2666548,1556.63,1515.39,13.55,23842.56,36130.776
2013,宜蘭縣,香蕉,84165,83010,66.12,65.29,14.84,18866.46,1231.7910000000002
2013,桃園縣,香蕉,26461,24053,36.13,33.12,14.21,10316.91,341.69599999999997
2013,新竹縣,香蕉,125568,125568,86.14,86.14,11.08,16154.12,1391.516
2013,苗栗縣,香蕉,123201,123201,89.72,89.72,16.26,22328.53,2003.316
2013,彰化縣,香蕉,163930,156405,110.22,105.17,16.92,25163.35,2646.429
2013,南投縣,香蕉,3873464,3866699,3089.15,3085.3,14.84,18600.65,57388.587
2013,雲林縣,香蕉,708759,700227,409.86,405.12,17.06,29486.57,11945.601
2013,嘉義縣,香蕉,3215158,3198887,2063.34,2053.84,14.39,22412.07,46030.8
2013,屏東縣,香蕉,5383784,5065925,3135.81,2947.79,15.87,27281.26,80419.439
2013,台東縣,香蕉,718759,687956,486.74,465.05,15.04,22249.31,10347.041
2013,花蓮縣,香蕉,837966,828426,545.08,538.9,14.33,22022.94,11868.163
2013,澎湖縣,香蕉,3267,3267,3.12,3.12,15.55,16283.65,50.805
2013,基隆市,香蕉,4705,4705,3.6,3.6,11.35,14840.28,53.425
2013,新竹市,香蕉,10285,10254,6.59,6.57,11.89,18563.47,121.962
2013,嘉義市,香蕉,61560,61560,41.04,41.04,12.47,18699.49,767.427
2013,金門縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2013,連江縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2012,新北市,香蕉,80351,69475,61.01,53.58,12.58,16315.43,874.181
2012,台北市,香蕉,8628,8628,9.81,9.81,22.04,19384.71,190.16400000000002
2012,台中市,香蕉,760580,745960,628.53,614.35,8.79,10672.28,6556.514
2012,台南市,香蕉,1315155,1303772,950.03,942.42,15.84,21912.96,20651.213
2012,高雄市,香蕉,2672434,2569693,1516.66,1458.79,13.5,23774.08,34681.386
2012,宜蘭縣,香蕉,83329,82689,65.07,64.64,14.34,18347.43,1185.978
2012,桃園縣,香蕉,27311,24327,31.82,28.68,12.0,10178.77,291.927
2012,新竹縣,香蕉,116472,116472,80.01,80.01,13.51,19666.82,1573.5420000000001
2012,苗栗縣,香蕉,115001,115001,90.87,90.87,16.41,20767.45,1887.138
2012,彰化縣,香蕉,145744,143534,97.73,96.23,17.29,25789.16,2481.6910000000003
2012,南投縣,香蕉,3973356,3962976,3161.12,3154.22,14.42,18119.29,57152.219000000005
2012,雲林縣,香蕉,685902,675574,377.28,372.31,18.7,33939.17,12635.892
2012,嘉義縣,香蕉,3193963,3173712,2060.33,2047.33,15.8,24489.76,50138.617
2012,屏東縣,香蕉,5338838,5093267,3105.05,2960.3,16.64,28626.27,84742.345
2012,台東縣,香蕉,668146,635788,456.12,433.77,13.78,20194.1,8759.594000000001
2012,花蓮縣,香蕉,755461,727478,490.29,472.94,14.15,21763.03,10292.609
2012,澎湖縣,香蕉,3279,3279,3.1,3.1,15.63,16528.06,51.236999999999995
2012,基隆市,香蕉,4522,4522,3.45,3.45,10.15,13309.86,45.919
2012,新竹市,香蕉,8911,8849,5.71,5.67,14.13,22050.62,125.027
2012,嘉義市,香蕉,82140,82140,54.76,54.76,11.53,17300.31,947.365
2012,金門縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2012,連江縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2011,新北市,香蕉,62132,58808,48.01,45.28,12.49,16226.46,734.7339999999999
2011,台北市,香蕉,8628,8628,9.81,9.81,22.86,20106.63,197.24599999999998
2011,台中市,香蕉,764011,758609,629.86,625.3,10.86,13169.77,8235.059000000001
2011,台南市,香蕉,1337092,1322715,962.79,953.23,15.09,20933.22,19954.17
2011,高雄市,香蕉,2950335,2787535,1672.66,1581.04,11.02,19423.62,30709.513
2011,宜蘭縣,香蕉,64339,62784,52.46,51.22,13.93,17074.54,874.558
2011,桃園縣,香蕉,17829,16764,22.93,21.73,14.38,11094.02,241.07299999999998
2011,新竹縣,香蕉,119476,118866,82.59,82.15,12.86,18611.98,1528.974
2011,苗栗縣,香蕉,114331,114331,86.62,86.62,15.52,20480.2,1773.995
2011,彰化縣,香蕉,158754,145659,106.88,97.56,18.08,26993.42,2633.478
2011,南投縣,香蕉,4025660,4011905,3186.75,3178.65,15.18,19165.53,60920.515
2011,雲林縣,香蕉,812538,801588,446.31,440.86,18.81,34198.09,15076.568000000001
2011,嘉義縣,香蕉,3264235,3126574,2104.87,2016.71,15.7,24339.0,49084.710999999996
2011,屏東縣,香蕉,5842065,5437936,3422.42,3181.56,17.53,29954.58,95302.28199999999
2011,台東縣,香蕉,620096,536522,421.68,363.9,14.01,20651.8,7515.189
2011,花蓮縣,香蕉,714868,698803,466.21,456.09,14.0,21451.23,9783.692
2011,澎湖縣,香蕉,3287,3287,3.12,3.12,15.65,16492.63,51.457
2011,基隆市,香蕉,3786,3786,3.57,3.57,9.22,9782.07,34.922
2011,新竹市,香蕉,8802,8802,5.64,5.64,14.38,22448.58,126.61
2011,嘉義市,香蕉,79710,79710,53.14,53.14,12.05,18081.6,960.8560000000001
2011,金門縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
2011,連江縣,香蕉,0,0,0.0,0.0,0.0,0.0,0.0
