日期,市場,產品,上價,中價,下價,平均價(元/公斤),交易量(公斤)
2011-01-30,104 台北二,A1 香蕉,45.0,44.3,36.7,42.9,4635
2011-01-31,104 台北二,A1 香蕉,47.4,44.6,38.7,44.0,3705
2011-02-01,104 台北二,A1 香蕉,47.9,44.4,33.5,42.9,5250
2011-02-02,104 台北二,A1 香蕉,48.8,44.3,38.3,44.0,3945
2011-02-08,104 台北二,A1 香蕉,52.1,44.8,39.3,45.2,7155
2011-02-09,104 台北二,A1 香蕉,49.8,44.8,42.8,45.4,6480
2011-02-10,104 台北二,A1 香蕉,51.0,48.2,38.3,46.8,7971
2011-02-11,104 台北二,A1 香蕉,49.7,48.5,41.3,47.3,6720
2011-02-12,104 台北二,A1 香蕉,49.2,47.8,41.4,46.8,5775
2011-02-13,104 台北二,A1 香蕉,49.1,47.7,36.4,45.7,6885
2011-02-15,104 台北二,A1 香蕉,47.0,47.0,40.7,45.7,6750
2011-02-16,104 台北二,A1 香蕉,48.1,46.1,35.5,44.4,12314
2011-02-17,104 台北二,A1 香蕉,48.6,45.2,35.5,44.0,11451
2011-02-20,104 台北二,A1 香蕉,47.1,45.2,34.7,43.5,12753
2011-02-22,104 台北二,A1 香蕉,46.4,41.2,31.7,40.3,12785
2011-02-23,104 台北二,A1 香蕉,45.3,39.5,29.7,38.7,10998
2011-02-24,104 台北二,A1 香蕉,45.1,40.5,31.1,39.6,8100
2011-02-25,104 台北二,A1 香蕉,45.8,38.9,29.2,38.4,8181
2011-02-26,104 台北二,A1 香蕉,43.9,38.7,26.8,37.3,9960
2011-02-27,104 台北二,A1 香蕉,46.3,37.5,27.3,37.2,10864
2011-03-01,104 台北二,A1 香蕉,40.0,37.6,29.2,36.4,9795
2011-03-02,104 台北二,A1 香蕉,39.6,35.9,28.9,35.2,8931
2011-03-03,104 台北二,A1 香蕉,39.5,38.6,34.2,37.9,5573
2011-03-04,104 台北二,A1 香蕉,40.6,39.0,32.8,38.1,13054
2011-03-05,104 台北二,A1 香蕉,45.1,40.1,35.4,40.2,8291
2011-03-06,104 台北二,A1 香蕉,45.2,40.3,36.6,40.5,10758
2011-03-08,104 台北二,A1 香蕉,44.8,40.9,37.9,41.1,7380
2011-03-09,104 台北二,A1 香蕉,43.1,40.6,35.2,40.0,8049
2011-03-10,104 台北二,A1 香蕉,43.7,41.8,33.9,40.5,5984
2011-03-11,104 台北二,A1 香蕉,43.0,39.5,29.3,38.2,8319
2011-03-12,104 台北二,A1 香蕉,43.0,39.3,29.9,38.1,7054
2011-03-13,104 台北二,A1 香蕉,43.2,39.6,31.7,38.7,9506
2011-03-15,104 台北二,A1 香蕉,43.0,41.6,34.1,40.4,9265
2011-03-16,104 台北二,A1 香蕉,42.0,39.7,35.7,39.4,7251
2011-03-17,104 台北二,A1 香蕉,43.0,40.3,38.5,40.5,7435
2011-03-18,104 台北二,A1 香蕉,50.4,43.4,40.1,44.2,11919
2011-03-19,104 台北二,A1 香蕉,51.8,44.7,38.1,44.8,9595
2011-03-20,104 台北二,A1 香蕉,52.4,44.7,39.7,45.2,8544
2011-03-22,104 台北二,A1 香蕉,48.3,44.4,41.8,44.7,8712
2011-03-23,104 台北二,A1 香蕉,48.2,45.6,39.6,44.9,8724
2011-03-24,104 台北二,A1 香蕉,48.0,44.8,34.6,43.4,6987
2011-03-25,104 台北二,A1 香蕉,46.3,44.5,35.4,43.1,8982
2011-03-26,104 台北二,A1 香蕉,46.0,45.0,39.0,44.0,9345
2011-03-27,104 台北二,A1 香蕉,46.0,44.1,35.9,42.9,10422
2011-03-29,104 台北二,A1 香蕉,46.0,44.4,34.1,42.7,10520
2011-03-30,104 台北二,A1 香蕉,47.1,44.0,37.9,43.4,7977
2011-03-31,104 台北二,A1 香蕉,48.2,46.3,37.0,44.9,7300
2011-04-01,104 台北二,A1 香蕉,50.4,45.7,41.4,45.8,8292
2011-04-02,104 台北二,A1 香蕉,49.9,45.5,40.3,45.4,14632
2011-04-03,104 台北二,A1 香蕉,49.9,45.2,40.3,45.1,14207
2011-04-04,104 台北二,A1 香蕉,48.0,45.1,36.5,44.0,13828
2011-04-07,104 台北二,A1 香蕉,47.0,44.8,37.3,43.8,9432
2011-04-08,104 台北二,A1 香蕉,46.2,44.4,31.3,42.1,10925
2011-04-09,104 台北二,A1 香蕉,47.0,43.5,36.2,42.7,10328
2011-04-10,104 台北二,A1 香蕉,47.1,44.7,39.3,44.1,8367
2011-04-12,104 台北二,A1 香蕉,47.0,43.9,35.3,42.8,10735
2011-04-13,104 台北二,A1 香蕉,46.5,44.8,39.9,44.2,8245
2011-04-14,104 台北二,A1 香蕉,46.8,44.5,38.3,43.7,10356
2011-04-15,104 台北二,A1 香蕉,45.7,42.8,36.3,42.0,9855
2011-04-16,104 台北二,A1 香蕉,45.4,42.6,33.3,41.3,16323
2011-04-17,104 台北二,A1 香蕉,46.8,43.6,38.0,43.1,13002
2011-04-19,104 台北二,A1 香蕉,47.9,45.1,42.7,45.2,10341
2011-04-20,104 台北二,A1 香蕉,47.2,44.9,36.8,43.7,10603
2011-04-21,104 台北二,A1 香蕉,46.3,41.5,32.3,40.6,9016
2011-04-22,104 台北二,A1 香蕉,45.9,40.3,29.4,39.2,9411
2011-04-23,104 台北二,A1 香蕉,48.0,44.2,38.0,43.7,8910
2011-04-24,104 台北二,A1 香蕉,46.2,42.9,39.0,42.8,11128
2011-04-26,104 台北二,A1 香蕉,44.5,42.6,37.5,42.0,11460
2011-04-27,104 台北二,A1 香蕉,42.9,38.9,28.8,37.7,10026
2011-04-28,104 台北二,A1 香蕉,42.6,38.0,26.0,36.5,14692
2011-04-29,104 台北二,A1 香蕉,42.0,36.4,25.2,35.3,10999
2011-04-30,104 台北二,A1 香蕉,39.9,35.5,29.7,35.2,12753
2011-05-01,104 台北二,A1 香蕉,41.4,38.4,33.6,38.0,10581
2011-05-03,104 台北二,A1 香蕉,40.1,38.1,33.6,37.6,14847
2011-05-04,104 台北二,A1 香蕉,47.2,41.0,38.2,41.7,7755
2011-05-05,104 台北二,A1 香蕉,43.0,41.3,38.0,41.0,12842
2011-05-06,104 台北二,A1 香蕉,43.0,39.6,30.1,38.4,8824
2011-05-07,104 台北二,A1 香蕉,40.0,39.2,33.5,38.3,10337
2011-05-08,104 台北二,A1 香蕉,40.0,37.0,28.0,35.8,10425
2011-05-10,104 台北二,A1 香蕉,39.6,36.4,24.7,34.7,10253
2011-05-11,104 台北二,A1 香蕉,38.5,35.7,24.3,34.0,9765
2011-05-12,104 台北二,A1 香蕉,38.6,34.8,25.3,33.7,8750
2011-05-13,104 台北二,A1 香蕉,35.9,31.5,24.5,31.0,10936
2011-05-14,104 台北二,A1 香蕉,34.7,32.1,25.8,31.4,9600
2011-05-15,104 台北二,A1 香蕉,34.3,31.5,26.2,31.0,12251
2011-05-17,104 台北二,A1 香蕉,33.2,30.6,26.3,30.2,17703
2011-05-18,104 台北二,A1 香蕉,34.0,32.2,26.1,31.3,13080
2011-05-19,104 台北二,A1 香蕉,34.0,33.0,27.3,32.0,10057
2011-05-20,104 台北二,A1 香蕉,34.6,33.1,29.0,32.6,8089
2011-05-21,104 台北二,A1 香蕉,36.0,32.0,26.0,31.6,14332
2011-05-22,104 台北二,A1 香蕉,34.0,29.5,23.0,29.1,14543
2011-05-24,104 台北二,A1 香蕉,33.0,27.4,17.9,26.6,14437
2011-05-25,104 台北二,A1 香蕉,33.0,29.6,20.6,28.5,8665
2011-05-26,104 台北二,A1 香蕉,31.9,28.0,20.6,27.3,11273
2011-05-27,104 台北二,A1 香蕉,30.0,26.3,21.0,26.0,13320
2011-05-28,104 台北二,A1 香蕉,30.0,27.3,20.4,26.5,13632
2011-05-29,104 台北二,A1 香蕉,30.0,27.6,21.6,26.9,12214
2011-05-31,104 台北二,A1 香蕉,30.0,28.5,21.2,27.4,12132
2011-06-01,104 台北二,A1 香蕉,32.0,31.0,25.7,30.1,18721
2011-06-02,104 台北二,A1 香蕉,33.1,30.6,24.3,29.8,12769
2011-06-03,104 台北二,A1 香蕉,34.5,31.6,25.3,30.9,11524
2011-06-04,104 台北二,A1 香蕉,34.1,33.1,28.8,32.5,10082
2011-06-05,104 台北二,A1 香蕉,35.1,32.5,28.4,32.2,9926
2011-06-06,104 台北二,A1 香蕉,33.0,30.0,26.1,29.8,11805
2011-06-09,104 台北二,A1 香蕉,33.0,27.7,15.1,26.2,17394
2011-06-10,104 台北二,A1 香蕉,33.0,25.7,14.0,24.8,14490
2011-06-11,104 台北二,A1 香蕉,32.0,26.1,17.8,25.6,13415
2011-06-12,104 台北二,A1 香蕉,30.0,26.3,16.1,25.0,10389
2011-06-14,104 台北二,A1 香蕉,30.0,24.9,17.3,24.4,14170
2011-06-15,104 台北二,A1 香蕉,28.0,21.6,13.6,21.3,19719
2011-06-16,104 台北二,A1 香蕉,26.1,20.2,12.4,19.8,15907
2011-06-17,104 台北二,A1 香蕉,26.0,20.5,9.9,19.5,14356
2011-06-18,104 台北二,A1 香蕉,26.0,19.3,11.5,19.1,14685
2011-06-19,104 台北二,A1 香蕉,25.0,20.4,10.6,19.3,14349
2011-06-21,104 台北二,A1 香蕉,23.4,18.6,11.1,18.1,16110
2011-06-22,104 台北二,A1 香蕉,23.1,15.1,7.3,15.2,17780
2011-06-23,104 台北二,A1 香蕉,22.0,16.3,8.7,15.9,15837
2011-06-24,104 台北二,A1 香蕉,21.0,15.8,8.9,15.5,12886
2011-06-25,104 台北二,A1 香蕉,20.3,16.4,10.3,16.0,11784
2011-06-26,104 台北二,A1 香蕉,19.1,14.2,7.8,13.9,16683
2011-06-28,104 台北二,A1 香蕉,17.8,14.3,8.8,13.9,15408
2011-06-29,104 台北二,A1 香蕉,18.1,14.6,9.4,14.3,14631
2011-06-30,104 台北二,A1 香蕉,18.0,16.3,10.3,15.4,16891
2011-07-01,104 台北二,A1 香蕉,18.0,16.3,11.1,15.6,17285
2011-07-02,104 台北二,A1 香蕉,18.4,16.4,11.6,15.9,12137
2011-07-03,104 台北二,A1 香蕉,19.2,17.0,11.7,16.4,13681
2011-07-05,104 台北二,A1 香蕉,18.0,16.3,10.6,15.5,12930
2011-07-06,104 台北二,A1 香蕉,19.0,17.2,12.3,16.6,9687
2011-07-07,104 台北二,A1 香蕉,19.0,17.6,12.3,16.8,8776
2011-07-08,104 台北二,A1 香蕉,18.3,17.4,12.8,16.6,7635
2011-07-09,104 台北二,A1 香蕉,18.2,15.7,11.1,15.3,14849
2011-07-10,104 台北二,A1 香蕉,18.0,17.2,13.0,16.5,10472
2011-07-12,104 台北二,A1 香蕉,19.5,18.5,13.6,17.7,11920
2011-07-13,104 台北二,A1 香蕉,19.0,18.2,14.4,17.6,10878
2011-07-14,104 台北二,A1 香蕉,21.0,18.8,16.8,18.8,14754
2011-07-15,104 台北二,A1 香蕉,24.6,20.7,17.1,20.7,11073
2011-07-16,104 台北二,A1 香蕉,23.6,21.0,17.6,20.8,10722
2011-07-17,104 台北二,A1 香蕉,27.1,21.8,18.0,22.1,8246
2011-07-19,104 台北二,A1 香蕉,26.7,22.4,19.3,22.6,11886
2011-07-20,104 台北二,A1 香蕉,27.0,24.5,18.0,23.7,9862
2011-07-21,104 台北二,A1 香蕉,26.0,22.7,19.1,22.7,9101
2011-07-22,104 台北二,A1 香蕉,26.2,24.4,17.5,23.4,11436
2011-07-23,104 台北二,A1 香蕉,26.0,23.6,18.3,23.0,8685
2011-07-24,104 台北二,A1 香蕉,26.9,24.7,23.0,24.8,8928
2011-07-26,104 台北二,A1 香蕉,27.1,25.0,21.5,24.8,31715
2011-07-27,104 台北二,A1 香蕉,27.7,26.6,23.0,26.1,8760
2011-07-28,104 台北二,A1 香蕉,26.9,23.0,16.1,22.4,12781
2011-07-29,104 台北二,A1 香蕉,26.9,23.7,14.5,22.5,8645
2011-07-30,104 台北二,A1 香蕉,26.5,24.0,15.3,22.8,16766
2011-07-31,104 台北二,A1 香蕉,26.0,22.1,15.5,21.6,15236
2011-08-02,104 台北二,A1 香蕉,25.7,22.3,15.5,21.6,11655
2011-08-03,104 台北二,A1 香蕉,26.0,21.8,14.4,21.1,11459
2011-08-04,104 台北二,A1 香蕉,25.0,19.3,9.1,18.4,14040
2011-08-05,104 台北二,A1 香蕉,24.0,18.6,9.6,17.9,12825
2011-08-06,104 台北二,A1 香蕉,23.4,17.6,9.7,17.2,16387
2011-08-07,104 台北二,A1 香蕉,22.0,17.4,9.2,16.7,16080
2011-08-09,104 台北二,A1 香蕉,22.0,16.4,9.6,16.2,15210
2011-08-10,104 台北二,A1 香蕉,21.6,18.7,10.9,17.7,12726
2011-08-11,104 台北二,A1 香蕉,21.4,17.3,10.0,16.6,13292
2011-08-12,104 台北二,A1 香蕉,20.6,17.8,10.9,17.0,11955
2011-08-13,104 台北二,A1 香蕉,20.0,14.6,6.5,14.0,20310
2011-08-14,104 台北二,A1 香蕉,20.0,17.5,8.9,16.3,15795
2011-08-17,104 台北二,A1 香蕉,20.0,15.5,6.3,14.5,19875
2011-08-18,104 台北二,A1 香蕉,20.0,17.8,9.2,16.6,11219
2011-08-19,104 台北二,A1 香蕉,20.0,16.9,9.3,16.0,10031
2011-08-20,104 台北二,A1 香蕉,20.0,17.5,10.4,16.6,11955
2011-08-21,104 台北二,A1 香蕉,20.0,17.0,9.0,16.0,12390
2011-08-23,104 台北二,A1 香蕉,20.0,15.3,8.0,14.8,16050
2011-08-24,104 台北二,A1 香蕉,20.0,15.4,7.7,14.8,11580
2011-08-25,104 台北二,A1 香蕉,20.0,15.3,8.9,14.9,12960
2011-08-26,104 台北二,A1 香蕉,20.0,16.6,8.3,15.6,10789
2011-08-27,104 台北二,A1 香蕉,19.0,17.6,11.7,16.7,11052
2011-08-28,104 台北二,A1 香蕉,19.2,17.3,10.8,16.4,13278
2011-08-30,104 台北二,A1 香蕉,19.8,18.0,15.0,17.8,24585
2011-08-31,104 台北二,A1 香蕉,21.0,17.4,9.1,16.5,12885
2011-09-01,104 台北二,A1 香蕉,20.0,19.0,13.0,18.0,11400
2011-09-02,104 台北二,A1 香蕉,20.0,18.5,12.2,17.5,10535
2011-09-03,104 台北二,A1 香蕉,22.0,16.8,9.8,16.4,11800
2011-09-04,104 台北二,A1 香蕉,21.0,18.0,10.4,17.1,14520
2011-09-06,104 台北二,A1 香蕉,21.0,17.6,10.1,16.8,13467
2011-09-07,104 台北二,A1 香蕉,21.0,18.7,11.8,17.8,10106
2011-09-08,104 台北二,A1 香蕉,21.0,19.4,10.0,17.8,8505
2011-09-09,104 台北二,A1 香蕉,21.0,17.8,8.9,16.6,10504
2011-09-10,104 台北二,A1 香蕉,21.0,16.0,6.5,15.1,12743
2011-09-11,104 台北二,A1 香蕉,22.0,16.3,7.8,15.7,13476
2011-09-12,104 台北二,A1 香蕉,22.0,15.2,8.2,15.2,13500
2011-09-15,104 台北二,A1 香蕉,18.0,14.7,7.2,13.9,7695
2011-09-16,104 台北二,A1 香蕉,22.0,18.1,8.9,17.1,20235
2011-09-17,104 台北二,A1 香蕉,20.1,17.1,9.4,16.1,10831
2011-09-18,104 台北二,A1 香蕉,20.1,16.9,8.2,15.8,12135
2011-09-20,104 台北二,A1 香蕉,20.0,16.8,9.3,15.9,12213
2011-09-21,104 台北二,A1 香蕉,20.1,16.1,8.1,15.3,12376
2011-09-22,104 台北二,A1 香蕉,20.1,14.9,8.4,14.6,13938
2011-09-23,104 台北二,A1 香蕉,19.2,15.5,8.5,14.8,11840
2011-09-24,104 台北二,A1 香蕉,19.1,16.1,9.7,15.4,12118
2011-09-25,104 台北二,A1 香蕉,19.0,16.4,11.9,16.0,13905
2011-09-27,104 台北二,A1 香蕉,20.0,16.7,10.9,16.2,17829
2011-09-28,104 台北二,A1 香蕉,20.0,16.3,9.3,15.6,14980
2011-09-29,104 台北二,A1 香蕉,20.0,15.1,7.5,14.6,13757
2011-09-30,104 台北二,A1 香蕉,20.0,15.2,9.3,15.0,11442
2011-10-01,104 台北二,A1 香蕉,20.0,15.7,8.0,15.0,12878
2011-10-02,104 台北二,A1 香蕉,20.0,15.2,8.7,14.9,14235
2011-10-04,104 台北二,A1 香蕉,20.0,15.8,9.6,15.4,15664
2011-10-05,104 台北二,A1 香蕉,20.1,16.0,10.5,15.7,13275
2011-10-06,104 台北二,A1 香蕉,20.0,16.0,10.1,15.6,12990
2011-10-07,104 台北二,A1 香蕉,22.0,17.9,10.8,17.3,12975
2011-10-08,104 台北二,A1 香蕉,21.0,17.9,13.1,17.6,13185
2011-10-09,104 台北二,A1 香蕉,21.1,19.6,11.9,18.3,19287
2011-10-11,104 台北二,A1 香蕉,31.2,18.2,13.8,19.9,16065
2011-10-12,104 台北二,A1 香蕉,23.0,20.0,14.8,19.6,12687
2011-10-13,104 台北二,A1 香蕉,23.0,18.8,11.0,18.1,15385
2011-10-14,104 台北二,A1 香蕉,22.0,19.0,12.0,18.2,10663
2011-10-15,104 台北二,A1 香蕉,22.0,18.2,13.3,18.0,13303
2011-10-16,104 台北二,A1 香蕉,35.0,22.6,14.8,23.5,17426
2011-10-18,104 台北二,A1 香蕉,22.3,19.8,15.7,19.5,14999
2011-10-19,104 台北二,A1 香蕉,23.0,19.4,15.2,19.3,13887
2011-10-20,104 台北二,A1 香蕉,24.0,18.1,11.6,18.0,14948
2011-10-21,104 台北二,A1 香蕉,23.0,17.1,11.5,17.2,12364
2011-10-22,104 台北二,A1 香蕉,23.2,19.7,12.8,19.1,11040
2011-10-23,104 台北二,A1 香蕉,22.1,18.4,11.4,17.8,14127
2011-10-25,104 台北二,A1 香蕉,22.0,19.8,14.8,19.2,14260
2011-10-26,104 台北二,A1 香蕉,24.1,21.5,15.6,20.8,13904
2011-10-27,104 台北二,A1 香蕉,24.9,21.1,16.4,20.9,16046
2011-10-28,104 台北二,A1 香蕉,25.4,23.2,17.5,22.5,13763
2011-10-29,104 台北二,A1 香蕉,25.6,22.1,14.6,21.4,12206
2011-10-30,104 台北二,A1 香蕉,25.0,20.6,12.3,19.8,14010
2011-11-01,104 台北二,A1 香蕉,25.3,21.7,16.2,21.3,13020
2011-11-02,104 台北二,A1 香蕉,25.0,20.3,13.0,19.8,11618
2011-11-03,104 台北二,A1 香蕉,25.0,19.3,12.2,19.0,12082
2011-11-04,104 台北二,A1 香蕉,25.0,20.3,12.3,19.6,13167
2011-11-05,104 台北二,A1 香蕉,24.1,19.6,9.4,18.5,13933
2011-11-06,104 台北二,A1 香蕉,24.0,20.7,15.4,20.3,12975
2011-11-08,104 台北二,A1 香蕉,23.0,17.4,10.0,17.0,17803
2011-11-09,104 台北二,A1 香蕉,24.1,18.7,12.1,18.4,19185
2011-11-10,104 台北二,A1 香蕉,23.4,18.7,10.1,17.9,17910
2011-11-11,104 台北二,A1 香蕉,26.0,20.9,10.4,19.8,14160
2011-11-12,104 台北二,A1 香蕉,24.6,18.9,9.7,18.2,13033
2011-11-13,104 台北二,A1 香蕉,24.6,20.3,9.8,19.0,13844
2011-11-15,104 台北二,A1 香蕉,26.4,21.1,14.0,20.7,16097
2011-11-16,104 台北二,A1 香蕉,24.3,18.7,11.0,18.3,15177
2011-11-17,104 台北二,A1 香蕉,24.0,17.6,10.3,17.4,13245
2011-11-18,104 台北二,A1 香蕉,23.0,16.8,10.3,16.8,12660
2011-11-19,104 台北二,A1 香蕉,24.7,19.6,10.2,18.8,12809
2011-11-20,104 台北二,A1 香蕉,22.1,18.3,9.5,17.3,11989
2011-11-22,104 台北二,A1 香蕉,25.7,20.1,15.4,20.3,13647
2011-11-23,104 台北二,A1 香蕉,23.4,20.6,14.6,20.0,12049
2011-11-24,104 台北二,A1 香蕉,27.1,21.5,15.3,21.4,14835
2011-11-25,104 台北二,A1 香蕉,25.9,20.0,10.2,19.2,15660
2011-11-26,104 台北二,A1 香蕉,28.4,23.9,14.1,22.8,11580
2011-11-27,104 台北二,A1 香蕉,28.2,21.9,15.0,21.8,12224
2011-11-29,104 台北二,A1 香蕉,26.0,19.1,9.6,18.6,17382
2011-11-30,104 台北二,A1 香蕉,27.0,21.7,11.9,20.8,11476
2011-12-01,104 台北二,A1 香蕉,24.0,21.0,13.3,20.1,10319
2011-12-02,104 台北二,A1 香蕉,24.9,21.8,15.9,21.2,8485
2011-12-03,104 台北二,A1 香蕉,24.1,21.1,14.4,20.4,10925
2011-12-04,104 台北二,A1 香蕉,22.3,21.1,16.7,20.5,12345
2011-12-06,104 台北二,A1 香蕉,23.3,21.1,15.3,20.4,12613
2011-12-07,104 台北二,A1 香蕉,25.8,21.5,13.6,20.8,13131
2011-12-08,104 台北二,A1 香蕉,26.2,22.8,16.6,22.2,15305
2011-12-09,104 台北二,A1 香蕉,24.1,20.5,11.2,19.4,17563
2011-12-10,104 台北二,A1 香蕉,27.1,23.0,12.9,21.8,11818
2011-12-11,104 台北二,A1 香蕉,26.3,22.0,15.4,21.5,11410
2011-12-13,104 台北二,A1 香蕉,26.1,22.4,15.7,21.8,12860
2011-12-14,104 台北二,A1 香蕉,27.0,21.6,13.2,21.0,10625
2011-12-15,104 台北二,A1 香蕉,26.0,20.3,12.3,19.8,10865
2011-12-16,104 台北二,A1 香蕉,26.1,21.4,14.2,20.9,11396
2011-12-17,104 台北二,A1 香蕉,25.2,21.1,15.3,20.7,11317
2011-12-18,104 台北二,A1 香蕉,26.2,21.3,13.8,20.8,13302
2011-12-20,104 台北二,A1 香蕉,25.2,21.6,15.0,21.0,14400
2011-12-21,104 台北二,A1 香蕉,26.1,22.1,15.3,21.6,11877
2011-12-22,104 台北二,A1 香蕉,24.2,20.9,14.8,20.3,11775
2011-12-23,104 台北二,A1 香蕉,26.1,21.5,13.3,20.8,9897
2011-12-24,104 台北二,A1 香蕉,23.7,18.9,11.8,18.4,18282
2011-12-25,104 台北二,A1 香蕉,23.7,18.5,10.0,17.8,20870
2011-12-27,104 台北二,A1 香蕉,26.0,20.9,9.9,19.7,15265
2011-12-28,104 台北二,A1 香蕉,24.3,21.4,12.2,20.1,10647
2011-12-29,104 台北二,A1 香蕉,23.7,20.9,13.2,19.9,10875
2011-12-30,104 台北二,A1 香蕉,24.0,18.9,9.1,18.0,11717
2011-12-31,104 台北二,A1 香蕉,27.9,22.3,14.7,21.9,10875
2012-01-01,104 台北二,A1 香蕉,25.4,22.7,16.3,21.9,9045
2012-01-03,104 台北二,A1 香蕉,25.5,22.9,19.4,22.7,13875
2012-01-04,104 台北二,A1 香蕉,25.1,23.2,15.0,22.0,11175
2012-01-05,104 台北二,A1 香蕉,26.0,21.5,15.4,21.2,9150
2012-01-06,104 台北二,A1 香蕉,26.0,21.5,11.9,20.5,8244
2012-01-07,104 台北二,A1 香蕉,26.1,21.1,13.5,20.6,12630
2012-01-08,104 台北二,A1 香蕉,28.0,24.2,18.6,23.8,11190
2012-01-10,104 台北二,A1 香蕉,27.0,23.0,15.7,22.4,16145
2012-01-11,104 台北二,A1 香蕉,27.0,20.4,12.1,20.1,12060
2012-01-12,104 台北二,A1 香蕉,26.0,21.8,14.3,21.1,8448
2012-01-13,104 台北二,A1 香蕉,25.0,21.6,15.5,21.1,10138
2012-01-14,104 台北二,A1 香蕉,25.1,21.4,15.5,21.0,10488
2012-01-15,104 台北二,A1 香蕉,24.1,20.2,14.0,19.8,10425
2012-01-17,104 台北二,A1 香蕉,25.0,18.7,9.2,18.1,15630
2012-01-18,104 台北二,A1 香蕉,25.0,15.9,5.4,15.6,14161
2012-01-19,104 台北二,A1 香蕉,24.2,17.7,7.8,17.0,11640
2012-01-20,104 台北二,A1 香蕉,25.0,19.3,9.1,18.4,12450
2012-01-21,104 台北二,A1 香蕉,24.8,21.4,11.7,20.1,10932
2012-01-22,104 台北二,A1 香蕉,22.1,22.0,17.1,21.1,5535
2012-01-28,104 台北二,A1 香蕉,22.1,16.7,7.6,16.0,15645
2012-01-29,104 台北二,A1 香蕉,24.1,22.7,16.1,21.7,11730
2012-01-30,104 台北二,A1 香蕉,22.6,20.4,15.1,19.8,14379
2012-02-01,104 台北二,A1 香蕉,23.2,22.2,13.8,20.8,12300
2012-02-02,104 台北二,A1 香蕉,22.0,19.1,10.0,17.9,11325
2012-02-03,104 台北二,A1 香蕉,24.0,19.5,12.3,19.0,8634
2012-02-04,104 台北二,A1 香蕉,23.0,18.6,11.4,18.1,11949
2012-02-05,104 台北二,A1 香蕉,23.3,21.4,15.6,20.6,12510
2012-02-06,104 台北二,A1 香蕉,23.7,22.4,18.5,21.9,13665
2012-02-09,104 台北二,A1 香蕉,23.0,21.7,14.9,20.6,14715
2012-02-10,104 台北二,A1 香蕉,23.0,18.8,12.9,18.5,11713
2012-02-11,104 台北二,A1 香蕉,25.0,21.7,14.2,20.8,11412
2012-02-12,104 台北二,A1 香蕉,25.0,22.1,16.1,21.5,12915
2012-02-14,104 台北二,A1 香蕉,25.0,21.5,15.3,21.0,11760
2012-02-15,104 台北二,A1 香蕉,25.0,22.2,15.4,21.4,12091
2012-02-16,104 台北二,A1 香蕉,25.0,18.1,12.1,18.3,11267
2012-02-17,104 台北二,A1 香蕉,25.0,21.3,16.3,21.1,9045
2012-02-18,104 台北二,A1 香蕉,25.0,21.0,15.1,20.6,11819
2012-02-19,104 台北二,A1 香蕉,25.0,21.7,16.6,21.3,12565
2012-02-21,104 台北二,A1 香蕉,25.6,23.9,19.6,23.4,17260
2012-02-22,104 台北二,A1 香蕉,28.5,24.6,20.0,24.5,12192
2012-02-23,104 台北二,A1 香蕉,30.2,24.5,17.8,24.3,14499
2012-02-24,104 台北二,A1 香蕉,27.9,25.1,21.2,24.9,8595
2012-02-25,104 台北二,A1 香蕉,28.1,24.8,21.2,24.8,9909
2012-02-26,104 台北二,A1 香蕉,28.0,23.7,18.7,23.5,10368
